id	text	character_map	tags	gloss	phonology_initial	phonology_final	phonology_tone	glyph_comment	pron_comment	expl_comment	note	is_published	updated_time	created_time
xydc9vht9wy	競				求	賓	3					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xsrptjutuy4	竟				求	賓	3					1	2025-08-17 22:07:08	2025-05-16 16:54:58
x3fmcmbbzc9	頸				求	賓	3					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xu7ppjm9jjr	勁				求	賓	3					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xexk8dc64hk	陘				求	賓	3					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xzrk9ge3zuh	絹				求	賓	3					1	2025-08-17 22:07:08	2025-05-16 16:54:58
x34ttkcchu8	鏡				求	賓	3					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xypfhn52w6g	吉				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xhy6evzafkk	吉庇巷	[3232, 8790, 4804]										1	2025-08-22 22:12:37	2025-05-16 16:54:58
xpekceh9w4b	輕鬆											1	2025-08-18 22:57:52	2025-05-16 16:54:59
xpkd2gyntmn	拮				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xs6f43ta5ug	佶				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xzvgm59c299	恄				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xzz4pbh6p7d	趌				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
x8pvmer5hbr	鞊				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xjhr25n3ak7	䤎				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
x2n7e4hdz5s	訖				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xe436bpzhw2	跲				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xzgr377vag4	給				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
x9yzqesgm3r	急				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xckg2r4sqcz	殛				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xeddby2zzn3	汲				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xujhm9gszjx	彶				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xm9m7gsj4fg	棘				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
x3qyqbbr55z	擊				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
x5yxp7exjk4	激				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xjsq7uh6ba4	譤				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
x4853dpzpbh	戟				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
x4r78spprbm	亟				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xfppnr6a5ge	伋				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xup4j4gc238	岌				求	賓	4					1	2025-08-17 22:07:08	2025-05-16 16:54:58
x66c5cjgcxt	瓊				求	賓	5					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xzpuk8tnjvj	荊				求	賓	5					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xjrrr35chqt	瞏				求	賓	5					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xs7m5wzz3yu	倞				求	賓	7					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xxns9dt6q2z	禁				求	賓	7					1	2025-08-17 22:07:08	2025-05-16 16:54:58
xjg55ubw3dd	脛				求	賓	7					1	2025-08-17 22:07:08	2025-05-16 16:54:59
x85an56jge6	徑				求	賓	7					1	2025-08-17 22:07:08	2025-05-16 16:54:59
xwjzs2nh2en	妗				求	賓	7					1	2025-08-17 22:07:08	2025-05-16 16:54:59
xsmdaqq2mt9	胗				求	賓	7					1	2025-08-17 22:07:08	2025-05-16 16:54:59
x3pxfps8zts	及				求	賓	8					1	2025-08-17 22:07:08	2025-05-16 16:54:59
xm5n5jjswkn	極				求	賓	8					1	2025-08-17 22:07:08	2025-05-16 16:54:59
x5kyzynkg3k	圾				求	賓	8					1	2025-08-17 22:07:08	2025-05-16 16:54:59
x5gt9ncgg36	輕				氣	賓	1					1	2025-08-17 22:07:08	2025-05-16 16:54:59
xqqcgjv9mj4	輕輕聲											1	2025-08-18 22:57:52	2025-05-16 16:54:59
xyxw7abdnvj	肯讀											1	2025-08-18 22:57:52	2025-05-16 16:54:59
xnkmc8sy2cp	氫				氣	賓	1					1	2025-08-17 22:07:08	2025-05-16 16:54:59
x3fkeyfrzn9	欽				氣	賓	1					1	2025-08-17 22:07:08	2025-05-16 16:54:59
xvg25hfa9dj	嶔				氣	賓	1					1	2025-08-17 22:07:08	2025-05-16 16:54:59
x7skcgndqgx	磬				氣	賓	1					1	2025-08-17 22:07:08	2025-05-16 16:54:59
x53fngc5289	襟				氣	賓	1					1	2025-08-17 22:07:08	2025-05-16 16:54:59
xxdys6wmgu7	傾				氣	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xhbepvugw4f	矜				氣	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xuyqmrsuh46	衿				氣	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
x7zewwgqdsz	衾				氣	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xk6b3ujfzn2	頃				氣	賓	2					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xpcme7uxzr5	岑				氣	賓	2					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xhauvxaruyn	謦				氣	賓	2					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xpsd84vp88h	肯				氣	賓	2					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xvgkks7gvtg	肯搏											1	2025-08-18 22:57:52	2025-05-16 16:54:59
x5huk3uvm7k	罄				氣	賓	3					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xw2ehmhqc8w	隙				氣	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xvvrqfmp64p	綌				氣	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xr3uyqfbfzy	郤				氣	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xjbjpu54b24	泣				氣	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xfpav5xuup5	洫				氣	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:54:59
x9f3fcy3wnv	騭				氣	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:54:59
x2z7j2gh4k8	琴				氣	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xgesnp93fk6	芩				氣	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:54:59
x5jmbrfakw7	禽				氣	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xnnyx2xcwfj	噙				氣	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xkpz7rej54e	檎				氣	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xt4ejf24tsx	緊張											1	2025-09-12 20:55:42	2025-05-16 16:54:58
x62r2r2njfb	黠				氣	賓	8					1	2026-03-22 13:41:08	2025-05-16 16:54:59
xd224u8mcwa	覡				氣	賓	8					1	2026-03-22 13:50:40	2025-05-16 16:54:59
x6w4pdhczba	拑				氣	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:54:59
x9kewsw7679	檄				氣	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xmr3pfwb7eu	頡				氣	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xpwm7fmj9h9	芨				氣	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:54:59
x4gep6adss4	笈				氣	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:54:59
x2fpep2bayc	䲯				氣	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xuk3qq7bzxf	屐				氣	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xarmxau79zg	渴				氣	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xaccrb8d7vy	珍				低	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xbqt85s5uex	釘				低	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xc3a38z9fft	盯				低	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
x2mzzsxt6x4	叮				低	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
x9ft8ad3n5m	仃				低	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xrp3ghkkcqj	玎				低	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xhhgya9zepg	疔				低	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
x6s73a2tyvb	貞				低	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xchb3gu6rhg	禎				低	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xty4pzde86a	幀				低	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
x4csc6ykjwr	楨				低	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xb6d8csqezk	徵				低	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
x4uzpsw93x5	症				低	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xxgrng2s22e	懲				低	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xzxvbjprghj	砧				低	賓	1					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xcv8ydj7nhf	頂				低	賓	2					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xvkeg66ehkt	酊				低	賓	2					1	2025-08-17 22:07:09	2025-05-16 16:54:59
x9ew52r6sr7	町				低	賓	2					1	2025-08-17 22:07:09	2025-05-16 16:54:59
x238bk3a2n3	濎				低	賓	2					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xkh3fhrmf3x	薡				低	賓	2					1	2025-08-17 22:07:09	2025-05-16 16:54:59
x6ufu4xhabb	鼎				低	賓	2					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xx7wcdv8xa3	戥				低	賓	2					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xxwtrxzczbn	鎮				低	賓	3					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xe9cadwmxxu	訂				低	賓	3					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xqha85586r5	釘				低	賓	3					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xe7vps5uxpm	叮				低	賓	3					1	2025-08-17 22:07:09	2025-05-16 16:54:59
xaytyxq7bdq	綻				低	賓	3					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xn49gc9dsxt	啇				低	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xcyvenywepa	滴				低	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xtne5xwkvq7	嫡				低	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xkhpbenjngm	鏑				低	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
x9xbeqxt3vg	蹢				低	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xmb5u6jjbq5	甋				低	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xwa68tnjbt7	的				低	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xxar8f39gdd	馰				低	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
x9httvnbydn	玓				低	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
x25zrkmfhg8	窒				低	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xqv3bkqw2gx	桎			腳鐐	低	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
x5sp4asnmdr	桎*		同音字|俗字	緊握，抓住	低	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xts5x98tahe	擿				低	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xwgwxbp3mpj	適				低	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
x75kqh6tvys	陳				低	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xpk8ewc96p8	亭				低	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xffftgfx9du	停				低	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xqzakvqeven	婷				低	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xutxvk7k9tz	渟				低	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xsksgxgr3r7	廷				低	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xm4gjfydff2	庭				低	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xrqd9nnqpp6	蜓				低	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:55:00
x9km2yyfcar	埕				低	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xtrvjqzcdm6	藤				低	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xq6jqgt5g9d	籐				低	賓	5					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xkmpv9u6jv3	陣				低	賓	7					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xrxdnyjxv7w	朕				低	賓	7					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xz2h2e9xry9	腚				低	賓	7					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xre8rykhyez	定				低	賓	7					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xwkxp4qk3tv	錠				低	賓	7					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xmdmh8q9r33	澄				低	賓	7					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xn2tszqrm68	振				低	賓	7					1	2025-08-17 22:07:09	2025-05-16 16:55:00
x7b3nea4prh	值				低	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xufjyuj46hh	侄				低	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xma6rzqjwqz	擲				低	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xaf47ma63r6	躑				低	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xrgf4wg6kb5	敵				低	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:55:00
x25kxnt3zgp	狄				低	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xgycuweq8ax	荻				低	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:55:00
x7z9jdyhhtg	澄				低	賓	5					1	2026-01-01 11:45:51	2025-05-16 16:55:00
xs2b3ydbgjf	籊				低	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xsn4twzaepa	濯				低	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xuxh5bu6tq8	笛				低	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xz6eesabzjf	迪				低	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xysjc882ey5	滌				低	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xg3skkcmmzb	覿				低	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:55:00
x6kfpfbxdy2	秩				低	賓	8					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xuae8emjymm	翟				低	賓	8					1	2025-09-24 14:34:22	2025-05-16 16:55:00
x6ajqwhhbh2	品				波	賓	2					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xv7ygazttj5	拼音											1	2025-08-18 22:57:52	2025-05-16 16:55:00
x2h6669b4m6	諶				他	賓	1		《榕腔註音詞典》（1929）第1845頁收此字、音。			1	2026-04-09 14:09:06	2025-05-16 16:55:00
xauyq63cau5	聘				波	賓	3					1	2025-08-17 22:07:09	2025-05-16 16:55:00
x96wqgvjkmb	騁				波	賓	3					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xrbh8wvjr27	娉				波	賓	3					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xbacer86gfz	匹				波	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
x8kdubq2xvj	疋				波	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
x857zegn68r	碧				波	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xx596m7548z	辟				波	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xzfyqsnetcq	闢				波	賓	4					1	2025-08-17 22:07:09	2025-05-16 16:55:00
xdr42qd4vfv	鷿				波	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:00
x5uwfnu3wz2	薜				波	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xyz54nb7b9a	劈				波	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xu5ue6b8mwm	襞				波	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:00
x3e5urb3tp8	癖				波	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xxptgtbsahs	鼊				波	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xnf5996uscn	釽				波	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:00
x4bjudjqrgn	僻				波	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xzbymuux4qc	䦼		本字	破裂，破裂聲	波	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:00
x96u76rsbsr	評				波	賓	5					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xp9gtwqa4ar	汀				他	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xypexbd5ewd	琛				他	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xat45mbzz8b	訦				他	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:00
x6a7ssvs7m3	酖				他	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:00
x8j3b2fqyzf	鴆				他	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xkthcncfdrp	聽				他	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xegzv76twrq	挺				他	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xkgpnps9u4s	艇				他	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xwjz4qycag6	梃				他	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xwjwvcqevfm	珽				他	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:00
x8hju3arfpj	脡				他	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xd4j4pbx3j5	頲				他	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:00
x2sn4jtq5s2	郢				他	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xv99tt969gq	逞				他	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:00
x7hu6efmr5m	頂				他	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:00
xteazbyegk6	聽				他	賓	3					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xcz8j9fmyvw	疢				他	賓	3					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x4rmdyutysy	趁				他	賓	3					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xa5rtwrsmw7	趁機											1	2025-09-20 13:41:07	2025-05-16 16:55:01
xbf9acbz4jh	踢				他	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x28d79y2pdy	裼				他	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xesdaeh7r48	惕				他	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xbp265q2ee7	剔				他	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xw4ppd9jxx9	敕				他	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xc6fd72dzzh	慗				他	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x9nf8n2zwvw	飭				他	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xxqk9qp7666	踶				他	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xd86u24egv5	彳				他	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xmd9bjkueaa	趯				他	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xhubqy8xwxa	裎				他	賓	5					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x4radk49n7k	沉				他	賓	5					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x52vjftuhhb	酲				他	賓	5					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xtttvbfjcfw	酖				他	賓	5					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xzfzdpg68bq	程				他	賓	5					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xmmqjjf95ck	剔				他	賓	8					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xgbau8feutb	真				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xy8s5d9nvef	嗔				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xqxuszmkvkf	瞋				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x9wr2wmnt6g	晶				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xh4y9eu4ha9	精				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x7srbduxm4d	睛				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x97vp7bx6et	清				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x5ep6rze85d	怔				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x23kqzeprhq	征				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x7ysvf9y4s8	鉦				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xnvvvntbyfp	烝				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xnekcb4uq5y	蒸				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xdpvrutqwpw	津				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xggraz4x55w	箴				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xayf5mx3tjj	甄				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x4huycy6zqk	斟				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xmhbb6yykpe	旌				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x2hk357gkcn	升				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xzxhmnj8bjf	菁				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x8ppcpbchqg	砧				曾	賓	1					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xhq8a3e2vws	振				曾	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x2uc5pgkp98	震				曾	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xvrd2mhhync	賑				曾	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xjc7mxztfpv	診				曾	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x6sq5wdqpmd	殄				曾	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x9acpx8tk7g	紾				曾	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xtty93hrtea	袗				曾	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x2hqkqyvskc	疹				曾	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xf6f6g49jza	軫				曾	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xq8bkh7kmqj	枕				曾	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xnam9uvmcgg	䪴				曾	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xat78rdjpry	拯				曾	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xcf4z7df3km	整				曾	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x46m7nnrp73	縝				曾	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xns7sn4smap	井				曾	賓	2					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x9gd47873f7	迹				曾	賓	4					1	2025-10-25 20:14:01	2025-05-16 16:55:02
xpj7mrv6tqb	盡価											1	2025-08-18 22:57:52	2025-05-16 16:55:01
x4qgq9te6qh	盡好											1	2025-08-18 22:57:52	2025-05-16 16:55:01
xk674by828d	進士											1	2025-08-18 22:57:52	2025-05-16 16:55:01
xc2wqpwxf55	進				曾	賓	3					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xrudn65rn2j	進入											1	2025-08-18 22:57:52	2025-05-16 16:55:01
x6ceeyvtr38	晉安											1	2025-08-18 22:57:52	2025-05-16 16:55:01
xnbu57dygyu	政				曾	賓	3					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xb9g2ahyrnz	正				曾	賓	3					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xp2y2t65qaz	症				曾	賓	3					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x78mxvbzccy	證				曾	賓	3					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xg88j2a9y4x	晉				曾	賓	3					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xqn93cutudz	對質											1	2025-08-18 22:57:52	2025-05-16 16:55:02
xqny7wbejvt	縉				曾	賓	3					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xzp86493jkq	榗				曾	賓	3					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x88uwpvqeyt	瑨				曾	賓	3					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xshgx8pvkqn	溍				曾	賓	3					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xxpxqz8mnup	職				曾	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xfkuyggrt3w	織				曾	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xakjjbkcdjy	積				曾	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xxnpr7bmhks	執				曾	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x8jnfa3j6yc	縶				曾	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xs4c32f798z	秷				曾	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xdkhjy8x36c	績				曾	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
x6xy4rw5ehu	質				曾	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:01
xsxghww2pnh	情況											1	2025-08-18 22:57:52	2025-05-16 16:55:02
xt499nq27dd	脊				曾	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:02
xzmytmnxntq	瘠				曾	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:02
xg64bzdtz8a	鶺				曾	賓	4					1	2025-08-17 22:07:10	2025-05-16 16:55:02
xhwv8jgksmj	踖				曾	賓	4					1	2025-08-17 22:07:11	2025-05-16 16:55:02
x4r7fe39gny	跖				曾	賓	4					1	2025-08-17 22:07:11	2025-05-16 16:55:02
xwa573nxtta	即				曾	賓	4					1	2025-08-17 22:07:11	2025-05-16 16:55:02
x4p8qhnztzc	唧				曾	賓	4					1	2025-08-17 22:07:11	2025-05-16 16:55:02
x4kw5n362gb	堲				曾	賓	4					1	2025-08-17 22:07:11	2025-05-16 16:55:02
xm9y7fnhgc7	畟				曾	賓	4					1	2025-08-17 22:07:11	2025-05-16 16:55:02
