id	word__id	word__text	yngping	is_sandhi	is_primary	note	variant	source_type	updated_time	created_time
xjfwfx6s24j	x8ny2xuvf6f	山地	sang53 nei242	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
xe8d8cvtww9	xyz92bnx5mv	空地	keoyng53 dei242	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
xcmx485vfja	xakw83j9pf4	坡地	po53 lei242	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
x73gvrehwpy	x3ezej8d8ba	灘塗	tang55 nu53	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
x7fw2gm4umg	xbu8zqgq2hn	通野	teoyng53 ia33	1	0			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
xmuqjvdcgkm	xbu8zqgq2hn	通野	teoyng53 ngia33	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
xnrt2mmpt7a	xnazme9a486	園圃	huong33 muo33	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
xkbjzky49vq	x3esuz97ybs	花圃	hua53 puo33	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
xjch9wyzpq4	xyf6bugupha	園地	huong21 nei242	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
x6eewtkb58m	x69s64zsg2b	菜園	cai55 uong53	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xh52apjc4vw	xg8m84924dz	田塍	ceing33 nging53	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xyatk9w7cau	x4pc9km3xkd	梯田	tai55 jeing53	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xtsaqg45maa	xz3b9cawrwu	荒田	huong55 njeing53	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xr3zcsv9b4k	x8z5742bxph	平洋	bang33 yong53	1	0			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xse9kw3m96c	x8z5742bxph	平洋	bang33 ngyong53	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xxwbqzvba8u	xyan4gt2wbt	山峰	sang55 hung55	0	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xv9z8y65w5w	x5x8uztrx5u	山氣	sang53 ei213	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xbjqrag8ccu	xpymn7gj69s	山隙	sang53 ngiak24	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xm9y58amsbs	xkzja3n8w2n	山裏	sang53 nie33	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xdtq5eraux2	xa92rzba66f	山𡅏	sang55 ne0	1	1			ime	2025-08-18 23:04:07	2025-05-16 16:56:50
x3anxfvjgc6	xmgtp82x32q	山骹	sang55 ka55	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xpdup8du3jy	xjt6heue6h5	山坑	sang55 ngang55	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xrm6kzgypdf	xcyessndyu2	窿窿	leoyng55 leoyng55	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xqkuukg63ec	xsasdbmfbev	山豅	sang55 leoyng55	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xrn7fs5x8ts	xyjt4cb4kmb	山壟田	sang55 lyng55 njeing53	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
x93abhh9tqg	x3gjnqqrkf3	山頭嶺尾	sang21 nau21 liang24 mui33	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xn9q9rb5usu	xt74uubwsh6	水土	zui24 lu33	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
x5q4vf85ujm	xkf2ubbd7ds	溪墘	ke55 ieng53	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xcz6wvwz8m8	x2d7qrrspas	溪邊	ke55 bieng55	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
x9fskxywt34	x5maskqrvuf	溪河	ke55 o53	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xz4hajyw7br	xnhq4gtckfj	河邊	o55 bieng55	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xt5sgjpkgpg	x2pwdbp3ymz	河墘	o24 gieng53	1	1			ime	2025-08-18 23:04:07	2025-05-16 16:56:50
xyynmfw8byu	xca3ndu5bns	拍濫	pah53 lang242	1	1			ime	2025-08-25 23:16:27	2025-05-16 16:56:49
xqyuuvzk4r7	xrhdmbrmp32	天做旱	tieng55 zo53 ang242	1	1			ime	2025-08-25 23:16:28	2025-05-16 16:56:49
xpm7xpj55ta	x5xvfffrw5p	地牛轉肩	di55 ngu53 duong21 ngieng55	1	1			ime	2025-08-25 23:16:28	2025-05-16 16:56:49
xqqqf878v9t	xk2ksgfeufu	空野	keoyng53 ngia33	1	1			ime	2025-08-25 23:16:28	2025-05-16 16:56:49
xa7ggwzeb9z	xyz3wv2854z	山田	sang55 njeing53	1	1			ime	2025-08-25 23:16:28	2025-05-16 16:56:50
xxbn3bacvk7	xuq6pcxbmvj	果子坪	gui21 ji21 bang53	1	1			ime	2025-08-25 23:16:28	2025-05-16 16:56:50
x5axanv2z5u	x59nvcdr24a	山坡	sang55 po55	1	1			ime	2025-08-25 23:17:04	2025-05-16 16:56:50
xyub3eeza5p	x86vj6ggjxn	轉潤天	duong21 nung55 nieng55	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
xex8heetjv3	xf6pp54jseh	暑邪	sy21 sia53	1	0			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
xs6f6tjvxt6	x8ny2xuvf6f	山地	sang53 dei242	1	0			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
xjt5eb4464f	xakw83j9pf4	坡地	po53 dei242	1	0			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
x7gnfth8r3g	xaaxemkzrt3	沙包地	sa21 bau53 lei242	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
xw6yjp3z9hc	x3ezej8d8ba	灘塗	tang55 tu53	1	0			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
x5fbjd9eu9v	x32e2asmaks	曠野	kuong24 ia33	1	0			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
x2xhnvbc7y3	xnazme9a486	園圃	huong33 puo33	1	0			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
xw8bfw3z5uc	xyf6bugupha	園地	huong21 dei242	1	0			ime	2025-08-25 23:12:52	2025-05-16 16:56:49
x7s4uud3ykf	x69s64zsg2b	菜園	cai55 huong53	1	0			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xfr62bsed5k	x3e7x8bu6j2	田園	ceing33 nguong53	1	1			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xbg889n68pp	x4pc9km3xkd	梯田	tai55 ceing53	1	0			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xg8cesb9pha	xz3b9cawrwu	荒田	huong55 ceing53	1	0			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xwqzup8esk2	xyan4gt2wbt	山峰	sang55 ngung55	1	0			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xrbew3hjuge	x5x8uztrx5u	山氣	sang53 kei213	1	0			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xx2kqb923cf	xpymn7gj69s	山隙	sang53 kiak24	1	0			ime	2025-08-25 23:12:52	2025-05-16 16:56:50
xj2syz49q5y	xjt6heue6h5	山坑	sang55 kang55	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
x2jm8guh688	xyjt4cb4kmb	山壟田	sang55 lyng55 ceing53	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xcrz8xxz8ay	xxpbd9t3nhn	懸下層	geing24 ngia55 zeing53	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xvbkj28qacf	xt74uubwsh6	水土	zui24 tu33	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
x2ej95a6frb	xkf2ubbd7ds	溪墘	ke55 gieng53	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xmfs4rzfb7q	x5xvfffrw5p	地牛轉肩	di55 ngu53 duong21 gieng55	1	0			ime	2025-08-25 23:16:28	2025-05-16 16:56:49
xfpubrb9gcm	xk2ksgfeufu	空野	keoyng53 ia33	1	0			ime	2025-08-25 23:16:28	2025-05-16 16:56:49
xbskemfbawt	xyz3wv2854z	山田	sang55 ceing53	1	0			ime	2025-08-25 23:16:28	2025-05-16 16:56:50
xm38m6yzqp8	xuq6pcxbmvj	果子坪	gui21 zi21 bang53	1	0			ime	2025-08-25 23:16:28	2025-05-16 16:56:50
xw7xe6rcp4v	xgvqnbd5huc	半山腰	buang53 sang55 iu55	1	0			ime	2025-08-25 23:17:02	2025-05-16 16:56:50
xtek7xxxxgc	x7bg6v5kyzm	江墘	geoyng55 ieng53	1	0			ime	2025-05-16 16:56:50	2025-05-16 16:56:50
xxxaqzbc2dc	x3ny7peh5mm	江墘頭	geoyng55 ieng55 nau53	1	0			ime	2025-05-16 16:56:50	2025-05-16 16:56:50
xjra5psscdz	xgvhamy8g9b	水圳	zy55 zoung213	1	0			ime	2025-05-16 16:56:50	2025-05-16 16:56:50
xn3hymf4uav	xfhbzdjshuf	珊瑚嶼	dang53 hu21 leoy242	1	0			ime	2025-05-16 16:56:50	2025-05-16 16:56:50
xt5n8my6ax6	xfhbzdjshuf	珊瑚嶼	dang53 ngu21 seoy242	1	0			ime	2025-05-16 16:56:50	2025-05-16 16:56:50
xbb379wdua8	x7vbawb2x3t	水漲	zui33 doung33	0	0			ime	2025-05-16 16:56:51	2025-05-16 16:56:51
xu8nm43smsf	x7vbawb2x3t	水漲	zui24 loung33	1	0			ime	2025-05-16 16:56:51	2025-05-16 16:56:51
xdszsgeds23	x7vbawb2x3t	水漲	zy24 loung33	1	0	连江县志		ljcc	2025-05-16 16:56:51	2025-05-16 16:56:51
xkqzcrwzq7b	xmvzn9767vn	水頭	zy21 lau53	1	0			ime	2025-05-16 16:56:51	2025-05-16 16:56:51
x26waxek98z	xsrp2ufqc45	做大水	zo21 duai53 jui33	1	0			ime	2025-05-16 16:56:51	2025-05-16 16:56:51
xwbrp8jmpys	xsrp2ufqc45	做大水	zo21 duai53 zy33	1	0	连江县志 推导声母不类化		ljcc	2025-05-16 16:56:51	2025-05-16 16:56:51
xzxju2udfuc	xsrp2ufqc45	做大水	zo21 duai53 jy33	1	0	连江县志		ljcc	2025-05-16 16:56:51	2025-05-16 16:56:51
xccru7ubwwf	xg9a5nxh78a	做溪水	zo21 ke53 jui33	1	0			ime	2025-05-16 16:56:51	2025-05-16 16:56:51
x8jduv7nf8q	xg9a5nxh78a	做溪水	zo21 ke53 zy33	1	0	连江县志 推导声母不类化		ljcc	2025-05-16 16:56:51	2025-05-16 16:56:51
x2zdvx4t7ay	xg9a5nxh78a	做溪水	zo21 ke53 jy33	1	0	连江县志		ljcc	2025-05-16 16:56:51	2025-05-16 16:56:51
x82hf7v4y6t	xxea2zczept	湯池店	toung53 nie21 daing213	1	0			ime	2025-05-16 16:56:51	2025-05-16 16:56:51
xgwg74hsbxk	xz2xgc6zsvq	潨水	zeoyng33 zui33	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:51
xqf6pep3j7n	xd5dyzr5nu8	河灘	o55 lang55	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xmtx7hzmc2e	x7bg6v5kyzm	江墘	geoyng55 ngieng53	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xgdhra8q5w2	x3ny7peh5mm	江墘頭	geoyng55 ngieng55 nau53	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
x45cdzmqbmr	xd5dyzr5nu8	河灘	o55 tang55	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
x4x9m775u48	xwfurefxtpa	水溝	zui21 au55	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xmucm3p3mmx	xas3wg2w9g3	水庫	zui55 ou213	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xh5jx6ccp7z	x4s5txq4pjr	水窟	zui55 koouk24	1	0			feng	2025-09-23 01:11:33	2025-05-16 16:56:50
x7zdtrwtjxa	xumzap4bknd	空空	keoyng55 keoyng55	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xv9htyz2aex	xyerm3dkc38	空空	keoyng21 kooyng213	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xh9htnspfmk	xp5mkx8xd5t	海亂	hai55 looung213	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
x9pr5aj3crp	x53jc8kpcy5	海角	hai55 ooyk24	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xhvmhbgswpn	xp9hnnpa2kq	海塗	hai21 lu53	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xpmddh2vjaa	xwvxxshxsqn	海墘	hai21 gieng53	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
x8jghx72xpt	xwvxxshxsqn	海墘	hai21 ieng53	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xsahfe8jucd	xxwhd25mm62	海灘	hai21 lang55	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xqz5qs2w6vw	xvvu4uj32vj	堤壩	ti21 ba213	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
x9sr2m4n4s9	xavt6ssq5rm	珊瑚	dang55 ngu53	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xj6k3t9b42z	xs5btwgpsmv	崖岸	ngai21 ngiang242	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:51
xk2xxy87mkr	xhf5527kjcp	洲田	ziu55 njeing53	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:51
xseq92m6w3z	xmmye34ty3w	䭕水	ziang24 zui33	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:51
x6jw5sc2bzq	xkdk8d8gryr	清水	cing53 njui33	1	1			ime	2025-08-25 23:12:53	2025-05-16 16:56:51
xan6wm9gw2u	xhrxkyj73fs	垃渣水	la21 ja53 zui33	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xguu3uwtmm6	x7vbawb2x3t	水漲	zui24 doung33	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xek9yhyryc3	xmdept52d4b	水脱	zui55 loouk24	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xscyv38m3ms	x6frh4895y7	水字	zui55 zei242	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
x3s7kxkg3yh	xmvzn9767vn	水頭	zui21 lau53	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xkd2v9r6sy5	xbv6z2cn89k	漲大水	doung21 duai53 zui33	1	0			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xsufgbbq7m7	xsrp2ufqc45	做大水	zo21 duai53 zui33	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xkgn6zjyyhr	xbv6z2cn89k	漲大水	doung21 duai53 jui33	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xk6s5y6vpvv	x3fb2nrm3mh	出蛟	cuk21 gau55	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xnygrbsmxuq	xe9t6ft6sbg	凍水	deoyng53 zui33	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
x5wd4f9vz8u	xqfduubdp3c	上水	suong53 njui33	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xztcbm5cy54	xfvs8rd48bf	溫泉	ung55 zuong53	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xhkubxhqbxv	xxea2zczept	湯池店	toung53 nie21 laing213	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xxgdv76pb7w	xuwp5t37n8e	湯房裏	toung53 mung33 nie33	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xk9tv7hjyxh	xfhbzdjshuf	珊瑚嶼	dang53 ngu21 leoy242	1	1			ime	2025-08-25 23:16:20	2025-05-16 16:56:50
xzfvq3t5g37	xe4prv7qpc7	海壀	hai21 pieh5	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:50
xsw4bqy3fr9	xf6kanqaru5	河堤	o33 ti53	1	1			ime	2025-08-25 23:16:28	2025-05-16 16:56:50
x7qt7fqmj9t	xn5tfan4syh	水池	zui21 lie53	1	1			ime	2025-08-25 23:16:28	2025-05-16 16:56:50
x97cy6zubbq	xqgq4sfqhpt	水汐	zui55 puong213	1	1			ime	2025-08-18 23:06:09	2025-05-16 16:56:51
xexedax562d	xg9a5nxh78a	做溪水	zo21 ke53 zui33	1	1			ime	2025-08-25 23:16:28	2025-05-16 16:56:51
xdjh54tdpzv	xdwhe769vac	湯房店	toung53 mung21 naing213	1	1			ime	2025-08-25 23:16:28	2025-05-16 16:56:51
xmxcanpg2zv	xesgcjckj6r	海盪	hai55 looung213	1	1			ime	2025-08-25 23:17:04	2025-05-16 16:56:50
xq5dgeh3vrp	xgvhamy8g9b	水圳	zui55 zoung213	1	0			ime	2025-08-24 20:53:06	2025-05-16 16:56:50
xeyv3297rb4	x7bg6v5kyzm	江墘	geoyng55 gieng53	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xs7azwhwjfq	x3ny7peh5mm	江墘頭	geoyng55 gieng55 kau53	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xdyb86tth86	xwfurefxtpa	水溝	zui21 gau55	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xwwjg9u5acc	xas3wg2w9g3	水庫	zui55 kou213	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xfyypdt9r6q	x53jc8kpcy5	海角	hai55 gooyk24	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xad8daaf5dt	xp9hnnpa2kq	海塗	hai21 tu53	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xvsguyvvtrg	xdyy3vrs66n	蜆埕	liu33 diang53	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xawvdpehd23	xxwhd25mm62	海灘	hai21 tang55	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
xnvwse63agm	xavt6ssq5rm	珊瑚	dang55 hu53	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:50
x8awsbphw3f	xhf5527kjcp	洲田	ziu55 ceing53	1	0			ime	2025-08-25 23:12:53	2025-05-16 16:56:51
xezt9m439kj	xhrxkyj73fs	垃渣水	la21 za53 zui33	1	0			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
x4cqqvk4ckd	xmdept52d4b	水脱	zui55 toouk24	1	0			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xue9wwcs74p	xmvzn9767vn	水頭	zui21 tau53	1	0			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xnb4grft6tm	xqfduubdp3c	上水	suong53 zui33	1	0			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xxkcfju7yc3	xxea2zczept	湯池店	toung53 tie21 daing213	1	0			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
x72aebuwrkg	xuwp5t37n8e	湯房裏	toung53 bung33 die33	1	0			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xa56cp6fhn4	xgzwx7y4gpy	湯池	toung55 die53	1	0			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xzdd863kqz2	xn5tfan4syh	水池	zui21 tie53	1	0			ime	2025-08-25 23:16:28	2025-05-16 16:56:50
xas4h4fbrnm	xdwhe769vac	湯房店	toung53 bung21 daing213	1	0			ime	2025-08-25 23:16:28	2025-05-16 16:56:51
x6ten9qyxvn	xesgcjckj6r	海盪	hai55 tooung213	1	0			ime	2025-08-25 23:17:04	2025-05-16 16:56:50
x22qwacyqnw	xrd23v29syq	和和湯	huo33 uo33 toung55	1	0			ime	2025-05-16 16:56:51	2025-05-16 16:56:51
x2hby5vbja4	xsfbdsfamsw	石頭囝	suoh33 lau33 giang33	1	0			ime	2025-05-16 16:56:51	2025-05-16 16:56:51
x4yurt39y3u	xxtwth6bykt	石板	suoh33 weing33	1	0	陳澤平《福州方言研究》p.10			2025-05-16 16:56:51	2025-05-16 16:56:51
x66s8kz88xf	xzrxfbyzgjr	瓦片囝	ngua21 wieng53 ngiang33	1	0			ime	2025-05-16 16:56:52	2025-05-16 16:56:52
xmses4cxbk5	xzrxfbyzgjr	瓦片囝	ngua21 wieng53 iang33	1	0			ime	2025-05-16 16:56:52	2025-05-16 16:56:52
xbxvhgqhdmv	xk24eg3nrh6	水銀	zy21 ngyng53	1	0			ime	2025-05-16 16:56:52	2025-05-16 16:56:52
xwuj243hx46	xwaeqa93nsp	炭甏	tang55 wang55	1	0			ime	2025-05-16 16:56:52	2025-05-16 16:56:52
x5myxc6cn2b	x5685v9mpmt	和和熱	huo33 uo33 iek5	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xyuh2gu4tcd	xrd23v29syq	和和湯	huo33 uo33 loung55	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xxe76uyacv4	xd2gmrtf5v4	石子	suoh33 zi33	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xg553yh7rw7	x7epfu7rkwn	灰灰	hu55 hu55	1	1			ime	2026-03-25 23:12:07	2025-05-16 16:56:52
x38f2z4csge	x4k3nygb69g	石頭母	suoh33 lau33 mo33	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
x8wshcgnshv	xsfbdsfamsw	石頭囝	suoh33 lau33 iang33	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xf3d7r3r5xp	xk6x3tkhum4	石頭卵	suoh21 lau21 looung242	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
x5j4vey4ppu	xxtwth6bykt	石板	suoh33 being33	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
x6hgrghzpvk	xse9h6d599u	石囝	suoh33 iang33	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xcwx4x7u99z	x9vt69kj5qk	沙楻	sai55 uong53	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xepw4v8ffyr	xkn3sxx98pv	塗沙	tu55 lai55	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xecemt8gh5v	x68k9ru2ba7	沙壀	sai55 wieh5	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xdcuqqjnxyv	xd6fxgg68bu	沙坡	sai55 wo55	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
x7dmn74t3dx	xwsw3w5t4aq	磚坯	zuong55 wui55	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xg3tfuzx3p3	xakwzp5x84w	空心磚	keoyng21 ning55 zuong55	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xdfj7jx33jd	xrqnfk2337w	紅磚	eoyng21 zuong55	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:51
x4vyxauuwdx	xz2mkcdz5yk	鬥底磚	dau21 le21 zuong55	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:51
xg87qbc9992	xg5dmnn4qgc	瓦槽	ngua55 lo53	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
xqnvehp9ge3	xxjfw3wreqk	厝瓦	cuo53 ngua242	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
xvmbufn3pjx	xf7vp7ctapr	垘爿	kang21 meing53	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
xt929qb3m6w	xev58ccu35y	垘爿𠴂	kang24 being33 neo33	1	0			ime	2025-10-08 17:03:51	2025-05-16 16:56:52
xg8pc8cmhkr	xzy2wunvgym	石頭子	suoh33 tau33 zi33	1	0			ime	2025-10-20 01:40:39	2025-05-16 16:56:51
xqyygjea55j	xsrqxjewc6d	瓦頂	ngua53 ling33	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
xjjwh4vmdss	xeqdqskdgzu	瓦刀	ngua55 lo55	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
x3qkkrwrag9	xp28cpuptsp	塗粉	tu33 ung33	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
xwryw55txyf	x797rps8pj8	塗堆	tu55 deoy55	1	0			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
xra3wbp4qah	x797rps8pj8	塗堆	tu55 leoy55	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
xxtqzssrfbr	xnrdfpx5e2u	塗地	tu21 lei242	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
xutbt9q39bq	xag2sh3cr97	田塗	ceing33 nu53	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
xewcdtt4ss5	xhgqv8agefc	池塗	die33 lu53	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
xfjzcpkyx5w	xscbfg8kwsh	金塊	ging53 looy213	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
x77bc42an2j	xqyg536nyxv	粉粉	hung33 hung33	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
xbm8ydyfg5q	x6aexvqmcas	炭甕	tang53 ooyng213	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
xecjx7294hj	xwaeqa93nsp	炭甏	tang55 pang55	1	1			ime	2025-08-18 23:04:08	2025-05-16 16:56:52
xawpvsncxsx	xvcwfrkfg8k	爛泥	lang55 ne53	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
xcttcfqrcj4	xv9jfja7f6p	成色	siang21 naik24	1	1			ime	2025-08-25 23:12:55	2025-05-16 16:56:52
xz64zpzdzwv	xpbbmnzvkak	水泡	zui55 pa213	1	1			ime	2025-08-25 23:16:28	2025-05-16 16:56:51
x2gs9pcxfrg	xss6q5dskgg	石砧	suoh33 loung33	1	1			ime	2025-08-25 23:16:28	2025-05-16 16:56:51
xet4huxdwvf	xfbggjurmcm	沙洋	sai55 yong53	1	1			ime	2025-08-18 23:06:09	2025-05-16 16:56:51
xzfmkk6t7hm	xrc25zfgjwv	瓦筒	ngua55 leoyng53	1	1			ime	2025-08-25 23:16:28	2025-05-16 16:56:52
x3ft7krvudf	xzrxfbyzgjr	瓦片囝	ngua21 pieng53 giang33	1	1			ime	2025-08-18 23:06:09	2025-05-16 16:56:52
xjtdnfqc8e4	xgys6zxs2un	塕塵	ung55 ning53	1	1			ime	2025-08-25 23:16:28	2025-05-16 16:56:52
xrzzbn5qusb	xgzwx7y4gpy	湯池	toung55 nie53	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xztvzxkhm8z	xh5xcu3b32s	湯頭	toung55 nau53	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xyzkg6gv6ye	x5685v9mpmt	和和熱	huo33 huo33 iek5	1	0			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xurxfrdrttd	xrd23v29syq	和和湯	huo33 huo33 toung55	1	0			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xt6ueeftp79	x6rakysknwz	滾湯	gung21 noung55	1	1			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xdzf877fstq	x4k3nygb69g	石頭母	suoh33 tau33 mo33	1	0			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
xc2fj6ncmy7	xk6x3tkhum4	石頭卵	suoh21 tau21 looung242	1	0			ime	2025-08-25 23:12:54	2025-05-16 16:56:51
