id	word__id	word__text	order	lexical_category	content	comment	sentences	source_tags	updated_time	created_time
xafcy9j6qm3	x75meb4zp67	食大	1		長大。		"[""食（長）這滿（這麼）大。""]"	community contributor	2025-09-14 23:48:28	2025-05-16 17:05:54
x6zxm5b23bj	xytzxcbgnaq	尿搊	1		尿布。			community contributor	2025-09-14 23:48:17	2025-05-16 17:05:54
xa8rugy4jcv	x354hdfc874	錔板	1	n	傳統店舖的門板。			community contributor	2025-09-14 23:49:30	2025-05-16 17:05:54
xh2w92thzfg	xnk225hf8gs	偷食餡	1		偷喫餡。			community contributor	2025-09-19 19:05:33	2025-05-16 17:05:54
x3txjkpwj5n	xnk225hf8gs	偷食餡	2		婚外與他人發生性關係。偷喫腥。			community contributor	2025-09-19 19:05:33	2025-09-19 19:05:33
xtvf25wr6cb	xmr2nazt69j	揖香線	1		執香祭拜			community contributor	2025-05-16 17:05:54	2025-05-16 17:05:54
xzxvbz8s83g	xrjqm5sq3zx	歲數食野大	1		歲數很大，很老。		"[""伊～。""]"	community contributor	2025-09-20 13:41:39	2025-05-16 17:05:54
xawka2zsz9e	xv7rhkfr542	金蚨蠅屎腹	1		金蒼蠅外表好看，腹內卻悉爲大便。金玉其外，敗絮其中			community contributor	2025-05-16 17:05:54	2025-05-16 17:05:54
x24854bzfgm	xdherw7jnsf	伓使細膩	1		不用客氣。		"[""謝謝。——～。""]"	community contributor	2025-09-06 02:39:53	2025-05-16 17:05:54
x6qp4quegcw	xya2672kmrs	叫鳥刣無肉	1		拼命叫的鳥，殺後卻無甚肉。雷聲大雨點小			community contributor	2025-05-16 17:05:54	2025-05-16 17:05:54
xdx897pwrs5	xjyhkjfqpxy	上椅踏桌	1		蹬鼻子上臉			community contributor	2025-05-16 17:05:54	2025-05-16 17:05:54
x8e9fnp4t44	xv9dbpvf83x	美男子	1		相貌英俊的少年			community contributor	2025-05-16 17:05:54	2025-05-16 17:05:54
xxpsaery23d	xb7jfurj65c	九仙山	1		福州于山的別名。傳說有何氏九兄弟在此煉丹，故又叫九仙山			community contributor	2025-05-16 17:05:54	2025-05-16 17:05:54
xue2nmh7m9c	xeyefetkf77	越王山	1		福州屏山的別名。因越王故都建在山麓，故名			community contributor	2025-05-16 17:05:54	2025-05-16 17:05:54
xvyjfvww2sz	x866zteyvhv	閩山	1	n	烏石山的敕賜名，得於唐天寶八年。			community contributor	2025-09-19 19:04:45	2025-05-16 17:05:54
x7g2s86y9w9	x866zteyvhv	閩山	2	n	烏石山支脈，在光祿坊。唐代敕賜「閩山」一名後，人以此名呼其餘脈。			community contributor	2025-09-19 19:04:45	2025-09-19 19:04:45
x2jnhfxg2mu	xkadagak7an	祖廟	1	n	指一位神明最主要的分靈源頭。			community contributor	2025-09-19 19:04:00	2025-05-16 17:05:54
xzf43reqfbm	xkadagak7an	祖廟	2	n	地名，在福州茶亭，因有閩越王祖廟得名。			community contributor	2025-09-19 19:04:00	2025-09-19 19:04:00
x35jg7nhxdf	xtxvrpphcyj	無諸城	1	n	福州的代稱，以閩越王無諸建都冶城得名。常以此詞代「福州」一名入詠。			community contributor	2025-09-19 19:03:39	2025-05-16 17:05:54
xue4zygg23u	x565nrvetsg	無諸	1		一作亡諸，第七世閩越王，後世奉爲「開閩始祖」			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
xqumu2q8yuy	xjkp7gpgtcu	上海新村	1	n	新村名，在福州臺江區			community contributor	2025-11-10 16:43:24	2025-05-16 17:05:53
x7ukr58dtxq	xkmyhj7zae3	簷馬	1		懸掛於大殿、佛塔等建築物檐角下方，無須敲擊，有風自鳴			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
xzsvhmzuhqx	x96tv3m3cuz	白片	1	n	黃片，色情影片			community contributor	2025-09-19 19:03:10	2025-05-16 17:05:53
xqz5hy9jp38	xgmwke6vdsp	狻猊	1	n	中國古代文獻中的獸類，初指獅子，又傳爲龍生九子之一。其形象常見於佛教法座、銅鏡、香爐、脊獸			community contributor	2025-09-19 19:02:50	2025-05-16 17:05:53
xpv3fxerjtd	xbuzrexekjw	食麵	1		動賓短語，喫麵條。			community contributor	2025-09-19 19:02:34	2025-05-16 17:05:53
xjmwbfu994f	xbuzrexekjw	食麵	2	n	遊戲名，翻花繩。			community contributor	2025-09-19 19:02:34	2025-09-19 19:02:34
xk39h9e88se	xzy9yrt5uva	更*褒*	1	n	「Game Boy」的音譯。日本任天堂公司在1989年發售的第一代便攜式掌上遊戲機。	口語無字。《𥻵典》取同音字。		community contributor	2025-09-06 22:18:10	2025-05-16 17:05:53
xuef78s96nk	x5x6hbeavhh	供歲飯	1		榕俗，除夕早晨炊米飯，裝入專用飯甑，供在堂前			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
x3nhq3z9bcf	xucnkpjpntm	牀敆	1		上下舖			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
xssbqwkc8km	xuzzktf7syh	後骹	1		後蹄			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
x9uza7effd2	x39za2tcqbh	義序	1	n	地名，在福州倉山區南臺島。本地有後山（後雅化爲「鯉山」）、外山（後雅化爲「義山」「榴山」）。	取「外嶼」同音字而雅化爲「義序」。1935年燕京大學林耀華畢業論文《義序宗族研究》認爲外嶼一名由外山而來。又一說以爲在高蓋山之「外」（東南方），故名外嶼。參見：阮云星. 宗族风土的地域与心性：近世福建义序黄氏的历史人类学考察//中国社会历史评论: 卷 9. 天津古籍出版社, 2008: 1-32. 另參：林山. 话说“帝君港”. 福州晚报, 2022-04-17(A06).		community contributor	2025-10-07 18:30:11	2025-05-16 17:05:53
xtfsz6gwum9	xy3qfpsywr3	雞頭	1	n	雞的頭部。			community contributor	2025-09-19 18:56:18	2025-05-16 17:05:53
xqpgqcx2374	xy3qfpsywr3	雞頭	2	n	雞形龍舟頭。			community contributor	2025-09-19 18:56:18	2025-09-19 18:56:18
xgztxks3np4	xy3qfpsywr3	雞頭	3	n	代指舟頭爲雞頭的龍舟。			community contributor	2025-09-19 18:56:18	2025-09-19 18:56:18
xxzt8emqmf2	xcxa4y3q3nv	犀牛頭	1	n	犀牛的頭部。			community contributor	2025-09-14 23:41:16	2025-05-16 17:05:53
xxkqx4v3pmj	xcxa4y3q3nv	犀牛頭	2	n	犀牛形的龍舟頭，亦代指這種形制的龍舟。			community contributor	2025-09-19 13:11:49	2025-08-28 12:55:32
xprhj4g7dk2	xbegzf34yjc	獅頭	1	n	獅子的頭部。			community contributor	2025-09-19 18:55:40	2025-05-16 17:05:53
xanxxve8d8c	xbegzf34yjc	獅頭	2	n	獅子形龍舟頭。			community contributor	2025-09-19 18:55:40	2025-09-19 18:55:40
x4mcu9um7cw	xbegzf34yjc	獅頭	3	n	代指舟頭爲獅子頭的龍舟。			community contributor	2025-09-19 18:55:40	2025-09-19 18:55:40
x3hay3mbtvu	xymvbcjee3c	虎頭	1	n	老虎的頭部。			community contributor	2025-09-19 18:54:54	2025-05-16 17:05:53
xzpu6ssnnc3	xymvbcjee3c	虎頭	2	n	虎形龍舟頭。			community contributor	2025-09-19 18:54:54	2025-09-19 18:54:54
xtdmfkzvz59	xymvbcjee3c	虎頭	3	n	代指舟頭爲虎頭的龍舟，寓意「盤龍臥虎」，故名。			community contributor	2025-09-19 18:54:54	2025-09-19 18:54:54
xz6kunuw2vq	xdndxcbx68r	武松打虎	1		《水滸傳》故事。武松途經景陽岡，奮平生之力將虎打死，爲當地百姓除去一大害。			community contributor	2025-09-19 18:54:18	2025-05-16 17:05:53
xqyupyxusxp	xdndxcbx68r	武松打虎	2		二十世紀前半葉福州某些龍舟尾部所畫圖案，以圖壓制船尾畫「老虎添翼」的龍舟。			community contributor	2025-09-19 18:54:18	2025-09-19 18:54:18
xxnk2be6q3c	xcdpnvt532u	老虎添翼	1		如虎添翼。意即好像老虎長上了翅膀，比喻強有力的人得到幫助變得更加強有力。			community contributor	2025-09-19 18:53:07	2025-05-16 17:05:53
xzqb7a7h2aw	xcdpnvt532u	老虎添翼	2		二十世紀前半葉福州某些地方（如倉山義序）龍舟尾部所畫圖案，以圖吉祥。			community contributor	2025-09-19 18:53:07	2025-09-19 18:53:07
xyajvce5ztd	xq8k5vhzmrw	托塔李天王	1	n	中國古代神話人物，道教神仙，原型來源於唐朝名將李靖。			community contributor	2025-09-19 18:52:39	2025-05-16 17:05:53
xgre6wh9c2g	xq8k5vhzmrw	托塔李天王	2	n	二十世紀前半葉福州某些龍舟尾部所畫圖案，以圖壓制船尾畫「哪咤鬧海」的龍舟。			community contributor	2025-09-19 18:52:39	2025-09-19 18:52:39
xrg5x9b8edc	xvz4xdmwmj6	哪吒鬧海	1		神話傳說。因妖龍作祟，殘害百姓，引出哪咤大鬧龍宮水府。			community contributor	2025-09-19 18:52:15	2025-05-16 17:05:53
xvxj2cgmfyt	xvz4xdmwmj6	哪吒鬧海	2		二十世紀前半葉福州某些龍舟尾部所畫圖案，以圖威風。			community contributor	2025-09-19 18:52:15	2025-09-19 18:52:15
xqypyvmjzf3	xn2v7nvnfgk	薄㓟	1		較薄的銼子，用於銼削			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
x47z9pa7kdk	xbcnsj2yzvv	病痚	1		哮喘			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
xudqcwxd3ed	xy2r2s7fwqe	足球	1	n	足球。	口語也說「骹球」。	"[""踢～。""]"	community contributor	2025-09-19 18:53:43	2025-05-16 17:05:53
xs6ty5zavpr	x9s49uc6nce	赤骹醫生	1		赤腳醫生			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
xgvysca3ed9	xf9zxk9cnqt	方塊肉	1		東坡肉			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
xn3cjxsxmhk	xgev53uw9s7	燜麵	1		福州菜			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
xp6mtb6j3mj	xeyj3rnt4dm	姑博嫂	1		榕俗，兩家都有子女，若一家以男兒娶對方女兒，則以自家女兒嫁予對方男兒			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
x6yyxteawem	xn9zhpw8tj7	做半囝	1		榕俗，倒插門的人在自己父母去世時祗能着一半的孝服。倒插門平話稱「做囝」，故名。			community contributor	2025-09-19 18:49:42	2025-05-16 17:05:53
xpt6f6k82jq	xn9zhpw8tj7	做半囝	2		榕俗，女性有男伴而未結婚時，若自己父母去世，又承認男伴身份，則男方也着一半的孝服。			community contributor	2025-09-19 18:49:42	2025-09-19 18:49:42
xeak9c6npdh	xvrt3yx52x3	做囝	1		倒插門			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
xvec3y6286f	xkhbr8zf4tj	分手	1		以死亡之外的方式結束親密關係			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
x6ahygycqw6	x49sqjekcve	生煎排	1		生煎排骨			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
xc9q43fjgfm	xabaxzaf9ds	炒豬肝	1		炒豬肝			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
xg5sjbevw78	xpbagb34xev	燉煲肉	1		福州菜，用豬蹄的某部位，在溫火中慢慢燉煲成			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
xqfdgrkfm5t	xk8hvpgn7ew	無好死	1		詈辭，咒詛不得好死。		"[""硩（壓）船底，～。""]"	community contributor	2025-09-19 18:48:47	2025-05-16 17:05:53
xn6e9fzn5r3	xha2n5dtpeh	食貨	1		隱語，指嫖妓。二十世紀出現此詞			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
x5c935gmh7g	xrannm6855p	日本話	1	n	日語的俗稱。			community contributor	2025-09-14 23:39:07	2025-05-16 17:05:53
xrszv4dqaar	x7bwhxtbzp9	世界話	1		「世界語」的俗稱			community contributor	2025-05-16 17:05:53	2025-05-16 17:05:53
xkddn6g323s	xkb2bngm8qn	可笑	1	adj	惹人恥笑。		"[""野（好）～。""]"	community contributor	2025-09-19 18:48:31	2025-05-16 17:05:53
xthhkc3z8e5	x4hu9c858t2	半青歞	1		詈辭，流氓無賴			community contributor	2025-05-16 17:05:52	2025-05-16 17:05:52
xa6efjzd76g	x3b4tukebwx	福建師大	1	n	「福建師範大學」的簡稱。			community contributor	2025-09-03 02:18:19	2025-05-16 17:05:52
xrb9juxfnzd	x6g6uvrrsaf	師大	1	n	「師範大學」的簡稱。			community contributor	2025-09-19 18:47:33	2025-05-16 17:05:52
xkb9kqd3nmd	xg39njjjpzx	三角井	1		地名，在福州西湖附近			community contributor	2025-05-16 17:05:52	2025-05-16 17:05:52
xqpab5nrg5b	x97ck66u67w	左海公園	1		公園名，在福州市鼓樓區西北部，以左海得名			community contributor	2025-05-16 17:05:52	2025-05-16 17:05:52
xfa8kmw4xst	xvgcdfudv5y	左海	1	n	謂海居於東。			community contributor	2025-09-19 18:47:08	2025-05-16 17:05:52
xngj7xwmx2u	xvgcdfudv5y	左海	2	n	水體名，在福州市鼓樓區西北部。			community contributor	2025-09-19 18:47:08	2025-09-19 18:47:08
xrcc7cjhwzc	xvgcdfudv5y	左海	3	n	福州市的別稱。			community contributor	2025-09-19 18:47:08	2025-09-19 18:47:08
xbzxa5kg3zb	xvu6z7rvgm6	銅盤	1		地名，在福州鼓樓			community contributor	2025-05-16 17:05:52	2025-05-16 17:05:52
xt9ph4fszn4	x6r8u9xcymn	仙遊	1	v	〈書〉外出求仙訪道。			community contributor	2025-09-19 18:45:53	2025-05-16 17:05:52
xw3d4tpbq4c	x6r8u9xcymn	仙遊	2	n	縣名，在莆田。			community contributor	2025-09-19 18:45:53	2025-09-19 18:45:53
xnrhsarf76t	xf7r547j2wn	武夷山	1		山名，在福建與江西之間			community contributor	2025-05-16 17:05:52	2025-05-16 17:05:52
xk5fgu6tf9c	xyzske3k2km	南平	1		市名，在福建北部			community contributor	2025-05-16 17:05:52	2025-05-16 17:05:52
xv3v4pxvmdx	xzdu8rh7pb7	白馬河	1		河名，在福州			community contributor	2025-05-16 17:05:52	2025-05-16 17:05:52
xnqwraryghb	xrbkbr5v25u	黃樓	1	n	建築名，在福州三坊七巷之黃巷。			community contributor	2025-09-19 18:46:22	2025-05-16 17:05:52
xs8vt6xxzqc	xbn52er8quu	漳州	1	n	市名，在福建南部。	連讀變調後的「泉州」與漳州同音。爲辨義，有時直稱泉州爲不變調的zuong53 ziu55，或以相對地理位置稱漳州爲「下漳」。		community contributor	2025-08-30 21:17:19	2025-05-16 17:05:52
xkvymknntvx	xah24w3uw8j	泉州	1	n	市名，在福建南部。	連讀變調後的泉州與「漳州」同音。爲辨義，有時直稱泉州爲不變調的zuong53 ziu55，或以字形特徵稱爲「白水泉」。		community contributor	2025-08-30 21:16:59	2025-05-16 17:05:52
x32p58qrana	xma6k4cpccf	寧德	1	n	市名，在福建東部。			community contributor	2025-09-14 23:37:38	2025-05-16 17:05:52
xu2cgf6bqnn	xga9gukyadz	三明	1	n	市名，在福建中部。			community contributor	2025-09-14 23:37:33	2025-05-16 17:05:52
xx2qtq2bqdz	x5dqamfmcv9	臺南	1	n	城市名，在臺灣島南部。			community contributor|community contributor	2025-09-28 16:19:12	2025-05-16 17:05:52
x9pwdk74uxf	xjwrk59mhac	臺北	1	n	城市名，在臺灣島北部。			community contributor|community contributor	2025-09-28 16:14:29	2025-05-16 17:05:52
x6kt3x2rama	x4hbzk5y3pw	去搭𧜞*	1		輕佻說法，指男性前往與女性的約會。			community contributor	2025-09-14 23:37:16	2025-05-16 17:05:52
xzapk6mcgza	x38v5wjdvjv	搭骹	1		女性找男性做伴侶的輕佻說法。			community contributor	2025-09-14 23:37:09	2025-05-16 17:05:52
x6m2etw2xem	xtg939yfs5r	𧜞*囝	1	n	女伴。輕佻的說法。			community contributor	2025-09-12 17:27:46	2025-05-16 17:05:52
xwa33kvfasn	x3tr2bpyvwc	啤酒	1	n	酒精飲料，用淀粉水解、发酵产生糖分後制成。			community contributor	2025-09-14 23:36:58	2025-05-16 17:05:52
xt8qnajb4zf	xgadkqyk9tu	客車	1	n	用於載運眾多乘客及其隨身行李的汽車。			community contributor	2025-09-14 23:36:52	2025-05-16 17:05:52
x7ku86xpm75	xrqkwg8j6m8	男子漢	1	n	成年男子。			community contributor	2025-09-14 23:36:44	2025-05-16 17:05:52
x9k8zdz8zzs	xwvut2cu2st	水平尺	1	n	計量器具。			community contributor	2025-09-14 23:36:38	2025-05-16 17:05:52
xnmfwp5q3x7	x32x5dqh9f2	過浦	1	n	村名，在福州閩侯尚幹鎮。本地與祥謙鎮蘭圃（又作蘭浦）村有大橋相連，故以其目的地得村名。			community contributor	2025-09-14 23:35:32	2025-05-16 17:05:52
x75498wu6nt	xg7vmzsspnv	蘭圃	1	n	村名，在福州閩侯祥謙鎮。	當地實際讀音爲lang21 muo21。		community contributor	2025-10-05 23:08:12	2025-05-16 17:05:52
xe4zydwqzkp	xb5q69ma39z	內九彩巷	1	n	在福州鼓樓，屬於九彩巷，簡稱「內九彩」。	與九彩弄合稱「二巷」。		community contributor	2025-08-27 16:17:09	2025-08-27 16:17:09
xb9q2skeqd3	xkc72fcethe	九彩弄	1	n	在福州鼓樓，屬於九彩巷。	與內九彩巷合稱「二巷」。		community contributor	2025-08-27 16:23:10	2025-08-27 16:23:10
x6uqy5r63g7	xbkk4tmsgvu	九彩巷	1	n	在福州鼓樓。含九彩弄、內九彩巷、外九彩巷。			community contributor	2025-08-27 16:25:20	2025-08-27 16:25:20
x67dfg3bg3k	xru3m98hyvu	九彩園	1	n	地名，在福州鼓樓。原作韭菜園，晚清時已俗作九彩園。後園名不彰，以九彩巷聞。	〔清〕林楓《榕城考古略》：「韭菜園：今俗作九彩園，名未詳何取。有二巷，合而出於小樓街。」		community contributor	2025-08-27 16:28:16	2025-08-27 16:28:16
xr73nsj53zk	xqk4uusph93	九彩	1	n	地名，在福州鼓樓。原有韭菜園，晚清時已俗作九彩園。	〔清〕林楓《榕城考古略》：「韭菜園：今俗作九彩園，名未詳何取。有二巷，合而出於小樓街。」		community contributor	2025-08-27 15:56:23	2025-08-27 15:56:23
xt259p3shpy	xpgm956jdmu	大樹下	1	n	地名，在福州鼓樓。			community contributor	2025-09-14 23:33:58	2025-05-16 17:05:51
x5ag4b2gkhb	xvs4tvgt2n4	割草埕	1	n	地名，在福州鼓樓。			community contributor	2025-09-14 23:33:53	2025-05-16 17:05:51
xzqkt7zbtss	xvwa9gxhuuw	錢塘	1	n	地名，在福州鼓樓。	有說法認爲「錢塘」之名由「乾元」訛變而來；但清季成書的《榕城考古略》指出，歷史資料中同時可見「錢塘」「乾元」，各有所指。《考古略》卷中〈坊巷第二〉「錢塘巷」條下：「東達北大街。按：錢塘疑即乾元之訛，以乾元寺而得名也。然郡志：錢塘、乾元凡兩見。以通於小古樓者，為乾元巷；以通於北後街者，為錢塘巷。且今桅桿後地，亦有里社曰錢塘境，不知其命名何取也？」又「韭菜園」條下：「街（按即北門大街）之半有錢塘巷。［……］錢塘者，乾元之訛也。蓋地舊有乾元寺。按《閩都記》：乾元寺本無諸舊城，晉太康遷城以為紹因寺；乾元三年更今名。」		community contributor	2025-08-27 21:54:23	2025-05-16 17:05:51
xsyed2d2j5k	xvwa9gxhuuw	錢塘	10	n	地名，在浙江杭州。又作「錢唐」。			community contributor	2025-08-27 22:04:57	2025-08-27 22:04:57
xumnemkzvff	x45b4t6ufqa	大橋頭	1	n	地名，在福州臺江區，即解放大橋的北側橋頭一帶。	解放大橋的南側橋頭一帶則不稱「大橋頭」，而徑呼「倉前」等。		community contributor	2025-09-14 23:33:39	2025-05-16 17:05:51
xxbtq5vjauh	x45b4t6ufqa	大橋頭	2	n	地名，在福州南臺島西北部。			community contributor	2025-09-14 23:33:39	2025-09-14 23:33:39
x9m2428ed4m	x45b4t6ufqa	大橋頭	2	n	地名，在福州南臺島西北部。			community contributor	2025-09-14 23:33:40	2025-09-14 23:33:40
xgbdvm7egfm	x98a7v9mk53	小橋頭	1	n	在福州臺江，即達道河沙合橋。			community contributor	2025-09-14 23:32:59	2025-05-16 17:05:51
xh5z5mtnm96	xzf9ke8ygd6	峽南	1	n	地名，在烏龍江大橋閩侯一側橋頭附近。			community contributor	2025-09-14 23:32:54	2025-05-16 17:05:51
x5a3fm2x28n	xdftntjdbzf	峽北	1	n	地名，在烏龍江大橋倉山一側橋頭附近。			community contributor	2025-09-14 23:32:49	2025-05-16 17:05:51
xrydj4tnnuf	xqx74ukqp6k	祥坂	1	n	地名，在福州臺江。	當地實際讀為suong53 muang33，本字「上坂」。		community contributor	2025-10-05 23:14:50	2025-05-16 17:05:51
xhut5xebz8b	x5y3dfy96fb	後坂	1	n	村名，在福州倉山蓋山鎮。			community contributor	2025-09-14 23:32:39	2025-05-16 17:05:51
xszgrwwttxn	xae9qv72k9k	恐怖	1	adj	感到危險可怕而非常驚恐。		"[""野（很）～其（的）事際。""]"	community contributor	2025-09-14 23:32:17	2025-05-16 17:05:51
x9y6fnkax8q	xae9qv72k9k	恐怖	2	n	〈書〉讓人感到恐怖的手段與氣氛。		"[""白色～。""]"	community contributor	2025-09-14 23:32:17	2025-09-14 23:32:17
xwvfxw6mk7t	xz64k3ndspm	可怕	1	adj	讓人害怕。		"[""野（很）～其（的）事際（事情）。"", ""真其（的）是野（很）～。""]"	community contributor	2025-09-14 23:31:38	2025-05-16 17:05:51
xtermgc6y7z	x5t9phnpgkh	頭形	1	n	頭部側影，側臉。		"[""～野（很）俊（好看）。""]"	community contributor	2025-09-14 23:31:17	2025-05-16 17:05:51
x99ntx982e5	xyyy6js5fwa	後腦枕	1	n	代指後腦。			community contributor	2025-09-14 23:30:47	2025-05-16 17:05:51
x33g7mwx3fu	xhn7yyg7agx	面囝	1	n	小臉蛋。		"[""～白澈澈，呆事做搭搭。""]"	community contributor	2025-09-14 23:27:36	2025-05-16 17:05:51
x6jdfhg3fjk	x6qz6xw8deh	家	1		暱稱叔父。			community contributor	2025-09-14 23:27:26	2025-05-16 17:05:51
x8fyv4vpzhy	xq67ryx69af	天份	1	n	天資，天賦。			community contributor	2025-09-14 23:26:24	2025-05-16 17:05:51
x4vpjyk8gqj	xdpg3gqmutu	味中味	1	n	福州老店名。			community contributor	2025-09-14 23:26:19	2025-05-16 17:05:51
xutc76z7493	xkqp7c5rxar	橋南	1	n	地名，在福州倉山。			community contributor	2025-09-14 23:26:05	2025-05-16 17:05:51
xqtxws8ys7k	xufgy3xf256	橋頭	1	n	橋的近岸部分。			community contributor	2025-09-14 23:25:55	2025-05-16 17:05:51
x2gz8s6csfw	xufgy3xf256	橋頭	10	n	地名，在福州倉山。			community contributor	2025-09-14 23:25:55	2025-09-14 23:25:55
xhzw3crzzy9	xk72paqc4rk	二橋	1	n	閩江大橋，因修建時間遲於解放大橋，得此別名。			community contributor	2025-09-14 23:25:39	2025-05-16 17:05:51
xb5xwnuggrq	xvugmzdfccf	下藤	1	n	地名，在福州倉山。			community contributor	2025-09-14 23:25:32	2025-05-16 17:05:51
x5dxcy6qbe8	xzbz263e9kk	上藤	1	n	地名，在福州倉山。			community contributor	2025-09-14 23:25:27	2025-05-16 17:05:51
x7qwt3bydpf	x5wsywf7ezp	市二醫院	1	n	「市第二醫院」的簡稱。			community contributor	2025-09-14 23:25:22	2025-05-16 17:05:51
xqecd6crvnx	x4d9snjqrjx	痚喘	1	n	氣道慢性炎症疾病。			community contributor	2025-09-14 23:25:13	2025-05-16 17:05:51
x7j9vvjwc2h	xwxzvxefehr	下渡	1	n	地名，在福州倉山。			community contributor	2025-09-14 23:25:07	2025-05-16 17:05:51
xxzjafktpb5	x5twxassq4d	上渡	1	n	地名，在福州倉山。			community contributor	2025-09-14 23:25:02	2025-05-16 17:05:51
x5jz9e76kgf	xgfawgspxfc	程埔頭	1	n	地名，在福州倉山。			community contributor	2025-09-14 23:24:58	2025-05-16 17:05:51
xcfg3kf82pn	xhmz6fgsc72	埔	1	n	地名用字，坡或平地。		"[""～頂（在福州倉山）。"", ""～前（在福州閩侯）。"", ""施～（在福州倉山）。"", ""梅～（在福州閩清）。""]"	community contributor	2025-09-14 23:24:52	2025-05-16 17:05:51
xy6xj9dha8k	x4cjurm4ee3	埔前	1	n	村名，在福州閩侯荊溪。			community contributor	2025-09-14 23:24:26	2025-05-16 17:05:51
xpcv3yvqrvy	xr9fsdqqmz9	葛岭	1	n	地名，在福州永泰。			community contributor	2025-09-14 23:24:20	2025-05-16 17:05:51
xr2h78r959r	xa4eh8rwh26	黃埔	1	n	村名，在福州永泰葛岭。最早稱「王墓」，明清季取諧音爲「王布」，後寫法改爲「黃埔」。			community contributor	2025-09-14 23:24:16	2025-05-16 17:05:50
xrbfb5mv5aj	xxyn8j36khv	梅埔	1	n	地名，在福州閩清。			community contributor	2025-09-14 23:24:06	2025-05-16 17:05:50
x87bpk9gbsy	xbtfufvkd78	施埔	1	n	地名，在福州倉山。			community contributor	2025-09-14 23:24:01	2025-05-16 17:05:50
x69fbcgdkyq	x8pcykqj2fy	福州食食	1	n	福州的飲食習慣。		"[""～就是愛食（愛喫）蝦油、糟煮其乇（煮的東西）。""]"	community contributor	2025-09-19 02:29:25	2025-05-16 17:05:50
xkanngrujwc	xmv3jd3unqn	埔頂	1	n	地名，在福州倉山下渡。			community contributor	2025-09-14 23:23:57	2025-05-16 17:05:50
x35gayznrsn	x5hewhfe4yr	下𱴱	1	n	地名，在福州馬尾。			community contributor	2025-09-14 23:23:52	2025-05-16 17:05:50
xrkfvjcud9r	xv2rs94k5vw	上𱴱	1	n	地名，在福州馬尾。			community contributor	2025-09-14 23:23:46	2025-05-16 17:05:50
x56tq2ugvbj	xfbqz36dka7	手指彈	1	n	手榴彈。拉環像戒指，戒指福州話稱之「手指」，故名。			community contributor	2025-09-14 23:23:39	2025-05-16 17:05:50
xkzu2ewfp6t	xvfjpbebcws	阿妗	1		面稱舅母。			community contributor	2025-09-14 23:23:04	2025-05-16 17:05:50
xjvae6bst9q	x786dmpnwwr	妗妗	1		舅舅的妻子。			community contributor	2025-09-14 23:23:00	2025-05-16 17:05:50
x6ap8rj6cgb	xy7bgmg557g	阿嬸	1		面稱叔父之妻。			community contributor	2025-09-14 23:19:01	2025-05-16 17:05:50
xgmvpzrwkqw	x7gdfwjkemm	依叔	1		面稱叔父。			community contributor	2025-09-14 23:18:55	2025-05-16 17:05:50
xsreu63byav	xxh2huabze6	車後斗	1	n	車後備箱。			community contributor	2025-09-14 23:18:47	2025-05-16 17:05:50
xtkp2tmyrzn	xdu884x5kux	車尾箱	1	n	車後備箱。	「後斗」的新派說法。		community contributor	2025-09-14 23:18:42	2025-05-16 17:05:50
xr7cqtcua82	xp944zp3cwt	後斗	1	n	車後備箱。			community contributor	2025-09-14 23:18:33	2025-05-16 17:05:50
xqadgtakpfy	xukp55qtfxs	梅亭	1	n	地名，在福州市鼓樓區。			community contributor	2025-09-14 23:18:28	2025-05-16 17:05:50
x8cj6b2mh3j	x3y8g3x8kz5	連潘	1	n	地名，在福州市晉安區。			community contributor	2025-09-14 23:18:04	2025-05-16 17:05:50
xaesjtx8r7a	xtmkxderfx8	下方	1	n	地名，在福州市晉安區新店鎮。			community contributor	2025-09-14 23:17:57	2025-05-16 17:05:50
xy2czphw25g	xtjtru4xwvv	下店	1	n	地名，即「井店」，在福州市晉安區新店鎮。			community contributor	2025-09-14 23:17:48	2025-05-16 17:05:50
xn9vm8sbebu	xq98qsqs5a6	有面	1		有面子。			community contributor	2025-09-14 23:17:42	2025-05-16 17:05:50
x4z5gvpkvv3	xmeqwgq4hej	後𩩍	1	n	後背。			community contributor	2025-09-14 23:17:31	2025-05-16 17:05:50
xmfwrjrjygb	xmeqwgq4hej	後𩩍	2	n	車尾一面，類似人類後背，故名。			community contributor	2025-09-14 23:17:31	2025-09-14 23:17:31
