id	word__id	word__text	text	banguace	page_number	column_number	row_number	radical_id	note	updated_time	created_time
xybrcrh8ea4			宀	mièng	1770	1	16	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xx4jpcwpvz6	xkbwm6rtcpa	宄	宄	gūi	1770	1	17	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xnuhh9j88rf			冗	nōng	1770	1	18	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xw358mtgcmt	x4muwnvmggt	它	它	tă	1770	1	19	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xn4sb32qv6y			宁	tṳ̄	1770	1	20	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xz7jqhdjsun	xyd6nngx26t	安	安	ăng	1770	1	21	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xpet6kxyydn	xyd6nngx26t	安	安	ĕng	1770	1	21	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xyvahtwu8ww			守	sīu	1770	1	22	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xkfd9yx5wyh			宅	tĕk	1770	2	1	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x6axed9eqbb			宅	dăh	1770	2	1	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xnsrwkmvj4n			宅	cĕk	1770	2	1	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xexs78pwzqj	xdec9f8q6se	宇	宇	ṳ̄	1770	2	2	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x32q53awsxy			㝎	dêng	1770	2	3	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xrqegjqxw6z	xsc9yft7b8s	宏	宏	hèng	1770	2	4	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x6hyvuq7qfs			宋	sóng	1770	2	5	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xbqkuzjdyhy			宋	sáe̤ng	1770	2	5	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xpngvt83hgp	xrjsm2fqpza	完	完	uòng	1770	2	6	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xq339v58a49	xwymsr6n82t	宗	宗	cŭng	1770	2	7	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xz77wy694qr	xht39rh9fza	宕	宕	dâung	1770	2	8	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x5xggbfvfge			定	dêng	1770	2	9	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x6ehj5nxdkp			定	déng	1770	2	9	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xkdwqqxpqve			定	diâng	1770	2	9	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xwkjva3xnk2	xu353q3vb6f	宙	宙	dêu	1770	2	10	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x5tp7w5zjkc	xkm8dvevf76	官	官	guăng	1770	2	11	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x7akkqtnb3f	x73ryjan7jk	宓	宓	mĭk	1770	2	12	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xtas597qne7			宜	ngì	1770	2	13	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xbykvjvbmje			宜	ngiè	1770	2	13	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xcnky6cb4pn			实	sĭk	1770	2	14	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xyhqumb54ej	xw6dj4q3y9g	宛	宛	uāng	1770	2	15	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xrj67py7dyb	xu3eb7qu784	宥	宥	êu	1770	2	16	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xtxtgy5v4kr	x8kyjzyewwq	宦	宦	huâng	1770	2	17	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x9g8486f9w5			客	káik	1770	2	18	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x4dzukr6msh			客	káh	1770	2	18	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xumdvupcrxv	xvv8qkwg8qd	室	室	sék	1770	2	19	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xgp5r226gm8			宣	sŏng	1770	2	20	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x9qpfd9vtvg	xx8ympyhmbe	宰	宰	cāi	1770	2	21	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xc5mdn6jekd			家	gă	1770	2	22	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xydgx2nncpz	xcgecqxpfe4	宮	宮	gṳ̆ng	1770	2	23	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xm9teh8xcau	xtsahhx7wfd	害	害	hâi	1770	3	1	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xp9b62xcukb	xtsahhx7wfd	害	害	hăk	1770	3	1	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x2mt3arz5uw			宴	iéng	1770	3	2	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xb4ep5et3vq			宻	mĭk	1770	3	3	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xpzmnjdet9a			宻	mĕk	1770	3	3	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xta7dd2m9ez	xhnncj6qn4u	宵	宵	siĕu	1770	3	4	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xyebtmmt55u	xbbnhx95jh8	宸	宸	sìng	1770	3	5	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xrdy6b3qk8a	xym6shxp4x9	容	容	ṳ̀ng	1770	3	6	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xt4pr98j2ku	x99z238c2kn	寁	寁	cāng	1770	3	7	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xw8vs3msyj3	x485jnxwn7x	寂	寂	cĭk	1770	3	8	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xex5ajararr	xg35dn946v3	寀	寀	chāi	1770	3	9	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xhgwfu2ed9g	xb63kzvt57e	寄	寄	gié	1770	3	10	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x9ewqmuhu56	xjcng952djy	寅	寅	ìng	1770	3	11	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x4n56rntcws	x4pux4x3yjr	寇	寇	káiu	1770	3	12	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x39j4brt39c			密	mĭk	1770	3	13	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x9mrh6pp8ry			寕	nìng	1770	3	14	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xjbsusp6e9s			宿	séu	1770	3	15	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xc8bxpez7r2			宿	sé̤ṳk	1770	3	15	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xrw4d7zpuhv			寃	uŏng	1770	3	16	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x64jjhxrtrd			寒	hàng	1770	3	17	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xu2bv4pqdnk			寒	gàng	1770	3	17	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xg68r4s8e78			富	hó	1770	3	18	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x4dmnpw2suz			富	bó	1770	3	18	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xmcpcqfupx7	x2pp346ayuq	寐	寐	mê	1770	3	19	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xq27na5u7rf	xhcd94v8xrf	寓	寓	ngê̤ṳ	1770	3	20	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xzwcv5yh3x4			寔	sĭk	1770	3	21	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xzgs92ramq5			寘	dé	1770	3	22	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xrkf9xc9g6w	xkpj8y84mk6	寨	寨	câi	1771	1	1	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x863tvgynfj	xrb947xeexm	察	察	chák	1771	1	2	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x2nx8kdpqjn	xe2z276ettv	寢	寢	chīng	1771	1	3	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x9x7fs8h85r	x8tyut4ve29	寡	寡	guā	1771	1	4	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x79tyqwn9tc	x8afda7apbr	寥	寥	lièu	1771	1	5	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xr5ch9wr4bt	xab52aj8d7s	寞	寞	mŏk	1771	1	6	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xkd6zutu7ya	xu28kjje8dd	寤	寤	nguô	1771	1	7	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xr8zb4pn8jg	xn6r2n4nehe	實	實	sĭk	1771	1	8	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xspg6kevdzy	xyuabm8kn4h	寬	寬	kuăng	1771	1	9	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x7de9fqer2b			寮	lièu	1771	1	10	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xzzm32xypfm	x2ru6b74n2r	寫	寫	siā	1771	1	11	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xws5ah4aby2	xkshjv74cam	審	審	sīng	1771	1	12	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xm579bjfqhk			寰	kuàng	1771	1	13	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
x97yx72baqe	x4j7gm8ue2r	寶	寶	bō̤	1771	1	14	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xge9umjprrc	xxxur275p22	寵	寵	tūng	1771	1	15	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xhkff6365pa	xxxur275p22	寵	寵	tṳ̄ng	1771	1	15	x4v4xdscqfw		2025-05-16 17:05:13	2025-05-16 17:05:13
xy76mcmk2jm	xbn9az632dx	寸	寸	cháung	1771	1	16	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
xjdch72twh6			对	dó̤i	1771	1	17	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
xv2txgu3rdn	xs4ncv5ehzj	寺	寺	sê	1771	1	18	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
xtq27zuwxqk			尀	pō̤	1771	1	19	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
xuns2d7fj53			寿	sêu	1771	1	20	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
xmxwx7s56mz	xmq8t3zubdn	封	封	hŭng	1771	1	21	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
xmh4hncb4w4			尅	káik	1771	1	22	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
xxzybfg98ey			射	siâ	1771	2	1	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
x8t8vvk39r3			射	ĭk	1771	2	1	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
xxdw38uewfa			將	ciŏng	1771	2	2	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
x96fd23mpdp			將	cióng	1771	2	2	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
xntx635c3fd	x8jrp48f8wb	專	專	cuŏng	1771	2	3	x2rny2wvhq4	原書有誤，已更正	2025-05-16 17:05:13	2025-05-16 17:05:13
x5hazjdxdq5	x3zqq5jbqyc	尉	尉	ói	1771	2	4	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
xfb3szcd3wh	xr9yqcdfzmx	尊	尊	cŏng	1771	2	5	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
xtrx2cp4gst			𡬶	sìng	1771	2	6	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
xpmyjjgc82d			尋	sìng	1771	2	6	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
xgvhujtas6n	xyx7p2st6c5	導	導	dô̤	1771	2	7	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
xky8tw5rj3d	x9r9zvj4myz	對	對	dó̤i	1771	2	8	x2rny2wvhq4		2025-05-16 17:05:13	2025-05-16 17:05:13
xyndasnem9a	xkdqfa4qrga	小	小	siēu	1771	2	9	x2kupcewsnz		2025-05-16 17:05:13	2025-05-16 17:05:13
xe9w5wakq9y			少	siēu	1771	2	10	x2kupcewsnz		2025-05-16 17:05:13	2025-05-16 17:05:13
xwkx2enkrz7			少	siéu	1771	2	10	x2kupcewsnz		2025-05-16 17:05:13	2025-05-16 17:05:13
x2gcrjzjx4u			少	ciēu	1771	2	10	x2kupcewsnz		2025-05-16 17:05:13	2025-05-16 17:05:13
xr4gg5f7m72			尔	ī	1771	2	11	x2kupcewsnz		2025-05-16 17:05:13	2025-05-16 17:05:13
xd4wu4y5qjs	x26wyzgm4w5	尖	尖	ciĕng	1771	2	12	x2kupcewsnz		2025-05-16 17:05:13	2025-05-16 17:05:13
xd9jaq42gh7	xrwrt82rvj9	尚	尚	siông	1771	2	13	x2kupcewsnz		2025-05-16 17:05:13	2025-05-16 17:05:13
xjecgw7vt3h			尠	siēng	1771	2	14	x2kupcewsnz		2025-05-16 17:05:13	2025-05-16 17:05:13
xh2javdq47e			尢	uŏng	1771	2	15	xmd9fneqk8f		2025-05-16 17:05:13	2025-05-16 17:05:13
xgsnhzmdkjg	xj3zvhqrtr5	尤	尤	ìu	1771	2	16	xmd9fneqk8f		2025-05-16 17:05:13	2025-05-16 17:05:13
xdt2gb2f2kf	xebhry4r4ke	尬	尬	gái	1771	2	17	xmd9fneqk8f		2025-05-16 17:05:13	2025-05-16 17:05:13
x97x7twsm6g	xhq6se6zpuj	尨	尨	màng	1771	2	18	xmd9fneqk8f		2025-05-16 17:05:13	2025-05-16 17:05:13
x3tjzvsh5vm			尩	uŏng	1771	2	19	xmd9fneqk8f		2025-05-16 17:05:13	2025-05-16 17:05:13
xxppuzyzuwu			就	cêu	1771	2	20	xmd9fneqk8f		2025-05-16 17:05:13	2025-05-16 17:05:13
xhrjqrebz93			尲	giĕng	1771	3	1	xmd9fneqk8f		2025-05-16 17:05:13	2025-05-16 17:05:13
xup6g3yf37b			尶	găng	1771	3	2	xmd9fneqk8f		2025-05-16 17:05:13	2025-05-16 17:05:13
xum7pcajj3z			尸	sĭ	1771	3	3	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xq2e4hf4at3			尺	chék	1771	3	4	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
x3sggwxza3n			尺	chióh	1771	3	4	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xwyhqgp8cq2			尺	chiĕ	1771	3	4	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xz9ub9q83k5	xkxb8abf7rg	尹	尹	ṳ̄ng	1771	3	5	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xsen3t87brj	x8evt96n9ar	尻	尻	kŏ̤	1771	3	6	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xw2jtm38k99			尼	nà̤	1771	3	7	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
x7v33eph7jj			尼	nék	1771	3	7	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
x7zdppyxk78	xcms9u4aax4	居	居	gṳ̆	1771	3	8	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xtqz9zpr8h7	x34r5kc3myr	尾	尾	muōi	1771	3	10	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xdp34ujnj3n	xxza43p836b	尿	尿	niêu	1771	3	11	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
x9dy4xsjfvm			屁	pói	1771	3	12	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xhvz4jfkzs3			屁	pé	1771	3	12	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xrw9858audx	xbet458y3zh	屄	屄	bĭ	1771	3	13	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xprgz3ybtm3	xx7v8e5cub3	屆	屆	gái	1771	3	14	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xhn7uwrvtba			届	gái	1771	3	14	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xrgfmem7afj			屈	kók	1771	3	15	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
x6mv89wz4q7			𡱁	chī	1771	3	16	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
x3byjcbuk28			𡱁	sāi	1771	3	16	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xjgqtwzq3vc	x2pbeq5nk3q	屎	屎	chī	1771	3	16	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xuk6thcexvy	x2pbeq5nk3q	屎	屎	sāi	1771	3	16	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xaq8h8kwu7c	xqu8w4vc93w	屋	屋	ók	1771	3	17	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xt5x4nc5kvc	xbb4x83ayr8	屍	屍	sī	1771	3	18	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xgum2m5kegy	xdq5mzmd8wc	局	局	huŏh	1771	3	9	xf8hn338utr		2025-09-12 20:29:57	2025-05-16 17:05:13
xv9ceewsr65	x2ru6b74n2r	寫	⿱宀⿹⿺㇉⿴囗三灬	siā	1770	3	23	x4v4xdscqfw		2025-09-26 19:23:21	2025-05-16 17:05:13
x3t2adasq65	xgyr4ntc5ru	展	展	diēng	1771	3	19	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xwwa3ex7pt2			屐	kiăk	1771	3	20	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xn99rfrvqjj	xb5x8ku6tv9	屑	屑	siék	1771	3	21	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xkdngq6wkb9			屛	bìng	1772	1	1	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xuwrukcqejb	x9gv26fxdt6	屙	屙	ŏ̤	1772	1	2	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
x8umqffz4kj			屝	hói	1772	1	3	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xzppctxa4n3	x9ygp3cj48p	屠	屠	duò	1772	1	4	xf8hn338utr	原書有誤，已更正	2025-05-16 17:05:13	2025-05-16 17:05:13
xe7kdqx2hfc			属	sṳ̆k	1772	1	5	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xprr3y3d546	xpvqd3heet5	屢	屢	lé̤ṳ	1772	1	6	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xbpgsdyu737			屡	lé̤ṳ	1772	1	6	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xaamw3e57jp	xhg7dq56bu5	屣	屣	sā̤	1772	1	7	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xsbr36z9z54	xecvks3gux9	層	層	cèng	1772	1	8	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xrckh7pmk57	xw35p29rtvp	履	履	lī	1772	1	9	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xg2se8t7wj2			屧	siék	1772	1	10	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xvh32u2yqm9	xq9xj5ssjva	屨	屨	lé̤ṳ	1772	1	11	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xe5jerfmdyx	xhz6f8v92xe	屩	屩	giók	1772	1	12	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
x8v59zqh7g3	xekqks3d3sg	屬	屬	sṳ̆k	1772	1	13	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xwcxydpudnk			屭	hié	1772	1	14	xf8hn338utr		2025-05-16 17:05:13	2025-05-16 17:05:13
xhmzprw6wr4			屮	tiék	1772	1	15	xn9qhahx2ep		2025-05-16 17:05:13	2025-05-16 17:05:13
xvzafzchcxq			屯	dŭng	1772	1	16	xn9qhahx2ep		2025-05-16 17:05:13	2025-05-16 17:05:13
xq6ywzdrya9			屯	dòng	1772	1	16	xn9qhahx2ep		2025-05-16 17:05:13	2025-05-16 17:05:13
xgdtpytv38q	xhat3tq4kwq	山	山	săng	1772	1	17	xvapbrmax5t		2025-05-16 17:05:13	2025-05-16 17:05:13
x7bf98pd7w7	xes8hjzjdn4	屺	屺	gī	1772	1	18	xvapbrmax5t		2025-05-16 17:05:13	2025-05-16 17:05:13
xw49y2gsqpc	xfhxu7bue5e	屹	屹	ngék	1772	1	19	xvapbrmax5t		2025-05-16 17:05:13	2025-05-16 17:05:13
xk5x3kwjzkq			屼	uŏk	1772	1	20	xvapbrmax5t		2025-05-16 17:05:13	2025-05-16 17:05:13
x9wdzj3gfrf	xv6ah48xpaz	岔	岔	chă	1772	2	1	xvapbrmax5t		2025-05-16 17:05:13	2025-05-16 17:05:13
xuqhwafvjdc			岐	gì	1772	2	2	xvapbrmax5t		2025-05-16 17:05:13	2025-05-16 17:05:13
xafz6dpjyfp			岐	giè	1772	2	2	xvapbrmax5t		2025-05-16 17:05:13	2025-05-16 17:05:13
xup359zpu3y			岑	kièng	1772	2	3	xvapbrmax5t		2025-05-16 17:05:13	2025-05-16 17:05:13
xrkpkp8vvk6			岌	ngék	1772	2	4	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xncz3jhz3yn	xskwy8ehuj7	岨	岨	cù	1772	2	5	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xm5tr2636qe	x9drsy5jybg	岱	岱	dâi	1772	2	6	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xdad9nurh8q	xyc89whw4ax	岡	岡	gŏng	1772	2	7	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
x35j5mvqjqk			岵	hô	1772	2	8	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xdzh35kc4wz	xp3hudg92fs	岢	岢	kō̤	1772	2	9	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
x9phnxhgea8	xjg9rvr58t2	岷	岷	mìng	1772	2	10	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xaqxr3gxq6r			岩	ngàng	1772	2	11	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xatrsn4ysy3			岸	ngâng	1772	2	12	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
x44y63m3pgf			岸	ngiâng	1772	2	12	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xv5mp2n9urp	xpkm4czs2e8	岳	岳	ngŏk	1772	2	13	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xee4gz6tvvk	xtr7pnqp9aj	岫	岫	sêu	1772	2	14	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
x2vstvqcnb2	xenq96mu5sq	峒	峒	dùng	1772	2	15	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
x9vhcckb4rk	xk9xy3a4zwx	峙	峙	sê	1772	2	16	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xdsavhf44d3	x6swmjks54h	峋	峋	sŭng	1772	2	17	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
x4g44kewj2v	xxrvcc7p64a	峻	峻	cóng	1772	2	18	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
x88hpxw4eh5	x86x8ubaghk	峭	峭	chiēu	1772	2	19	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xrqcv9x6z7z	xf6jtwuvdh2	島	島	dō̤	1772	2	20	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xbbtk7kx2hn			峽	hiĕk	1772	2	21	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xb5jqcgpwtb			峴	hiēng	1772	2	22	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
x48pj7bgnwd	x66tej58vmx	峰	峰	hŭng	1772	2	23	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
x29ypm2gg6c			峯	hŭng	1772	2	23	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xhcyfcw2dwt			峱	nàu	1772	3	1	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xtfuk92duzr			峩	ngò̤	1772	3	2	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xm7h4a4jzqc			崩	bĕng	1772	3	3	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xnnzcy8tsk4			崩	bŭng	1772	3	3	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xrp9zzgyhuf	xf62zzg9hav	崢	崢	cĕng	1772	3	4	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xtandn8q3gv	xapcumbztrg	崇	崇	cùng	1772	3	5	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
x8hpumv9426			崔	chŏi	1772	3	6	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xmgtb3rkes3			崗	gŏng	1772	3	7	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
x29a8zm9zg4	xw8hyz5qu3p	崛	崛	gŭk	1772	3	8	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xfbw4wzu49v	xxjd5yhw4em	崦	崦	iĕng	1772	3	9	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
x8m3h8tx4gx			崎	kĭ	1772	3	10	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
x6pe3v8yjga			崎	gì	1772	3	10	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
xreejk6mqrq			崎	kié	1772	3	10	xvapbrmax5t		2025-05-16 17:05:14	2025-05-16 17:05:14
