id	word__id	word__text	text	tone	cik_final	cik_initial	ling_final	ling_initial	cik_order	ling_order	cik_annotation	ling_annotation	li_annotate_cik_order	li_annotate_cik	li_annotate_ling_order	li_annotate_ling	comment	note	updated_time	created_time
x4nmcd9kekc	xecwredyptz	旬	旬	5	春	時	公	授	513	509	十日	十日							2025-05-16 17:04:07	2025-05-16 17:04:07
xp9cgths8xj	xet5a3twyhg	恂	恂	5	春	時	公	授	514	510	信								2025-05-16 17:04:07	2025-05-16 17:04:07
x7txk6hhp45	x6vyvkry7cf	循	循	5	春	時	公	授	515	511	~環67		67	釋義佚。據石補。《林》注同。					2025-05-16 17:04:07	2025-05-16 17:04:07
xpubu4cghtg	xp7fqcr7q5j	徇	徇	5	春	時	公	授	516	512	使	信實貌，溫恭貌							2025-05-16 17:04:07	2025-05-16 17:04:07
xwa8hu2x7np	xnj52ssj34g	純	純	5	春	時	公	授	517	513	粹也	不雜							2025-05-16 17:04:07	2025-05-16 17:04:07
xgnceufn4am	xawan9vuvpu	淳	淳	5	春	時	公	授	518	514	樸	樸							2025-05-16 17:04:07	2025-05-16 17:04:07
x7wq8v4w5sp	xzwrqw58cwg	巡	巡	5	春	時	公	授	519	515	查也	邏							2025-05-16 17:04:07	2025-05-16 17:04:07
x9mzunwwghs	xck6x6ph7up	馴	馴	5	春	時	公	授	520	516	~良	馬善，~良							2025-05-16 17:04:07	2025-05-16 17:04:07
xt2vmpb9hre	x5qb76p9z75	㦏	㦏	5	春	時	公	授	521	517	劣弱	劣弱							2025-05-16 17:04:07	2025-05-16 17:04:07
xck84me9k83	xv68ervcvjv	揗	揗	5	春	時	公	授	522	518	拑~，安慰								2025-05-16 17:04:07	2025-05-16 17:04:07
x4q2b6uwrmt	xu69gh4en4w	㵌	㵌	5	春	時	公	授	523	519	流								2025-05-16 17:04:07	2025-05-16 17:04:07
xekuhvp8mx3	x7sw7fqjkn7	紃	紃	5	春	時	公	授	524	520	組								2025-05-16 17:04:07	2025-05-16 17:04:07
xextmza7y23			𪀠	5	春	時	公	授	525	521	䳦~，鳥名								2025-05-16 17:04:07	2025-05-16 17:04:07
x77nkbk2f7e	xrp2wwurw57	郇	郇	5	春	時	公	授	526	522	國名								2025-05-16 17:04:07	2025-05-16 17:04:07
xxj2pur67gt	xcnx28rvdyp	迿	迿	5	春	時	公	授	527	523	出表辭，猶先也								2025-05-16 17:04:07	2025-05-16 17:04:07
xjusdehxuat			𨺠	5	春	時	公	授	528	524	階~								2025-05-16 17:04:07	2025-05-16 17:04:07
x2vtueyybs9			𡗥	5	春	時	公	授	529	525	大								2025-05-16 17:04:07	2025-05-16 17:04:07
xr9r49bhsub	x9592enq738	鯙	鯙	5	春	時	公	授	530	526	魚名								2025-05-16 17:04:07	2025-05-16 17:04:07
xmwsy4z9bar	xf7ktj2qxjp	䙉	䙉	5	春	時	公	授	531	527	衣								2025-05-16 17:04:07	2025-05-16 17:04:07
xjsd9dbtqxt	xcyvx9mme6y	䋸	䋸	5	春	時	公	授	532	528	縫也，繞也								2025-05-16 17:04:07	2025-05-16 17:04:07
xbchbj8ckz9	xttgmk3fkxv	醇	醇	5	春	時	公	授	533	529	~醪								2025-05-16 17:04:07	2025-05-16 17:04:07
xa7qj4decgd	xsy63sbmdqh	鶉	鶉	5	春	時	公	授	534	530	鳥名								2025-05-16 17:04:07	2025-05-16 17:04:07
xmf2bkqa8mt	xwn82rqy7jj	錞	錞	5	春	時	公	授	535	531	~于，樂器.如鐘有音68		68	原注「~針，樂器…」。「~針」，不知所據，或應為「~于」。《周禮》鄭注：「錞，錞于也。圓如錐頭……樂作鳴之，與鼓相和。」					2025-05-16 17:04:07	2025-05-16 17:04:07
xcx876v5jd4	x8fhkjxxfm4	脣	脣	5	春	時	公	授	536	532		口上							2025-05-16 17:04:07	2025-05-16 17:04:07
xk7hjmc3gwd			肫	5	春	時	公	授	537	533		同上，墾至							2025-05-16 17:04:07	2025-05-16 17:04:07
xd57ru2dwt3	x4rv4phrabe	順	順	7	春	時	公	授	538	534	逆反	逆反，無少違背							2025-05-16 17:04:07	2025-05-16 17:04:07
x5supaf7tm2	x5wqp2v2cj8	述	述	8	春	時	公	授	539	535	傅~	傳舊明著							2025-05-16 17:04:07	2025-05-16 17:04:07
xkjtfypf3sc	xdy3rh5y4tu	術	朮	8	春	時	公	授	540	536	白~，虊名	蒼~106			106	原作「木」，乃「术」之誤。《戚》作「术」。原注「⿱艹仑～」，乃「蒼术」之誤。《戚》注「白术」。白术蒼术，皆藥名。			2025-05-16 17:04:07	2025-05-16 17:04:07
xhssv5cayq2	xye8d2zxekb	秫	秫	8	春	時	公	授	541	537	糯米	糯米							2025-05-16 17:04:07	2025-05-16 17:04:07
xbqhp7gve5w	xdy3rh5y4tu	術	術	8	春	時	公	授	542	538	法~	法~							2025-05-16 17:04:07	2025-05-16 17:04:07
xysd26mh36p			𧺶	8	春	時	公	授	543	539	走								2025-05-16 17:04:07	2025-05-16 17:04:07
xrmkdvgsskx			𩗕	8	春	時	公	授	544	540	小風								2025-05-16 17:04:07	2025-05-16 17:04:07
xfdcvvnrt3q	xd75xe9t7re	鉥	鉥	8	春	時	公	授	545	541	長針								2025-05-16 17:04:07	2025-05-16 17:04:07
xt6v4ckgcjy			𩶄	8	春	時	公	授	546	542	魚名								2025-05-16 17:04:07	2025-05-16 17:04:07
x4fc3jtsmrg	xdfy84mz4ug	沭	沭	8	春	時	公	授	547	543	水名								2025-05-16 17:04:07	2025-05-16 17:04:07
xj8ux6qqkb6	x8v7fqgqmey	潏	潏	8	春	時	公	授	548	544	人所為69		69	原注「大所為」。「大」乃「人」之誤。《爾雅》：「水中可居者曰洲……人所為為潏。」					2025-05-16 17:04:07	2025-05-16 17:04:07
xhfr3xb3qhv	xut9aqpetpz	溫	溫	1	春	鶯	公	亦	549	545	和	和							2025-05-16 17:04:07	2025-05-16 17:04:07
xw5tq5uuycs	x3depr3uerr	翁	翁	1	春	鶯	公	亦	550	546	老者之稱	老者之稱							2025-05-16 17:04:07	2025-05-16 17:04:07
xwgdt9rmyf6	x659tpkygqc	塕	塕	1	春	鶯	公	亦	551	547	塵	塵							2025-05-16 17:04:07	2025-05-16 17:04:07
xu8vydbm83y	xcqrxrpgq2n	熅	煴	1	春	鶯	公	亦	552	548	烟氣	烟氣							2025-05-16 17:04:07	2025-05-16 17:04:07
x63jj6jg5mv	xmjdhjt63dg	氳	氳	1	春	鶯	公	亦	553	549	氤~	氛~							2025-05-16 17:04:07	2025-05-16 17:04:07
xgjf8y4d5y4	xyfsz9t7xwe	瘟	瘟	1	春	鶯	公	亦	554	550	~疫	疫							2025-05-16 17:04:07	2025-05-16 17:04:07
x9t7ex9k8fk	xhta9muu52z	㬈	㬈	1	春	鶯	公	亦	555	551	暖								2025-05-16 17:04:07	2025-05-16 17:04:07
xz7q8ahrb2p			𥠺	1	春	鶯	公	亦	556	552	香味								2025-05-16 17:04:07	2025-05-16 17:04:07
x2nu2p6keus	xkd765cf9ej	螉	螉	1	春	鶯	公	亦	557	553	細腰蜂也								2025-05-16 17:04:07	2025-05-16 17:04:07
xcu6axhthmf			輼	1	春	鶯	公	亦	558	554	~輬，天子之車								2025-05-16 17:04:07	2025-05-16 17:04:07
x44hc7qxrju			𩥈	1	春	鶯	公	亦	559	555	~驪，駿良								2025-05-16 17:04:07	2025-05-16 17:04:07
xmunavgbujg	xvb4bcj5zb9	䱵	䱵	1	春	鶯	公	亦	560	556	魚名								2025-05-16 17:04:07	2025-05-16 17:04:07
xz2jrf2jz4a	xz2svmsn52y	鶲	鶲	1	春	鶯	公	亦	561	557	鳥名								2025-05-16 17:04:07	2025-05-16 17:04:07
xstq5k936wf	xvxs83z6dst	縕	緼	1	春	鶯	公	亦	562	558	赤黃色也								2025-05-16 17:04:07	2025-05-16 17:04:07
xvaft3gugu4	xkv6err6pnr	薀	薀	1	春	鶯	公	亦	563	559	~藻，水草								2025-05-16 17:04:07	2025-05-16 17:04:07
xmxqrbedpq4			𩔚	1	春	鶯	公	亦	564	560	鳥項								2025-05-16 17:04:07	2025-05-16 17:04:07
xzgav6egrrj	xspxmqw3x6b	馧	馧	1	春	鶯	公	亦	565	561	葐~，香氣								2025-05-16 17:04:07	2025-05-16 17:04:07
xgc36fn99sf	xxawyjdc3c7	㺋	㺋	1	春	鶯	公	亦	566	562	豬名								2025-05-16 17:04:07	2025-05-16 17:04:07
xmetfhcuacr			𨷇	1	春	鶯	公	亦	567	563	門扇也								2025-05-16 17:04:07	2025-05-16 17:04:07
x5j79wkqny2			𪉸	1	春	鶯	公	亦	568	564	𪊊，戎狄鹽也70		70	原注「嬠戍獨之鹽」。乃「~𪊊，戎狄之鹽」之誤。《玉篇》：「⿰鹵昷𪊊，戎狄之鹽。」					2025-05-16 17:04:07	2025-05-16 17:04:07
xxfga9ynxut	xckjvkw94xb	奫	奫	1	春	鶯	公	亦	569	565	水深廣								2025-05-16 17:04:07	2025-05-16 17:04:07
xuhfy4s4jxf	xgycswd3wdd	穩	穩	2	春	鶯	公	亦	570	566	安貌	安~							2025-05-16 17:04:07	2025-05-16 17:04:07
xuxqgx83hnj	xvpa4ghcj7c	韞	韞	2	春	鶯	公	亦	571	567	包也	包藏							2025-05-16 17:04:07	2025-05-16 17:04:07
xkp8dz3kwc5	xcn8q77y7kb	蘊	蘊	2	春	鶯	公	亦	572	568	藏也，蓄也	藉也							2025-05-16 17:04:07	2025-05-16 17:04:07
x7hrsd4u2j5	xzpj4yjqne4	刎	刎	2	春	鶯	公	亦	573	569	自殺	自殺							2025-05-16 17:04:07	2025-05-16 17:04:07
xahqcjz5uab	x53t5b2fz53	吻	吻	2	春	鶯	公	亦	574	570	口邊	口邊							2025-05-16 17:04:07	2025-05-16 17:04:07
xk8ketwgu93	xm5kemk73ek	殞	殞	2	春	鶯	公	亦	575	571	殁也	歿也							2025-05-16 17:04:07	2025-05-16 17:04:07
xh9pmgbex3z	x6cutaj3dmw	隕	隕	2	春	鶯	公	亦	576	572	墜也	石墜							2025-05-16 17:04:08	2025-05-16 17:04:08
xbub8dk4psu	xnq9ug46vze	䐇	䐇	2	春	鶯	公	亦	577	573	合也								2025-05-16 17:04:08	2025-05-16 17:04:08
xquw9zzbvk2	x3ydmyrbypy	𤸫	𤸫	2	春	鶯	公	亦	578	574	病也								2025-05-16 17:04:08	2025-05-16 17:04:08
xh44jvmpqfb	x2x3bw3ayqt	抆	抆	2	春	鶯	公	亦	579	575	拭								2025-05-16 17:04:08	2025-05-16 17:04:08
x3m4pe3mq8w	xu56an7vqfm	愪	愪	2	春	鶯	公	亦	580	576	憂也								2025-05-16 17:04:08	2025-05-16 17:04:08
xtyv7m88qjr	xpd5xax598c	霣	霣	2	春	鶯	公	亦	581	577	濁雷為雨								2025-05-16 17:04:08	2025-05-16 17:04:08
xzdeetmvwe3			緼	2	春	鶯	公	亦	582	578	枲								2025-05-16 17:04:08	2025-05-16 17:04:08
xy3pbfcd83e	xfjrcjy8f9e	惲	惲	2	春	鶯	公	亦	583	579	厚重								2025-05-16 17:04:08	2025-05-16 17:04:08
x6na7fjdkrq	x43kmanxema	慍	慍	3	春	鶯	公	亦	584	580	怒意	含怒意							2025-05-16 17:04:08	2025-05-16 17:04:08
x282b9eke3k	xqzkxkkvxyr	搵	揾	3	春	鶯	公	亦	585	581	納物水中	手納物水中							2025-05-16 17:04:08	2025-05-16 17:04:08
xcvk9qk2qne			榅	3	春	鶯			586		柱也								2025-05-16 17:04:08	2025-05-16 17:04:08
xra3kqmcj9b	xrgvd3p8qh3	醞	醖	3	春	鶯	公	亦	587	582	釀酒	釀酒							2025-05-16 17:04:08	2025-05-16 17:04:08
x2gxjsxn9ad	x6pmbbrwdqw	蓊	蓊	3	春	鶯	公	亦	588	583	菜名	菜名							2025-05-16 17:04:08	2025-05-16 17:04:08
x4hdj67yyjv			𧛹	3	春	鶯	公	亦	589	584	襪也71	襪~71	71	原作「𧛹」。《集》：「𧛹，烏公切，䙦𧛹，衣名。」音義不合，借其字表示方言詞，今口語仍指長襪為「長𧛹」，短襪為「短𧛹」。	71	原作「𧛹」。《集》：「𧛹，烏公切，䙦𧛹，衣名。」音義不合，借其字表示方言詞，今口語仍指長襪為「長𧛹」，短襪為「短𧛹」。			2025-05-16 17:04:08	2025-05-16 17:04:08
xa44abzwgvk			𩌋	3	春	鶯	公	亦	590	585	靴	靴							2025-05-16 17:04:08	2025-05-16 17:04:08
xu958evx6qr	x8cmcdwqx6d	媼	媼	3	春	鶯	公	亦	591	586		老婦							2025-05-16 17:04:08	2025-05-16 17:04:08
x2fvkd8g6mu	xqu8w4vc93w	屋	屋	4	春	鶯	公	亦	592	587	厝~	厝也人居							2025-05-16 17:04:08	2025-05-16 17:04:08
x478mvjgzjs			欝	4	春	鶯	公	亦	593	588	屈也72	屈	72	原第二字作「欎」，《康》無此字，乃「鬱」之誤。《廣》「欎」為「鬱」之俗字。					2025-05-16 17:04:08	2025-05-16 17:04:08
x3ar36esab4			𩰪	4	春	鶯	公	亦	594	589	屈也72		72	原第二字作「欎」，《康》無此字，乃「鬱」之誤。《廣》「欎」為「鬱」之俗字。					2025-05-16 17:04:08	2025-05-16 17:04:08
xd2az49enkh			𢺴	4	春	鶯	公	亦	595	590	拗戾	拗戾107			107	原注「抅戾」，乃「拗戾」之誤，《戚》注「拗戾」。《集》：「𢺴，拗戾也。」			2025-05-16 17:04:08	2025-05-16 17:04:08
xgen6urq4tr	x6aqcwjrewa	熨	熨	4	春	鶯	公	亦	596	591	~斗，衣縐用之，能光	斗，衣縐用							2025-05-16 17:04:08	2025-05-16 17:04:08
x4wh2b899gm	x6aqcwjrewa	熨	叞	4	春	鶯	公	亦	597	592	~斗，衣縐用之，能光								2025-05-16 17:04:08	2025-05-16 17:04:08
xkeh2346p92			𨜘	4	春	鶯	公	亦	598	593	地名								2025-05-16 17:04:08	2025-05-16 17:04:08
xk327yzhqwf	xakvv5knbnq	鬱	鬱	4	春	鶯			599		芳草								2025-05-16 17:04:08	2025-05-16 17:04:08
xqbn8uf3hmx	xs84423uvmp	媉	媉	4	春	鶯	公	亦	600	594	好								2025-05-16 17:04:08	2025-05-16 17:04:08
xvdk3mv2wn2			𤓣	4	春	鶯	公	亦	601	595	烟氣出貌								2025-05-16 17:04:08	2025-05-16 17:04:08
x2depvtd4ax	x5pmzq24wv8	䵥	䵥	4	春	鶯	公	亦	602	596	黑色								2025-05-16 17:04:08	2025-05-16 17:04:08
x2y7csc8hgd	xvrybtmd643	文	文	5	春	鶯	公	亦	603	597	章	武對							2025-05-16 17:04:08	2025-05-16 17:04:08
xjkum7z4f7g	x8dr4r2bcaz	玟	玟	5	春	鶯	公	亦	604	598	玉彩	玉彩							2025-05-16 17:04:08	2025-05-16 17:04:08
xpqmmerm8zv	xzquxznyg94	雯	雯	5	春	鶯	公	亦	605	599	雲也	雲有章也							2025-05-16 17:04:08	2025-05-16 17:04:08
xp7nyxa3vb6	xt6jwx5zmrd	紋	紋	5	春	鶯	公	亦	606	600	錦~	織錦成章							2025-05-16 17:04:08	2025-05-16 17:04:08
xagbjjgu5kf	x5xf8dhwsu9	蚊	蚊	5	春	鶯	公	亦	607	601	蚋	蟲							2025-05-16 17:04:08	2025-05-16 17:04:08
xhuu4afyh9g	xhq5r5dx9z3	紜	紜	5	春	鶯	公	亦	608	602	紛~	紛~，散亂							2025-05-16 17:04:08	2025-05-16 17:04:08
xceysggebax	x552xu5tk7d	芸	芸	5	春	鶯	公	亦	609	603	香草	香草							2025-05-16 17:04:08	2025-05-16 17:04:08
xgtv5mm4q25	x289z2rrkfs	耘	耘	5	春	鶯	公	亦	610	604	耕草	除草							2025-05-16 17:04:08	2025-05-16 17:04:08
xjw7qka9r69	xpqe9w9y4ba	云	云	5	春	鶯	公	亦	611	605	語也	疊語							2025-05-16 17:04:08	2025-05-16 17:04:08
xj4cxugwk9w	xyhsqyv4abe	聞	聞	5	春	鶯	公	亦	612	606	聽也	聽也108			108	第二字原作「⿱禾耳」，乃「𥹢」之誤。《戚》作「𥹢」。「𥹢」乃「聞」之古文，見《康》。			2025-05-16 17:04:08	2025-05-16 17:04:08
xrsbxf2vwgx	xyhsqyv4abe	聞	𥹢	5	春	鶯	公	亦	613	607	聽也	聽也108			108	第二字原作「⿱禾耳」，乃「𥹢」之誤。《戚》作「𥹢」。「𥹢」乃「聞」之古文，見《康》。			2025-05-16 17:04:08	2025-05-16 17:04:08
xgb8wa5ye5k	xwtvbk9agjn	炆	炆	5	春	鶯	公	亦	614	608	煴也								2025-05-16 17:04:08	2025-05-16 17:04:08
xpmvuxczr2t	xsqtqtjrxc4	沄	沄	5	春	鶯	公	亦	615	609	水轉								2025-05-16 17:04:08	2025-05-16 17:04:08
xkcb4295m6h	xawwahc38bh	忶	忶	5	春	鶯	公	亦	616	610	心悶								2025-05-16 17:04:08	2025-05-16 17:04:08
xtavc3ptpzu			运	5	春	鶯	公	亦	617	611	走也								2025-05-16 17:04:08	2025-05-16 17:04:08
xey8kmfaze7	xheqdak34db	鼤	鼤	5	春	鶯	公	亦	618	612	尾鼠								2025-05-16 17:04:08	2025-05-16 17:04:08
xm6mjstryjt	xkhknqeybbg	魰	魰	5	春	鶯	公	亦	619	613	魚名								2025-05-16 17:04:08	2025-05-16 17:04:08
x6mc257u5cy			螡	5	春	鶯	公	亦	620	614	使~負山								2025-05-16 17:04:08	2025-05-16 17:04:08
x2mq9hc43fj			蟁	5	春	鶯	公	亦	621	615	飛蟲								2025-05-16 17:04:08	2025-05-16 17:04:08
xksyu3bvqkr	xu9y6ny92m5	問	問	7	春	鶯	公	亦	622	616	詢也訊也	訊							2025-05-16 17:04:08	2025-05-16 17:04:08
xrswdcw2dub	xt6ycdcg8gj	韻	韻	7	春	鶯	公	亦	623	617	音~	音~							2025-05-16 17:04:08	2025-05-16 17:04:08
xfwzeskta7c	xt6ycdcg8gj	韻	韵	7	春	鶯	公	亦	624	618	音~								2025-05-16 17:04:08	2025-05-16 17:04:08
x8e8xhrd5ge	xfmqn7u5uw6	紊	紊	7	春	鶯	公	亦	625	619	亂	亂也							2025-05-16 17:04:08	2025-05-16 17:04:08
xnbjer954hm	xqcsqdm3g26	汶	汶	7	春	鶯	公	亦	626	620	水名	水名							2025-05-16 17:04:08	2025-05-16 17:04:08
xvrh9w7dx2u	xmjhjfqqg8s	運	運	7	春	鶯	公	亦	627	621	移也	搬~							2025-05-16 17:04:08	2025-05-16 17:04:08
xt4856gcuzj			𤸫	7	春	鶯	公	亦	628	622	病也								2025-05-16 17:04:08	2025-05-16 17:04:08
xzhrgpvcug7	xv79y33xwnd	妏	妏	7	春	鶯	公	亦	629	623	女字73		73	原注「娃~」，誤。《集》：「妏，文運切，女字。」據改。					2025-05-16 17:04:08	2025-05-16 17:04:08
xasb4arzrgb	xrjuf2ywdxd	抆	抆	7	春	鶯	公	亦	630	624	拭74		74	原注「抉」，乃「拭」之誤。《集》：「抆，文運切，拭也。」					2025-05-16 17:04:08	2025-05-16 17:04:08
x5acbyevg3y	xp7smpm73vn	暈	暈	7	春	鶯	公	亦	631	625	暯75		75	原作「暉」，應改作「暈」。《集》：「暈，王運切，日光炁也。」音合義通。					2025-05-16 17:04:08	2025-05-16 17:04:08
x26phskw38j	xz7e7m6ypwq	勿	勿	8	春	鶯	公	亦	632	626	莫	莫							2025-05-16 17:04:08	2025-05-16 17:04:08
xwfup7zmww9	xzwhsdxrkev	物	物	8	春	鶯	公	亦	633	627	器也	器也							2025-05-16 17:04:08	2025-05-16 17:04:08
x7kzp3uvfdk	xe7ggz2qjzr	岉	岉	8	春	鶯	公	亦	634	628	崛~，高貌								2025-05-16 17:04:08	2025-05-16 17:04:08
xn725a67c56			𣃦	8	春	鶯	公	亦	635	629	~旂，州里所建旂								2025-05-16 17:04:08	2025-05-16 17:04:08
xzrmcz6xz7f	xkbzczbjfc4	昒	昒	8	春	鶯	公	亦	636	630	⿱𨜊弔，神速								2025-05-16 17:04:08	2025-05-16 17:04:08
xhhpxbqhr7x	xkbzczbjfc4	昒	㫚	8	春	鶯	公	亦	637	631	⿱𨜊弔，神速								2025-05-16 17:04:08	2025-05-16 17:04:08
xfr6tq3qva7	xyrm8zeqeqa	沕	沕	8	春	鶯	公	亦	638	632	~穆，深微								2025-05-16 17:04:08	2025-05-16 17:04:08
xwrj9phash4	x24mdfypzkv	芴	芴	8	春	鶯	公	亦	639	633	菲草								2025-05-16 17:04:08	2025-05-16 17:04:08
xdxxg58d3h2	xvpvn9h26wv	儚	儚	1	春	蒙	公	美	640	634	夢昏	夢昏							2025-05-16 17:04:08	2025-05-16 17:04:08
x3u9tnxw5fu	xdhch9uydte	懵	懵	2	春	蒙	公	美	641	635	~憧	~憧							2025-05-16 17:04:08	2025-05-16 17:04:08
xqfgwgh4xa8	xdhch9uydte	懵	懞	2	春	蒙	公	美	642	636	~憧	同上，又闇109			109	原作「幪」，乃「懞」之誤。《戚》作「懞。」《集》：「懵懞，母搃切，闇也。」			2025-05-16 17:04:08	2025-05-16 17:04:08
xkkur3v2a82	xzbnrkp5gvm	夢	夢	3	春	蒙	公	美	643	637	睡中	睡中							2025-05-16 17:04:08	2025-05-16 17:04:08
xn4r9dnp7r3	xzbnrkp5gvm	夢	梦	3	春	蒙	公	美	644	638	睡中	睡中							2025-05-16 17:04:08	2025-05-16 17:04:08
xkyk6hqm3j8	xzbnrkp5gvm	夢	㝱	3	春	蒙	公	美	645	639	睡中	寤也							2025-05-16 17:04:08	2025-05-16 17:04:08
xkk5uhbxz9t			𪇓	3	春	蒙	公	美	646	640	鳥名								2025-05-16 17:04:08	2025-05-16 17:04:08
x23gathf3gq	xjucrkh7kep	懜	懜	3	春	蒙	公	美	647	641	惛~								2025-05-16 17:04:08	2025-05-16 17:04:08
x7a7f72ampw	xwz4b8zw9g5	沒	沒	4	春	蒙	公	美	648	642	無	無							2025-05-16 17:04:08	2025-05-16 17:04:08
xmh8jyw4xvn	xnqwnfg49jr	瞢	蒙	5	春	蒙	公	美	649	643	覆76	覆也	76	原注「慄」，乃「覆」之誤。《林》注「覆」。《集》：「冢，謨篷切，《說文》覆也。通作蒙。」					2025-05-16 17:04:08	2025-05-16 17:04:08
xuzpp5uhvvw	xh7r2jj4h9z	幪	幪	5	春	蒙	公	美	650	644	帡	帡~，庇也							2025-05-16 17:04:08	2025-05-16 17:04:08
xjnyx8hzzgt	xnqwnfg49jr	瞢	濛	5	春	蒙	公	美	651	645	細雨	細雨							2025-05-16 17:04:08	2025-05-16 17:04:08
xscatbggnv7	x32awfhjtje	朦	朦	5	春	蒙	公	美	652	646	朧	月~朧，未明貌							2025-05-16 17:04:08	2025-05-16 17:04:08
xu3eq5z3rk9	xnqwnfg49jr	瞢	矇	5	春	蒙	公	美	653	647	目不明貌	目不明也							2025-05-16 17:04:08	2025-05-16 17:04:08
xfv2d8j2xzt	xnqwnfg49jr	瞢	瞢	5	春	蒙	公	美	654	648	目不明貌	目不明也							2025-05-16 17:04:08	2025-05-16 17:04:08
xkm6442za4d	xkmq7jgy5nd	艨	艨	5	春	蒙	公	美	655	649	艟~，戰船								2025-05-16 17:04:08	2025-05-16 17:04:08
xpyb2tamqh8	xaf8n8226gf	䙩	䙩	5	春	蒙	公	美	656	650	衣								2025-05-16 17:04:08	2025-05-16 17:04:08
x58bkdxkdsv	xnas6gdhnwu	曚	曚	5	春	蒙	公	美	657	651	日不明77		77	原作「矇」。重出，乃「曚」之誤。《集》：「曚，謨篷切，曚曨，日未明也。」					2025-05-16 17:04:08	2025-05-16 17:04:08
xd3rfksbcsb	xeukb49csar	饛	饛	5	春	蒙	公	美	658	652	滿								2025-05-16 17:04:08	2025-05-16 17:04:08
xdw3ggvp9yw			𨱨	5	春	蒙	公	美	659	653	優								2025-05-16 17:04:08	2025-05-16 17:04:08
xvek35eea5h			𩴲	5	春	蒙	公	美	660	654	鬼								2025-05-16 17:04:08	2025-05-16 17:04:08
xqtey8x3yhw			𪇓	5	春	蒙	公	美	661	655	䴀，水鳥								2025-05-16 17:04:08	2025-05-16 17:04:08
xejfpdjhedd	xz5yfdfhy8s	㩚	㩚	5	春	蒙	公	美	662	656	斂								2025-05-16 17:04:08	2025-05-16 17:04:08
xmp9vjb5ab9			𨞫	5	春	蒙	公	美	663	657	邑名								2025-05-16 17:04:08	2025-05-16 17:04:08
xue66fepypy			𨮵	5	春	蒙	公	美	664	658	鑿也								2025-05-16 17:04:08	2025-05-16 17:04:08
x2m4fqdsq6q	xnpf3spcx8a	靀	靀	5	春	蒙	公	美	665	659	雷聲								2025-05-16 17:04:08	2025-05-16 17:04:08
x2rj5abuf6k			𩦺	5	春	蒙	公	美	666	660	驢子								2025-05-16 17:04:08	2025-05-16 17:04:08
xqz8fgh5fym	xnqwnfg49jr	瞢	瞢	5	春	蒙			667		雲~，澤名								2025-05-16 17:04:08	2025-05-16 17:04:08
xcdb4zghcp2	xqq5993e7c3	悶	悶	7	春	蒙	公	美	668	661	不樂	心憂不樂也							2025-05-16 17:04:08	2025-05-16 17:04:08
xse7jkk5dhj	xqq5993e7c3	悶	㥃	7	春	蒙	公	美	669	662	不樂	同上							2025-05-16 17:04:08	2025-05-16 17:04:08
x37spbnsznd	x5cya63792c	懣	懣	7	春	蒙	公	美	670	663	煩~								2025-05-16 17:04:08	2025-05-16 17:04:08
xgnp63gpacf	xe75zrgyqt2	木	木	8	春	蒙	公	美	671	664	樹~	樹~							2025-05-16 17:04:08	2025-05-16 17:04:08
xy6nnyxx5c7	xy4wg7ft7x7	沐	沐	8	春	蒙	公	美	672	665	~浴	浴盥濯也							2025-05-16 17:04:08	2025-05-16 17:04:08
x9dpwrqzgcx	xdjfbu4m3cd	沒	沒	8	春	蒙	公	美	673	666	埋~	埋~沉也							2025-05-16 17:04:08	2025-05-16 17:04:08
xfbhrem5dky	xn7pq6wzwz2	歿	歿	8	春	蒙	公	美	674	667	死	死也							2025-05-16 17:04:08	2025-05-16 17:04:08
xknrrsrq3dx	xn7pq6wzwz2	歿	歾	8	春	蒙	公	美	675	668	死								2025-05-16 17:04:08	2025-05-16 17:04:08
xf997r9qc5b	xg99ujhyfd8	穆	穆	8	春	蒙	公	美	676	669	深遠	深遠之意，又和							2025-05-16 17:04:08	2025-05-16 17:04:08
x97ksp7gs6r	xg99ujhyfd8	穆	繆	8	春	蒙	公	美	677	670	深遠	同上，內外綢~也							2025-05-16 17:04:08	2025-05-16 17:04:08
xdhq6dvrpj4	xp7c4r9phyj	睦	睦	8	春	蒙	公	美	678	671	和	和~也							2025-05-16 17:04:08	2025-05-16 17:04:08
xuktwm5grfb	xgwf52qmmyq	牧	牧	8	春	蒙	公	美	679	672	養	養，又外野							2025-05-16 17:04:08	2025-05-16 17:04:08
xp2e94bg3mn			𩵦	8	春	蒙	公	美	680	673	魚								2025-05-16 17:04:08	2025-05-16 17:04:08
xrpdpwcf8nm	xq93ekra4u6	炑	炑	8	春	蒙	公	美	681	674	火熾								2025-05-16 17:04:08	2025-05-16 17:04:08
xfydfsr5bkm	x2fkuq9659z	䊾	䊾	8	春	蒙	公	美	682	675	繩								2025-05-16 17:04:08	2025-05-16 17:04:08
xtmqy7nya89	xz9duwg7qwv	毣	毣	8	春	蒙	公	美	683	676	思								2025-05-16 17:04:08	2025-05-16 17:04:08
x3eszx8mndf			万	8	春	蒙	公	美	684	677	~俟，複姓	俟，又姓							2025-05-16 17:04:08	2025-05-16 17:04:08
xb9d3u922qd	xedq3qev8w3	目	目	8	春	蒙	公	美	685	678	眼也	司視							2025-05-16 17:04:08	2025-05-16 17:04:08
x6vjkh652un	xpgjquubmqb	苜	苜	8	春	蒙	公	美	686	679	~蓿	蓿							2025-05-16 17:04:08	2025-05-16 17:04:08
