id	word__id	word__text	text	type	glyph_category	glyph_type	updated_time	created_time
xrs5y2krhbh	x4xw3j7we7j	許	那麼	M			2025-05-16 16:55:24	2025-05-16 16:55:24
x2x2napgu4k	x4xw3j7we7j	許	那般	M			2025-05-16 16:55:24	2025-05-16 16:55:24
xt3p62w5dzs	x4xw3j7we7j	許	恁麼	M			2025-05-16 16:55:24	2025-05-16 16:55:24
xx6wtgdzpfs	x4xw3j7we7j	許	恁	S			2025-05-16 16:55:24	2025-05-16 16:55:24
xsfvkyyvksw	xxs8ktzmcyd	許盒	那盒	M			2025-05-16 16:55:24	2025-05-16 16:55:24
xxesmmz2gta	xxs8ktzmcyd	許盒	那一盒	S			2025-05-16 16:55:24	2025-05-16 16:55:24
x2xddxyeufj	x6zkqkaqmtt	許下	那下	M			2025-05-16 16:55:24	2025-05-16 16:55:24
x9v6pn8dbfy	xhecpgt5bhn	許蜀隻	那一個	M			2025-05-16 16:55:24	2025-05-16 16:55:24
x3xjbpdgejr	xhecpgt5bhn	許蜀隻	那個	M			2025-05-16 16:55:24	2025-05-16 16:55:24
xss4rthhkur	xrj9gguxn8c	䔓	懂	M			2025-05-16 16:55:25	2025-05-16 16:55:25
x92s2bdqjfy	xrj9gguxn8c	䔓	知道	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xff5cxutxmt	xrj9gguxn8c	䔓	曉得	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xas92ankssa	xrj9gguxn8c	䔓	認識	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xmhnb6cnayb	xpgyqsd87rb	飛	飛	M			2025-05-16 16:55:25	2025-05-16 16:55:25
x8g9psuszj4	xtj5s767jnz	杯	杯	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xsguqp6dha8	xtj5s767jnz	杯	杯子	S			2025-05-16 16:55:25	2025-05-16 16:55:25
x2exycj4kn4	xtj5s767jnz	杯	杯珓	S			2025-05-16 16:55:25	2025-05-16 16:55:25
xfq9vtdjtz6	xxaqfx9cxyu	褙	褙	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xsx3yy3byxv	x4qmxcwuu3y	陪	陪	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xtmx7b5483j	x4qmxcwuu3y	陪	陪伴	M			2025-05-16 16:55:25	2025-05-16 16:55:25
x39zztbszp7	x4pzcjf7u79	賠	賠	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xe2m4e68fyu	x4pzcjf7u79	賠	賠償	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xzskxqw2nnr	xsvykp7vhbd	焙	焙	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xf8xgxxasfs	xjdsmtx7y98	背	倒霉	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xzgcv8gzrhe	xjdsmtx7y98	背	背誦	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xx939b4qg3n	xjdsmtx7y98	背	倒楣	S			2025-05-16 16:55:25	2025-05-16 16:55:25
xd2xasqa6yn	xjdsmtx7y98	背	不順	S			2025-05-16 16:55:25	2025-05-16 16:55:25
xgwkuawk5yy	xjdsmtx7y98	背	背對	S			2025-05-16 16:55:25	2025-05-16 16:55:25
x32kg58vmcu	xjdsmtx7y98	背	諷誦	S			2025-05-16 16:55:25	2025-05-16 16:55:25
xkd4yebf5y6	xjdsmtx7y98	背	暗記	S			2025-05-16 16:55:25	2025-05-16 16:55:25
xevhpqphkug	xjk27bh48q2	改	改	M			2025-05-16 16:55:25	2025-05-16 16:55:25
x7axpbcumyc	xjk27bh48q2	改	修改	S			2025-05-16 16:55:25	2025-05-16 16:55:25
xtv25xkfujx	xjk27bh48q2	改	改正	S			2025-05-16 16:55:25	2025-05-16 16:55:25
x7v5cp3ayez	x8dqhzm4hws	粿	粿	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xsjgwuyrc5x	x8dqhzm4hws	粿	一種米糕	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xbfj7atntbv	x8dqhzm4hws	粿	餜	A			2025-05-16 16:55:25	2025-05-16 16:55:25
xcntcnzwvr5	xfv7jpp2ew6	髻	髻	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xdcs7dtu7jr	xvc6zkp2zx5	髻鞔	髮網	M			2025-05-16 16:55:25	2025-05-16 16:55:25
x4vhe52f7av	xwrtmj44nn3	𨅠	跪拜	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xj99pkm4zrr	x55r46es5bq	坯	磚瓦柸	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xju63yq2euq	x55r46es5bq	坯	土坯	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xbp5mtzvc5q	x55r46es5bq	坯	品質	S			2025-05-16 16:55:25	2025-05-16 16:55:25
xa4vvmpdgps	x55r46es5bq	坯	人品	S			2025-05-16 16:55:25	2025-05-16 16:55:25
xwy8x33k6tn	xzfb855fq5h	配	配	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xvj6a8mpeaf	xzfb855fq5h	配	符合	M			2025-05-16 16:55:25	2025-05-16 16:55:25
x79r4dqsdkv	xzfb855fq5h	配	相當	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xtcda2tu9wt	xzfb855fq5h	配	相配	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xsfdxdpbpr6	xzfb855fq5h	配	下飯	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xgt5p2bwyq2	xzfb855fq5h	配	下飯菜	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xt78m4jwqcd	xwp4cgknnvz	杮	薄片	M			2025-05-16 16:55:25	2025-05-16 16:55:25
x5eft464r23	xwp4cgknnvz	杮	片	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xx79wx94njt	xwp4cgknnvz	杮	碎片	S			2025-05-16 16:55:25	2025-05-16 16:55:25
xbqn2u5kmnr	xd74hd2beuf	皮	皮	M			2025-05-16 16:55:25	2025-05-16 16:55:25
xggngkd6asd	xd74hd2beuf	皮	皮膚	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xu8vgvhdfps	xd74hd2beuf	皮	皮革	M			2025-05-16 16:55:26	2025-05-16 16:55:26
x3zjfrpx3et	xd74hd2beuf	皮	薄片	M			2025-05-16 16:55:26	2025-05-16 16:55:26
x5qa4kzus88	xd74hd2beuf	皮	薄皮	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xrc4seet8ne	x2xgfhvxqgx	被	被子	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xysuhmqkyty	x2xgfhvxqgx	被	被	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xxtyavn6ts8	xts7c9x8gwp	贅	絮叨	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xr6vjjfnc6s	xts7c9x8gwp	贅	嘮叨	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xmzkdbdhqgm	xyq3zxep7gg	嚽	這	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xft2fmswhjk	xyq3zxep7gg	嚽	這個	M			2025-05-16 16:55:26	2025-05-16 16:55:26
x8gwf9c48d5	x8gynnk97nt	僿	塞	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xczaxf83zk9	x8gynnk97nt	僿	藏	S			2025-05-16 16:55:26	2025-05-16 16:55:26
xxzma8d42w2	x8gynnk97nt	僿	塞入	S			2025-05-16 16:55:26	2025-05-16 16:55:26
xh9v29nztc7	xgkqjv3dycr	捼	揉戳	M			2025-05-16 16:55:26	2025-05-16 16:55:26
x9dqtzmwhwv	xmv6ds78966	穗	穗	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xefu72txdq9	xmv6ds78966	穗	稻穗	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xwe634dc5nw	xmv6ds78966	穗	穗子	M			2025-05-16 16:55:26	2025-05-16 16:55:26
x8n6f2rw229	xmv6ds78966	穗	流蘇	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xf3j2qtn7ah	xrtu6ha4aef	垂	下垂	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xv256yp7fvf	xvhgjyj8uev	偎	偎	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xuaf7x5renk	xvhgjyj8uev	偎	藏	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xmjftye6u5y	xvhgjyj8uev	偎	藏匿	M			2025-05-16 16:55:26	2025-05-16 16:55:26
x2u6n2jsgfu	x9zhrzhj6hx	煨	煨	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xrk46vye95d	x9zhrzhj6hx	煨	微火慢煮	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xcs5qzehzu8	x3hdvk32xwz	嚖	細微聲	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xysk3rhb96p	x3hdvk32xwz	嚖	小聲	M			2025-05-16 16:55:26	2025-05-16 16:55:26
x6z73vapxrg	xpknwx7swa9	妹	妹	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xt3jrrkf2hr	xpknwx7swa9	妹	女兒	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xx835zmrhq7	x34r5kc3myr	尾	尾巴	M			2025-05-16 16:55:26	2025-05-16 16:55:26
x9yb8etgjnd	x34r5kc3myr	尾	末尾	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xvbb8cnkvtn	x34r5kc3myr	尾	末端	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xh8kpereczv	x34r5kc3myr	尾	倒數	M			2025-05-16 16:55:26	2025-05-16 16:55:26
x5gd8tr6x7h	xnpp8dd5haq	霾	濛濛細雨	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xsd7x2gkwpv	xnpp8dd5haq	霾	霧靄	S			2025-05-16 16:55:26	2025-05-16 16:55:26
xhfuycp5v3w	xs52awgzp8g	妹	妹	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xfa9m434fjs	xs52awgzp8g	妹	妹妹	M			2025-05-16 16:55:26	2025-05-16 16:55:26
x2zdkhdzxrs	xeh5btznwhs	糜	粥	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xmc86xts2ey	xbs3nzdmcc7	未	未	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xbp6gcngtqz	xbs3nzdmcc7	未	沒有	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xb3ufuc7nj2	xbs3nzdmcc7	未	未曾	M			2025-05-16 16:55:26	2025-05-16 16:55:26
x2nu236jkv3	xbs3nzdmcc7	未	還沒	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xvh2gybzbe6	x67t7e7d5zt	外	外	M			2025-05-16 16:55:26	2025-05-16 16:55:26
x8884z24774	x67t7e7d5zt	外	以外	M			2025-05-16 16:55:26	2025-05-16 16:55:26
x7s5svzx59t	x67t7e7d5zt	外	外面	M			2025-05-16 16:55:26	2025-05-16 16:55:26
x23xy8urt4y	x67t7e7d5zt	外	之外	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xajyc2qkqaa	x67t7e7d5zt	外	另外	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xs2cgb4gafw	x67t7e7d5zt	外	其他	M			2025-05-16 16:55:26	2025-05-16 16:55:26
x9papacwzy6	xh4dzqpuyqg	吹	吹	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xsgp3vtmx85	xh4dzqpuyqg	吹	流動	S			2025-05-16 16:55:26	2025-05-16 16:55:26
xabmc4nj4mh	xh4dzqpuyqg	吹	衝擊	S			2025-05-16 16:55:26	2025-05-16 16:55:26
xgtcpqs8zp5	xh4dzqpuyqg	吹	誇口	S			2025-05-16 16:55:26	2025-05-16 16:55:26
x8xpcppdpac	xh4dzqpuyqg	吹	吹捧	S			2025-05-16 16:55:26	2025-05-16 16:55:26
xhmr723bpau	xtr7wknzekv	炊	蒸熟	M			2025-05-16 16:55:26	2025-05-16 16:55:26
xunmuu2gets	xtr7wknzekv	炊	蒸	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xbsvdhu382n	x9563n6pdvh	脆	易碎	M			2025-05-16 16:55:27	2025-05-16 16:55:27
x9bckrsr96x	x9563n6pdvh	脆	脆口	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xahhedsmw7k	x9563n6pdvh	脆	脆	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xrt6jpjng4q	xps222vpqjs	箠	鞭子	M			2025-05-16 16:55:27	2025-05-16 16:55:27
x2kby4nw8cg	x3dwrgqk8kt	灰	灰	M			2025-05-16 16:55:27	2025-05-16 16:55:27
x58afxd39tg	x3dwrgqk8kt	灰	粉末	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xqkqtawytzj	x3dwrgqk8kt	灰	石灰	M			2025-05-16 16:55:27	2025-05-16 16:55:27
x6ut9tacjed	x3dwrgqk8kt	灰	灰塵	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xmw3e3ywysc	x3dwrgqk8kt	灰	灰燼	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xe9e9eb58f6	x3dwrgqk8kt	灰	灰色	M			2025-05-16 16:55:27	2025-05-16 16:55:27
x3sgvj9yz5d	xrhbknuvfc6	火	火	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xys6dtwvf8v	x87b7rw5ade	歲	大年夜	M			2025-05-16 16:55:27	2025-05-16 16:55:27
x9pb7bjp88w	x87b7rw5ade	歲	除夕	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xrtb7m76kxp	x87b7rw5ade	歲	年齡	M			2025-05-16 16:55:27	2025-05-16 16:55:27
x2mx84vrwuv	x87b7rw5ade	歲	年紀	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xh9cprxavuq	xw2dbnybqua	𠲛	那	M			2025-05-16 16:55:27	2025-05-16 16:55:27
x2c9kju4c9k	xw2dbnybqua	𠲛	那個	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xnmhwyus49z	xw2dbnybqua	𠲛	那麼	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xnprue56v4g	xw2dbnybqua	𠲛	遂	S			2025-05-16 16:55:27	2025-05-16 16:55:27
xa4mrf786ey	xw2dbnybqua	𠲛	便	S			2025-05-16 16:55:27	2025-05-16 16:55:27
xrcxma536nz	xw2dbnybqua	𠲛	就	S			2025-05-16 16:55:27	2025-05-16 16:55:27
xabrpkyards	xw2dbnybqua	𠲛	於是	S			2025-05-16 16:55:27	2025-05-16 16:55:27
xa7n3rhgh23	x5cky4qvxg9	匯	轉賣	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xyfhamvcaym	xfxfr8hnjus	會	集會	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xd3spqmzgdy	xfxfr8hnjus	會	聚會	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xqw72wskmdm	xfxfr8hnjus	會	開會	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xk437jfs33t	xfxfr8hnjus	會	做會	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xz5ucefhpqr	xmd24tfhj4n	繪	轉賣	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xgt27uesqnh	xmd24tfhj4n	繪	轉手	M			2025-05-16 16:55:27	2025-05-16 16:55:27
x4xbr7gttgc	x89mbe2s5kb	燴	燴	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xydskz8kbcm	x89mbe2s5kb	燴	雜燴	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xrwxvtqzemm	xyn7gqfj2e8	魯	頸瘤	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xv45s8zbag3	xyn7gqfj2e8	魯	瘤子	S			2025-05-16 16:55:27	2025-05-16 16:55:27
xghbvfjdgwr	xngskqhn847	櫓	櫓	M			2025-05-16 16:55:27	2025-05-16 16:55:27
x4nqs6vsn72	xngskqhn847	櫓	船櫓	M			2025-05-16 16:55:27	2025-05-16 16:55:27
x5jg9tuh8hu	xmndnajfyw8	滷	滷	M			2025-05-16 16:55:27	2025-05-16 16:55:27
x94ef3q2yd6	xmndnajfyw8	滷	滷製	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xuxvzfzyuds	x9wyvjh9tyr	露	露水	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xuh4r2anguh	x9wyvjh9tyr	露	露珠	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xnph2btt9az	xda3pneajgt	爐	爐	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xvgnnu3fcrd	xda3pneajgt	爐	爐子	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xs284kx4z64	x9fjruftgeg	路	路	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xgwhbshxbca	x9fjruftgeg	路	道路	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xrb3u4zua9n	x9fjruftgeg	路	路線	S			2025-05-16 16:55:27	2025-05-16 16:55:27
xeq76f3hyqp	x4drvr4bw6t	賂	賄賂	M			2025-05-16 16:55:27	2025-05-16 16:55:27
xw3w5w3cu3u	x4drvr4bw6t	賂	行賄	M			2025-05-16 16:55:27	2025-05-16 16:55:27
x8mbdjyfszy	xwgu7z5nh6x	滷	鹽滷	M			2025-05-16 16:55:27	2025-05-16 16:55:27
x9vy4qpppap	xu9jjt4kadj	呋	⿰口菩	A			2025-05-16 16:55:27	2025-05-16 16:55:27
xd29cgfcx72	xgv29sb8mva	富	富	M			2025-05-16 16:55:28	2025-05-16 16:55:28
x7zrrtw8kyg	xgv29sb8mva	富	富裕	M			2025-05-16 16:55:28	2025-05-16 16:55:28
x6bb5q2276z	x2g5zhmt9f7	蒲	香蒲	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xmgnja39gve	xhvke3m6c6s	瓠	葫蘆瓜	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xw6snbus9hz	xzgt3ygcxw8	匏	匏	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xrw7w6byj2c	xmzpmhvh7wt	炰	煨	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xuv39vturmv	xjc7q8hww3b	復	又	M			2025-05-16 16:55:28	2025-05-16 16:55:28
x6qrd7qnd6h	xjc7q8hww3b	復	仅	A			2025-05-16 16:55:28	2025-05-16 16:55:28
x7m4bz9tnrd	x2mdkzvbh69	伏	孵	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xw9xkxrhq7s	x2mdkzvbh69	伏	窩	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xbfe887n3uq	x2mdkzvbh69	伏	菢	A			2025-05-16 16:55:28	2025-05-16 16:55:28
x4gmcpuz3e8	xpfjz9cxvrp	腐	腐	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xexmx553uhq	xpfjz9cxvrp	腐	腐爛	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xfwbzembzjp	xcce3j4kqbc	噗	敲打	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xuvsutwuyax	xmzpmhvh7wt	炰	燒烤	S			2025-10-26 21:00:30	2025-05-16 16:55:28
xmmqt6ax9hv	xw9y2hcxyyg	孤	單獨	M			2025-05-16 16:55:28	2025-05-16 16:55:28
x9a2g3jua3a	xw9y2hcxyyg	孤	孤單	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xch9mnjkkc6	x2adqdp2v45	姑	姑	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xu8tevcgxtt	xqabshac35z	菇	菇	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xwcrqujbz28	xbt4z6gjqpk	枯	枯	M			2025-05-16 16:55:28	2025-05-16 16:55:28
x7389hxbzx5	xnpj4ct9nzr	估	估計	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xd7qa675w5j	xnpj4ct9nzr	估	揣測	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xahexc87yc7	x5zyfpmxs9z	股	股	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xzedmhm7xwm	xxwm3zfzp6r	鼓	鼓	M			2025-05-16 16:55:28	2025-05-16 16:55:28
x9j9yq2wsxc	xxwm3zfzp6r	鼓	攪	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xcag6y74kx3	xxwm3zfzp6r	鼓	攪弄	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xahuck7njm4	xxwm3zfzp6r	鼓	攪動	M			2025-05-16 16:55:28	2025-05-16 16:55:28
x3affchk2zu	xxwm3zfzp6r	鼓	翻	M			2025-05-16 16:55:28	2025-05-16 16:55:28
x8pat2wg5dq	xxwm3zfzp6r	鼓	翻動	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xrrhxvbcspq	x8ra78vw5xp	䀇	水壺	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xexq55a95um	x8ra78vw5xp	䀇	壺	S			2025-05-16 16:55:28	2025-05-16 16:55:28
xxb4pg8qwfy	x8ra78vw5xp	䀇	罐	S			2025-05-16 16:55:28	2025-05-16 16:55:28
x8qvsxame57	xxx93tx9fqc	故	還	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xxekxcqwjfq	xxx93tx9fqc	故	更	M			2025-05-16 16:55:28	2025-05-16 16:55:28
xtvzq9mwhd3	xxx93tx9fqc	故	依然	S			2025-05-16 16:55:28	2025-05-16 16:55:28
x5nqxctcxc7	xxx93tx9fqc	故	仍然	S			2025-05-16 16:55:28	2025-05-16 16:55:28
x5r4vm3spsz	xxx93tx9fqc	故	又	S			2025-05-16 16:55:28	2025-05-16 16:55:28
xxww4346zqt	xxx93tx9fqc	故	更加	S			2025-05-16 16:55:28	2025-05-16 16:55:28
x5vds8fb2ph	xx5yeaqw39w	顧	顧	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x8tffgcener	xx5yeaqw39w	顧	注意	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xn4vjareekt	xx5yeaqw39w	顧	照管	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xb3cz4t7w67	xx5yeaqw39w	顧	顧客	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xpvz4w32d5r	xx5yeaqw39w	顧	主顧	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xy2v7b7yvhx	xx5yeaqw39w	顧	光顧	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xvh9frkr8zb	xx5yeaqw39w	顧	客人	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xkymk2a9wtq	xszv6tky84q	顧問	顧問	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xmrjgzfat48	x7wdnemm23d	僱	僱	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x7krv8wewy2	x7wdnemm23d	僱	僱傭	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xkqfdsxehy2	x7wdnemm23d	僱	出錢	S			2025-05-16 16:55:29	2025-05-16 16:55:29
x7ptt2m4sme	xnfttyu2b5j	灸	灸	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x7ykf4fkapz	xnfttyu2b5j	灸	艾灸	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xgs5khnfwkf	xnfttyu2b5j	灸	針灸	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x52e7asfgwt	xnfttyu2b5j	灸	天灸	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x6bkhnr3k83	xg59c4jhkgr	糊	糊	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xv56rte74et	xg59c4jhkgr	糊	黏土	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xwy6d5rmzbu	xg59c4jhkgr	糊	稠	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x79axwb3424	xg59c4jhkgr	糊	粘	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xx9kw5mzf3k	xg59c4jhkgr	糊	勉力爲之	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xsq244rtyum	xg59c4jhkgr	糊	勉力而爲	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xhkbdpv89mb	x6vpa2zfx5k	舊	舊	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xjjznbsa8pz	x6vpa2zfx5k	舊	過去	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x3yekbr7ywy	x6vpa2zfx5k	舊	過時	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xr8nhgqwx45	x6vpa2zfx5k	舊	故舊	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x63sn9cfx57	x6vpa2zfx5k	舊	老交情	S			2025-05-16 16:55:29	2025-05-16 16:55:29
xkasqspd2ge	x6vpa2zfx5k	舊	老朋友	S			2025-05-16 16:55:29	2025-05-16 16:55:29
x686mnmjcc4	xqmf9m549je	呼	呼喚	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xk368yf2s3n	xqmf9m549je	呼	餵雞鴨的叫聲	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xnuhq5ffzp7	xqmf9m549je	呼	吟誦	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xnezpxhydke	xyvf43um5v5	䉐	箍	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xq2vwhx2q34	xyvf43um5v5	䉐	圈	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x9kra9pc9d7	xyvf43um5v5	䉐	圈兒	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xgxyp6u5cse	x39edj5mb2s	𣗺	油料類渣滓	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xee36yfj5dj	x28mejbnnnv	軀	段	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xc33ncfnvus	x2crakd2cxk	苦	發苦	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xaugxx8ch8z	x2crakd2cxk	苦	愁苦	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xv8r2zb9tkm	x2crakd2cxk	苦	苦惱	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x6pt3mpfzt6	x2crakd2cxk	苦	憂慮	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xf55dn6ytjh	x2crakd2cxk	苦	愁	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xhgfnmkdnn5	x2crakd2cxk	苦	難受	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x53gf8wqw8p	x2crakd2cxk	苦	發愁	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x85zwt5bu9z	x2crakd2cxk	苦	痛苦	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x2afpbf2xrm	x2crakd2cxk	苦	苦痛	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xfe9svsd53e	x8c2pyhm3tv	庫	庫	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xz7yvrxz8f3	x8c2pyhm3tv	庫	倉庫	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x9khn3vuw5q	x8c2pyhm3tv	庫	庫房	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x9stttgyey2	xy4sfwst2c3	褲	褲子	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xeddr8dmvjt	x7tm63b2z86	跍	蹲	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xbuz6vxejbp	xx5kt8snqap	臼	臼	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xm47yn5kenz	xnbt553jg8f	都	都是	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xgjxqdw2vzy	xnbt553jg8f	都	都	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xkkkraeax7p	xnbt553jg8f	都	甚至	M			2025-05-16 16:55:29	2025-05-16 16:55:29
x2u26egxxq3	xnbt553jg8f	都	首都	M			2025-05-16 16:55:29	2025-05-16 16:55:29
xxka3mf7suj	xnbt553jg8f	都	首府	M			2025-05-16 16:55:29	2025-05-16 16:55:29
