id	text	expl_content	sandhi_pron	literal_pron	local_pron	locale	reference	status	word__id	word__text	note	updated_time	created_time
xqb23qm6bmx	後斗	車後備箱	au53 dau33	au242 dau33				3rvd	xp944zp3cwt	後斗		2025-05-16 17:05:50	2020-08-30 00:00:00
xcbbrunbeee	車尾箱	車後備箱‖「後斗」的新派說法	cia21 mui21 luong55	cia55 mui33 suong55				3rvd	xdu884x5kux	車尾箱		2025-05-16 17:05:50	2020-08-30 00:00:00
xm5ucwz5f4n	車後斗	車後備箱	cia21 au53 dau33	cia55 au242 dau33				3rvd	xxh2huabze6	車後斗		2025-05-16 17:05:50	2020-08-30 00:00:00
xpqzcy5fknt	依叔	面稱叔父	i53 jeoyk24	i55 zeoyk24				3rvd	x7gdfwjkemm	依叔		2025-05-16 17:05:50	2020-07-17 00:00:00
xj9sksnq55r	阿嬸	面稱叔父之妻	a53 ling33	a55 sing33				3rvd	xy7bgmg557g	阿嬸		2025-05-16 17:05:50	2020-07-17 00:00:00
xr83ktryfng	公	兒語，稱祖父	ung55	ung55				3rvd	xxa6t2rwuwb	公		2025-05-16 17:05:50	2020-07-17 00:00:00
x69hdshyrbw	哥	兒語，稱兄長	o55	o55				3rvd	xz843emjvyf	哥		2025-05-16 17:05:50	2020-07-17 00:00:00
xa4mh3jsdju	阿	①前綴A）用在姓名的前面，有親昵的意味B）用在親屬名稱的前面，表示面稱：～媽（祖母）C）用在某些名詞前面，成爲對人的稱呼，有親昵或戲謔的意味：～肥來了‖民間也寫爲「吓」，系福州民間自造俗字，非簡體字中「驚嚇」的「嚇」	a55	a55				3rvd	x74ut365rak	阿		2025-05-16 17:05:50	2020-07-17 00:00:00
xpfbavw4h66	叔	①叔父②朋友父親	zeoyk24	zeoyk24				3rvd	x3w4qhqabny	叔		2025-05-16 17:05:50	2020-07-17 00:00:00
xg5nunhw2rz	姨	稱朋友母親	i53	i53				3rvd	xbewg76k66v	姨		2025-05-16 17:05:50	2020-07-17 00:00:00
xj94py8hph9	伯伯	稱朋友祖父、外祖父	bah21 bah24	bah24 bah24				3rvd	x26hsg4dqfv	伯伯		2025-05-16 17:05:50	2020-07-17 00:00:00
xaxq4u5p8ku	婆婆	稱朋友祖母、外祖母	bo33 bo53	bo53 bo53				3rvd	xzs8p2rezu5	婆婆		2025-05-16 17:05:50	2020-07-17 00:00:00
xtqxdxb4p86	妗妗	舅舅的妻子	geing21 geing242	geing242 geing242				3rvd	x786dmpnwwr	妗妗		2025-05-16 17:05:50	2020-07-17 00:00:00
xbppahrznkk	阿妗	面稱舅母	a53 geing242	a55 geing242				3rvd	xvfjpbebcws	阿妗		2025-05-16 17:05:50	2020-07-17 00:00:00
xcaus3nuh56	手指彈	"手榴彈。拉環像戒指，福州話稱""手指""，故名"	ciu21 ji55 lang242	ciu33 zi33 dang242				3rvd	xfbqz36dka7	手指彈		2025-05-16 17:05:50	2020-08-30 00:00:00
xcvwtfxjz7j	上𱴱	地名，在福州馬尾	suong53 niek24	suong242 diek24				3rvd	xv2rs94k5vw	上𱴱		2025-05-16 17:05:50	2020-08-31 00:00:00
x4vwp8tx4mg	下𱴱	地名，在福州馬尾	a53 liek24	a242 diek24				3rvd	x5hewhfe4yr	下𱴱		2025-05-16 17:05:50	2020-08-31 00:00:00
xkj5em6j25w	埔頂	地名，在福州倉山下渡	buo53 ling33	buo55 ding33				3rvd	xmv3jd3unqn	埔頂		2025-05-16 17:05:50	2020-08-31 00:00:00
xprxczgb8xc	福州食食	福州菜，閩菜	huk21 ziu55 sieh33 lieh5	houk24 ziu55 sieh5 sieh5				3rvd	x8pcykqj2fy	福州食食		2025-05-16 17:05:50	2020-08-31 00:00:00
xgmj97sf93x	施埔	地名，在福州倉山	sie55 wuo55	sie55 buo55				3rvd	xbtfufvkd78	施埔		2025-05-16 17:05:50	2020-08-31 00:00:00
xevxdengvrx	梅埔	地名，在福州閩清	mui55 wuo55	mui53 buo55				3rvd	xxyn8j36khv	梅埔		2025-05-16 17:05:50	2020-08-31 00:00:00
x62kfk96swp	黃埔	村名，在福州永泰葛岭。最早稱「王墓」，明清季取諧音爲「王布」，後寫法改爲「黃埔」	uong21 muo213	uong53 buo213				3rvd	xa4eh8rwh26	黃埔		2025-05-16 17:05:50	2020-08-31 00:00:00
xzcgum5yvfv	葛岭	地名，在福州永泰	gak24 liang33	gak24 liang33				3rvd	xr9fsdqqmz9	葛岭		2025-05-16 17:05:51	2020-08-31 00:00:00
xr8bdyakq5x	埔前	村名，在福州閩侯荊溪	buo55 leing53	buo55 seing53				3rvd	x4cjurm4ee3	埔前		2025-05-16 17:05:51	2020-08-31 00:00:00
xwv4dh2g3jz	埔	地名用字，坡或平地：～頂（在福州倉山）|～前（在福州閩侯）|施～（在福州倉山）|梅～（在福州閩清）	buo55	buo55				3rvd	xhmz6fgsc72	埔		2025-05-16 17:05:51	2020-08-31 00:00:00
xc58c6vbu5u	程埔頭	地名，在福州倉山	tiang21 muo55 lau53	tiang53 buo55 tau53				3rvd	xgfawgspxfc	程埔頭		2025-05-16 17:05:51	2020-08-31 00:00:00
xgq4jt4zve2	上渡	地名，在福州倉山	suong53 nou242	suong242 dou242				3rvd	x5twxassq4d	上渡		2025-05-16 17:05:51	2020-08-31 00:00:00
xqagrarrg85	下渡	地名，在福州倉山	a53 lou242	a242 dou242				3rvd	xwxzvxefehr	下渡		2025-05-16 17:05:51	2020-08-31 00:00:00
xs35fwcdbzm	痚喘	氣道慢性炎症疾病	heu53 cuang33	heu55 cuang33				3rvd	x4d9snjqrjx	痚喘		2025-05-16 17:05:51	2020-08-31 00:00:00
xcpxxcnv3a4	市二醫院	市第二醫院的簡稱	ci53 nei242 i53 ieng242	cei242 nei242 i55 ieng242				3rvd	x5wsywf7ezp	市二醫院		2025-05-16 17:05:51	2020-08-31 00:00:00
x45q4w2xb4v	上藤	地名，在福州倉山	suong55 neing53	suong242 deing53				3rvd	xzbz263e9kk	上藤		2025-05-16 17:05:51	2020-08-31 00:00:00
x9759uybryv	下藤	地名，在福州倉山	a55 leing53	a242 deing53				3rvd	xvugmzdfccf	下藤		2025-05-16 17:05:51	2020-08-31 00:00:00
xdjnmkqhr7d	二橋	閩江大橋，因修建時間遲於解放大橋，得此別名	ni55 yo53	nei242 gyo53				3rvd	xk72paqc4rk	二橋		2025-05-16 17:05:51	2020-08-31 00:00:00
x33aaxyc9g4	橋頭	①橋的近岸部分②地名，在福州倉山	gyo55 lau53	gyo53 tau53				3rvd	xufgy3xf256	橋頭		2025-05-16 17:05:51	2020-08-31 00:00:00
xgjy3n8qa7d	橋南	地名，在福州倉山	gyo55 nang53	gyo53 nang53				3rvd	xkqp7c5rxar	橋南		2025-05-16 17:05:51	2020-08-31 00:00:00
xvz8rnntbut	閩清	縣名，在福州	ming55 ciang55	ming53 ciang55				3rvd	x5rusp22ap5	閩清		2025-05-16 17:05:51	2020-08-31 00:00:00
xy7vp7w4bwe	永泰	縣名，在福州	ing55 tai213	ing33 tai213				3rvd	x9wnx92t46f	永泰		2025-05-16 17:05:51	2020-08-31 00:00:00
x8qnzt8ba9k	味中味	福州老店名	i21 lyng53 ei242	ei242 dyng55 ei242				3rvd	xdpg3gqmutu	味中味		2025-05-16 17:05:51	2020-09-07 00:00:00
xr52rnjjtm5	天份	天資，天賦	tieng53 ngoung242	tieng55 houng242				3rvd	xq67ryx69af	天份		2025-05-16 17:05:51	2020-09-09 00:00:00
x6wztrvws7w	受怪	貧窮：厝（家）𡅏（裡）野（很）～	siu53 uai213	siu242 guai213				3rvd	xkn26q9dhy5	受怪		2025-05-16 17:05:51	2020-09-13 00:00:00
x4d2ry3pqbp	姑嬤	姑媽：哀吓（哎呀），汝（你）～，我遘（到）五十幾歲了都無（沒）聽講（聽說）野（很）虯*（窮），汝嚽（這）是俤所（哪裏）聽其（的）	gu55 ma55	gu55 ma55				3rvd	xehhwryepzy	姑嬤		2025-05-16 17:05:51	2020-09-13 00:00:00
xc4xty434rr	家	暱稱叔父	a55	a55				3rvd	x6qz6xw8deh	家		2025-05-16 17:05:51	2020-09-13 00:00:00
xt9xgqmy4um	面囝	小臉蛋：～白澈澈，呆事做搭搭	ming53 ngiang33	meing213 giang33				3rvd	xhn7yyg7agx	面囝		2025-05-16 17:05:51	2020-09-14 00:00:00
xqcxmtb8q44	後腦枕	代指後腦：後腦～（後腦杓）	au21 no24 jing33	au242 no33 zing33				3rvd	xyyy6js5fwa	後腦枕		2025-05-16 17:05:51	2020-09-14 00:00:00
xqkj2ns55d6	頭形	頭部側影，側臉：～野（很）俊（好看）	tau33 hing53	tau53 hing53				3rvd	x5t9phnpgkh	頭形		2025-05-16 17:05:51	2020-09-14 00:00:00
x2arnj8tycw	可怕	讓人害怕：野（很）～其（的）事際（事情）|真其（的）是野（很）～	ko55 pa213	ko33 pa213				3rvd	xz64k3ndspm	可怕		2025-05-16 17:05:51	2020-09-14 00:00:00
xpj2etdmcqt	恐怖	①感到危險可怕而非常驚恐：野（很）～其（的）事際②讓人感到恐怖的手段與氣氛：白色～	kyng55 muo213	kyng33 buo213				3rvd	xae9qv72k9k	恐怖		2025-05-16 17:05:51	2020-09-15 00:00:00
x4hgn9n96dy	青菜	綠色的蔬菜	ciang53 njai213	ciang55 cai213				3rvd	x7yuy9sbpq4	青菜		2025-05-16 17:05:51	2020-09-15 00:00:00
x2wjtux3wzv	後坂	村名，在福州倉山蓋山鎮	au53 wuang33	au242 buang33				3rvd	x5y3dfy96fb	後坂		2025-05-16 17:05:51	2020-09-23 00:00:00
xrjsvsmazym	祥坂	地名，在福州臺江	suong33 muang33	suong53 buang33				3rvd	xqx74ukqp6k	祥坂		2025-05-16 17:05:51	2020-09-23 00:00:00
xz7er7aubpk	峽南	地名，在烏龍江大橋閩侯一側橋頭附近	heik33 nang53	heik5 nang53				3rvd	xzf9ke8ygd6	峽南		2025-05-16 17:05:51	2020-09-23 00:00:00
x9fvbpnfxcf	小橋頭	在福州臺江，即達道河沙合橋	siu21 yo33 lau53	siu33 gyo53 tau53				3rvd	x98a7v9mk53	小橋頭		2025-05-16 17:05:51	2020-09-23 00:00:00
xyq32feszpj	大橋頭	①地名，在福州臺江區，即解放大橋的北側橋頭一帶②地名，在福州南臺島西北部‖解放大橋的南側橋頭一帶則不稱「大橋頭」，而徑呼「倉前」等	duai55 yo55 lau53	duai242 gyo53 tau53				3rvd	x45b4t6ufqa	大橋頭		2025-05-16 17:05:51	2020-09-23 00:00:00
xnhq2vaafqd	錢塘	地名，在福州鼓樓	zieng33 noung53	zieng53 doung53				3rvd	xvwa9gxhuuw	錢塘		2025-05-16 17:05:51	2020-09-23 00:00:00
xz649cpmmpc	割草埕	地名，在福州鼓樓	gak21 cau21 liang53	gak24 cau33 diang53				3rvd	xvs4tvgt2n4	割草埕		2025-05-16 17:05:51	2020-09-23 00:00:00
xmenqbvnfum	大樹下	地名，在福州鼓樓	duai21 jiu53 a242	duai242 ciu213 a242				3rvd	xpgm956jdmu	大樹下		2025-05-16 17:05:51	2020-09-23 00:00:00
x7d62kp9ufc	九彩	地名，在福州鼓樓。原有韭菜園，故名‖俗讀gau24 jai33	giu24 jai33	giu33 cai33			林枫. 榕城考古略[M]. “韭菜园，今俗作九彩园，名未详何取。有二巷，合而出於小古楼街。”	3rvd	xxkew94s4sk	九彩		2025-05-16 17:05:51	2020-09-23 00:00:00
xswpwyxyc5r	九彩園	地名，在福州鼓樓。原作韭菜園，晚清時已俗作九彩園。後以九彩巷聞‖俗讀gau21 jai21 uong53	giu21 jai21 uong53	giu33 cai33 huong53			林枫. 榕城考古略[M]. “韭菜园，今俗作九彩园，名未详何取。有二巷，合而出於小古楼街。”	3rvd	xex6eh3ya3a	九彩園		2025-05-16 17:05:51	2020-09-23 00:00:00
xz4gfbnr33a	九彩巷	在福州鼓樓。含九彩弄、內九彩巷、外九彩巷‖俗讀gau21 jai55 ooyng213	giu21 jai55 ooyng213	giu33 cai33 hooyng213			郑靓, 刘世泉. 福州九彩巷弄原是一块韭菜园 曾走出黄花岗烈士[N/OL]. 海峡都市报, 2016-11-22. http://fz.fjsen.com/2016-11/22/content_18737487.htm.	3rvd	xbwz9kcry4w	九彩巷		2025-05-16 17:05:51	2020-09-23 00:00:00
x4h7wpps5w6	九彩弄	在福州鼓樓，屬於九彩巷‖與内九彩巷合稱「二巷」‖俗讀gau21 jai55 looyng242	giu21 jai55 looyng242	giu33 cai33 looyng242			郑靓, 刘世泉. 福州九彩巷弄原是一块韭菜园 曾走出黄花岗烈士[N/OL]. 海峡都市报, 2016-11-22. http://fz.fjsen.com/2016-11/22/content_18737487.htm.	3rvd	xkkmn3mcdeh	九彩弄		2025-05-16 17:05:51	2020-09-23 00:00:00
xgbckshfrh5	內九彩巷	在福州鼓樓，屬於九彩巷，簡稱「內九彩」‖俗讀neoy21 gau21 jai55 ooyng213。與九彩弄合稱「二巷」	neoy21 giu21 jai55 ooyng213	nooy242 giu33 cai33 hooyng213			郑靓, 刘世泉. 福州九彩巷弄原是一块韭菜园 曾走出黄花岗烈士[N/OL]. 海峡都市报, 2016-11-22. http://fz.fjsen.com/2016-11/22/content_18737487.htm.	3rvd	xv9tw9665pa	內九彩巷		2025-05-16 17:05:52	2020-09-23 00:00:00
x6awjdq8c3w	外九彩巷	在福州鼓樓，屬於九彩巷，簡稱「外九彩」‖「外」又有人讀ngie242，「九」俗讀gau33。舊名「小古樓街」	ngui21 giu21 jai55 ooyng213	ngui242 giu33 cai33 hooyng213			郑靓, 刘世泉. 福州九彩巷弄原是一块韭菜园 曾走出黄花岗烈士[N/OL]. 海峡都市报, 2016-11-22. http://fz.fjsen.com/2016-11/22/content_18737487.htm.	3rvd	xhun7cqpa8v	外九彩巷		2025-05-16 17:05:52	2020-09-23 00:00:00
xs8x49rysag	蘭圃	村名，在福州閩侯祥謙鎮‖又作「蘭浦」	lang33 muo33	lang53 puo33				3rvd	xg7vmzsspnv	蘭圃		2025-05-16 17:05:52	2020-09-23 00:00:00
xheapvhxbb4	大橋	橋名，在福州閩侯，連接尚幹與蘭圃	duai55 yo53	duai242 gyo53				3rvd	xavwjhnpj67	大橋		2025-05-16 17:05:52	2020-09-23 00:00:00
x32nh7u7mka	過浦	村名，在福州閩侯尚幹鎮。本地與祥謙鎮蘭圃（又作蘭浦）村有大橋相連，故以其目的地得村名	guo53 wuo33	guo213 puo33				3rvd	x32x5dqh9f2	過浦		2025-05-16 17:05:52	2020-09-23 00:00:00
xbxnsvyjgtw	百姓	平民‖也有人讀作beik55 seing213	bah53 lang213	bah24 sang213		fzho, liji		3rvd	xtj83ujc862	百姓		2025-05-16 17:05:52	2020-09-24 00:00:00
xmr32x2kgxg	水平尺	計量器具	zui55 wang21 njuoh24	zui33 bang53 cuoh24	zy55 wang21 njyoh24	liji		3rvd	xwvut2cu2st	水平尺		2025-05-16 17:05:52	2020-09-24 00:00:00
xtykjrse7st	男子漢	成年男子	nang21 njy55 hang213	nang53 zy33 hang213				3rvd	xrqkwg8j6m8	男子漢		2025-05-16 17:05:52	2020-09-24 00:00:00
xcrbuqkaqpm	客車	用於載運眾多乘客及其隨身行李的汽車	kah55 jia55	kah24 cia55				3rvd	xgadkqyk9tu	客車		2025-05-16 17:05:52	2020-09-24 00:00:00
x4mwtynxmng	啤酒	酒精飲料，用淀粉水解、发酵产生糖分後制成	bi33 jiu33	bi53 ziu33				3rvd	x3tr2bpyvwc	啤酒		2025-05-16 17:05:52	2020-09-24 00:00:00
x2c77dsjvrb	𧜞囝	女伴的輕佻說法	mang53 ngiang33	mang55 giang33				3rvd	xtg939yfs5r	𧜞*囝		2025-05-16 17:05:52	2020-09-24 00:00:00
xbj84wrq7ap	搭骹	女性找男性做伴侶的輕佻說法	dak21 ka55	dak24 ka55				3rvd	x38v5wjdvjv	搭骹		2025-05-16 17:05:52	2020-09-24 00:00:00
xvrdsw6mvud	去搭𧜞	輕佻說法，指男性前往與女性的約會	ko21 dak21 mang55	koo213 dak24 mang55				3rvd	x4hbzk5y3pw	去搭𧜞*		2025-05-16 17:05:52	2020-09-24 00:00:00
x323edrvpau	臺北	城市名，在臺灣北部	dai21 wooyk24	dai53 booyk24				3rvd	xjwrk59mhac	臺北		2025-05-16 17:05:52	2020-09-24 00:00:00
xm984g4f5t9	臺南	城市名，在臺灣南部	dai55 nang53	dai53 nang53				3rvd	x5dqamfmcv9	臺南		2025-05-16 17:05:52	2020-09-24 00:00:00
xxxupbby2jr	三明	市名，在福建中部	sang55 ming53	sang55 ming53				3rvd	xga9gukyadz	三明		2025-05-16 17:05:52	2020-09-24 00:00:00
xspaef2cwjd	寧德	市名，在福建東部	ning21 daik24	ning53 daik24				3rvd	xma6k4cpccf	寧德		2025-05-16 17:05:52	2020-09-24 00:00:00
xyb2sc87fbj	泉州	市名，在福建南部‖連讀變調後的泉州與「漳州」同音。爲辨義，有時直稱泉州爲不變調的zuong53 ziu55，或以字形特徵稱爲「白水泉」	zuong55 njiu55	zuong53 ziu55				3rvd	xah24w3uw8j	泉州		2025-05-16 17:05:52	2020-09-24 00:00:00
xz234ds4zqp	漳州	市名，在福建南部‖連讀變調後的「泉州」與漳州同音。爲辨義，有時直稱泉州爲不變調的zuong53 ziu55，或以相對地理位置稱漳州爲「下漳」	zuong55 njiu55	zuong55 ziu55				3rvd	xbn52er8quu	漳州		2025-05-16 17:05:52	2020-09-24 00:00:00
x3tmk3d94m5	鼓樓	①東亞古代城池或傳統寺院中放置大鼓的建築②地名，在福州	gu21 lau53	gu33 lau53				3rvd	xh6nnn3trtn	鼓樓		2025-05-16 17:05:52	2020-09-24 00:00:00
x23br9fhk9m	黃樓	建築名，在福州三坊七巷之黃巷‖uong33 lau53爲當地人讀音。也有人讀作uong33 leu53，取文讀	uong33 lau53	uong53 lau53				3rvd	xrbkbr5v25u	黃樓		2025-05-16 17:05:52	2020-09-24 00:00:00
xxx8baeg5n3	倉山	①福州倉前山的簡稱②地名，在福州	coung55 nang55	coung55 sang55				3rvd	xwz3frhqx5c	倉山		2025-05-16 17:05:52	2020-09-24 00:00:00
xedp9nm62c9	馬尾	地名，在福州	ma24 mui33	ma33 mui33				3rvd	xy7dsxmeqm7	馬尾		2025-05-16 17:05:52	2020-09-24 00:00:00
xvexr83t4ru	晉安河	河名，在福州	zing21 ngang55 o53	zeing213 ang55 o53				3rvd	x2uzeant4x9	晉安河		2025-05-16 17:05:52	2020-09-24 00:00:00
x23hrnwjdku	白馬河	河名，在福州	bah21 ma21 o53	bah5 ma33 o53				3rvd	xzdu8rh7pb7	白馬河		2025-05-16 17:05:52	2020-09-24 00:00:00
x7z8kwm9v4j	閩侯	縣名，在福州	ming21 ngau242	ming53 hau242				3rvd	xhnamgtage8	閩侯		2025-05-16 17:05:52	2020-09-24 00:00:00
xjzpgt7tgpw	侯官	舊縣名，在福州	au55 uang55	au242 guang55				3rvd	xg4z86jhdx2	侯官		2025-05-16 17:05:52	2020-09-24 00:00:00
xb68egvjfys	侯官縣	舊縣名，在福州	au21 uang53 ngaing242	au242 guang55 gaing242				3rvd	xmknha99n4j	侯官縣		2025-05-16 17:05:52	2020-09-24 00:00:00
xtmp6tfw8nf	閩南	指福建南部	ming33 nang53	ming53 nang53				3rvd	xnvkh989v2k	閩南		2025-05-16 17:05:52	2020-09-24 00:00:00
xk63gzpzwyq	南平	市名，在福建北部	nang33 ming53	nang53 bing53				3rvd	xyzske3k2km	南平		2025-05-16 17:05:52	2020-09-24 00:00:00
x3c6dz2fc85	武夷山	山名，在福建與江西之間	u21 i55 lang55	u33 i53 sang55				3rvd	xf7r547j2wn	武夷山		2025-05-16 17:05:52	2020-09-24 00:00:00
xgbykbmsrts	仙遊	①外出求仙訪道②縣名，在莆田	sieng55 iu53	sieng55 iu53				3rvd	x6r8u9xcymn	仙遊		2025-05-16 17:05:52	2020-09-24 00:00:00
xt5b5asxy8r	銅盤	地名，在福州鼓樓	deoyng33 muang53	deoyng53 buang53				3rvd	xvu6z7rvgm6	銅盤		2025-05-16 17:05:52	2020-09-24 00:00:00
xxguhvbagfy	左海	①謂海居於東②水體名，在福州市鼓樓區西北部③福州市的別稱	zo24 hai33	zo33 hai33				3rvd	xvgcdfudv5y	左海		2025-05-16 17:05:52	2020-09-24 00:00:00
xzmadkw9aqw	左海公園	公園名，在福州市鼓樓區西北部，以左海得名	zo24 hai33 gung55 uong53	zo33 hai33 gung55 huong53				3rvd	x97ck66u67w	左海公園		2025-05-16 17:05:52	2020-09-24 00:00:00
xd38jnwkhn6	三角井	地名，在福州西湖附近	sang21 geoyk24 zang33	sang55 gooyk24 zang33	sang21 geoyk24 ziang33			3rvd	xg39njjjpzx	三角井		2025-05-16 17:05:52	2020-09-24 00:00:00
xry4gzt5xa5	師大	「師範大學」的簡稱‖俗讀sy53 luai242	sy53 lai242	sy55 dai242				3rvd	x6g6uvrrsaf	師大		2025-05-16 17:05:52	2020-09-24 00:00:00
x5s33nyywqf	福建師大	「福建師範大學」的簡稱‖俗讀huk55 gyong213 sy53 luai242	huk55 gyong213 sy53 lai242	houk24 gyong213 sy55 dai242				3rvd	x3b4tukebwx	福建師大		2025-05-16 17:05:52	2020-09-24 00:00:00
xxqfu9xd2jw	半青歞	詈辭，流氓無賴	buang21 cang53 ngooung242	buang213 cang55 ngooung242	buang21 ciang53 ngoung242	mqig		3rvd	x4hu9c858t2	半青歞		2025-05-16 17:05:52	2020-09-24 00:00:00
x3aqynt2vhh	可笑	惹人恥笑：野（好）～	ko55 ciu213	ko33 ciu213				3rvd	xkb2bngm8qn	可笑		2025-05-16 17:05:53	2020-09-24 00:00:00
xsmz6f9jkkt	世界話	「世界語」的俗稱	sie21 gai53 ua242	sie213 gai213 ua242			Wikipedia biĕng-ciā. Sié-gái-ngṳ̄[G/OL]. Mìng-dĕ̤ng-ngṳ̄ Wikipedia, 2018-05-31[2020-09-24]. https://cdo.wikipedia.org/w/index.php?title=Si%C3%A9-g%C3%A1i-ng%E1%B9%B3%CC%84&oldid=71999.	3rvd	x7bwhxtbzp9	世界話		2025-05-16 17:05:53	2020-09-24 00:00:00
xsrkp989j2s	日本話	「日語」的俗稱	nik21 buong55 ua242	nik5 buong33 ua242			Wikipedia biĕng-ciā. Nĭk-buōng-ngṳ̄[G/OL]. Mìng-dĕ̤ng-ngṳ̄ Wikipedia, 2019-09-16[2020-09-24]. https://cdo.wikipedia.org/w/index.php?title=N%C4%ADk-bu%C5%8Dng-ng%E1%B9%B3%CC%84&oldid=81937.	3rvd	xrannm6855p	日本話		2025-05-16 17:05:53	2020-09-24 00:00:00
xbxkjensmd6	食貨	隱語，指嫖妓。二十世紀出現此詞	sieh21 huo213	sieh5 huo213			孔丽, 高思颖. 专家称福州话“吃货”有嫖妓含义 开玩笑要慎用[N/OL]. 东南快报, 2012-05-03. http://www.chinanews.com/cul/2012/05-03/3861627.shtml.	3rvd	xha2n5dtpeh	食貨		2025-05-16 17:05:53	2020-09-24 00:00:00
x46vv5rzep8	無好死	詈辭，咒詛不得好死：硩（壓）船底，～	mo21 ho24 si33	mo53 ho33 si33			孔丽, 高思颖. 专家称福州话“吃货”有嫖妓含义 开玩笑要慎用[N/OL]. 东南快报, 2012-05-03. http://www.chinanews.com/cul/2012/05-03/3861627.shtml.	3rvd	xk8hvpgn7ew	無好死		2025-05-16 17:05:53	2020-09-24 00:00:00
x75pkknws3g	燉煲肉	福州菜，用豬蹄的某部位，在溫火中慢慢燉煲成	dung21 wo55 nyk55	doung242 bo55 nyk5			方炳桂. 这些福州方言字词 受外来语影响被误读误写了[N/OL]. 东南快报, 2007-11-10. http://news.sina.com.cn/s/2007-11-10/021412876842s.shtml.	3rvd	xpbagb34xev	燉煲肉		2025-05-16 17:05:53	2020-09-24 00:00:00
xubx5rrbxk9	炒豬肝	炒豬肝	ca21 dy55 ngang55	ca33 dy55 gang55			方炳桂. 这些福州方言字词 受外来语影响被误读误写了[N/OL]. 东南快报, 2007-11-10. http://news.sina.com.cn/s/2007-11-10/021412876842s.shtml.	3rvd	xabaxzaf9ds	炒豬肝		2025-05-16 17:05:53	2020-09-24 00:00:00
x7wvxskdujm	生煎排	生煎排骨	cang21 njieng55 me53	cang55 zieng55 be53			方炳桂. 这些福州方言字词 受外来语影响被误读误写了[N/OL]. 东南快报, 2007-11-10. http://news.sina.com.cn/s/2007-11-10/021412876842s.shtml.	3rvd	x49sqjekcve	生煎排		2025-05-16 17:05:53	2020-09-24 00:00:00
xfuxe9hqwkk	分手	以死亡之外的方式結束親密關係	buong53 njiu33	buong55 ciu33				3rvd	xkhbr8zf4tj	分手		2025-05-16 17:05:53	2020-09-24 00:00:00
xuhfg9hyyb8	做囝	倒插門	zo53 ngiang33	zoo213 giang33				3rvd	xvrt3yx52x3	做囝		2025-05-16 17:05:53	2020-09-24 00:00:00
xr3p64j3x4w	做半囝	①榕俗，倒插門的人在自己父母去世時祗能着一半的孝服。倒插門平話稱「做囝」，故名②榕俗，女性有男伴而未結婚時，若自己父母去世，又承認男伴身份，則男方也着一半的孝服	zo21 buang53 ngiang33	zoo213 buang213 giang33				3rvd	xn9zhpw8tj7	做半囝		2025-05-16 17:05:53	2020-09-24 00:00:00
xax4be8qbds	姑博嫂	榕俗，兩家都有子女，若一家以男兒娶對方女兒，則以自家女兒嫁予對方男兒	gu21 wouk24 so33	gu55 boouk24 so33				3rvd	xeyj3rnt4dm	姑博嫂		2025-05-16 17:05:53	2020-09-24 00:00:00
xv9mnkhf478	燜麵	福州菜	moung53 mieng242	moung242 mieng242			方炳桂. 这些福州方言字词 受外来语影响被误读误写了[N/OL]. 东南快报, 2007-11-10. http://news.sina.com.cn/s/2007-11-10/021412876842s.shtml.	3rvd	xgev53uw9s7	燜麵		2025-05-16 17:05:53	2020-09-24 00:00:00
xtnrkdqs2s9	方塊肉	東坡肉	huong21 leoy55 nyk5	huong55 dooy213 nyk5				3rvd	xf9zxk9cnqt	方塊肉		2025-05-16 17:05:53	2020-09-24 00:00:00
xwaug6urv2s	赤骹醫生	赤腳醫生	cik21 ka21 i55 leing55	ceik24 ka55 i55 seing55				3rvd	x9s49uc6nce	赤骹醫生		2025-05-16 17:05:53	2020-09-24 00:00:00
xgwva9ve8sj	足球	足球：踢～	zyk21 giu53	zeoyk24 giu53				3rvd	xy2r2s7fwqe	足球		2025-05-16 17:05:53	2020-09-24 00:00:00
xbgp9p3v483	病痚	哮喘	bang55 heu55	bang242 heu55				3rvd	xbcnsj2yzvv	病痚		2025-05-16 17:05:53	2020-09-26 00:00:00
xsbkbsh5e69	薄㓟	較薄的銼子，用於銼削	boh55 wie55	boh5 pie55		mnhu		3rvd	xn2v7nvnfgk	薄㓟		2025-05-16 17:05:53	2020-08-27 00:00:00
x82hm8hbkcu	哪吒鬧海	①神話傳說。因妖龍作祟，殘害百姓，引出哪咤大鬧龍宮水府②二十世紀前半葉福州某些龍舟尾部所畫圖案，以圖威風	no55 ca55 nau53 hai33	no53 ca55 nau242 hai33	no55 cia55 nau53 hai33	mnhu		3rvd	xvz4xdmwmj6	哪吒鬧海		2025-05-16 17:05:53	2020-08-26 00:00:00
xna5wvycge6	托塔李天王	①中國古代神話人物，道教神仙，原型來源於唐朝名將李靖②二十世紀前半葉福州某些龍舟尾部所畫圖案，以圖壓制船尾畫「哪咤鬧海」的龍舟	touk55 tak24 li21 tieng55 uong53	toouk24 tak24 li33 tieng55 uong53		mnhu		3rvd	xq8k5vhzmrw	托塔李天王		2025-05-16 17:05:53	2020-08-26 00:00:00
