id	md5	yngping	speaker	note	updated_time	created_time
xmha97caq2e	60a35a5e781e65b4c167830567d17367	cy21 liek53 giang33	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xprn65zz2ve	7be6989fe1ce07c4065ac656bbea7a56	suong55 pui53	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
x2v8ejgzcvs	63b92fdd33003200d7e9e7339814195c	suong53 ngang242	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xjkbgsqnbp8	eb8db3b69b00c70cbe101e45d1e2a5e9	lang21 teo53	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xy457r2ezp7	3deab47bcefb555f906cf12280222ed6	lang21 ngua55	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xrekw6f9tns	4046897f860954663cca519ff9906c57	lang21 puok5	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xjbve5pyb9z	fce4eba03a6df3ae93d081b82f5c5b8e	siek33 giang33	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xmgybnuhxe8	c13401936f76b61a25c5cce64f7f3734	siek5 tai55	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xj4xyh44mp6	db76e58da2c584b3fa05a6fbd04189c4	duai21 liek33 beo33	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xw7wp8bsgvd	390954b09891aaf15e4b6b6ce5536820	ngai55 ziu213	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xv2mdy92bvy	6ab87e2944695714c94efcfc17fdb4e9	cy24 ngai33	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xzhde5r8nar	d3884ad0b0a08199f5fab5bf5eef142f	ming53 neing33 ngai33	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xuxdg3bqqws	41e31be682eb21f2a8957c0207c6735c	lau21 u24 ngai33	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xyhqr9jm8gx	3ec1f4f9e202b37c951b90bb2ee0b297	hu24 ngai33	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xbf53r8jzv6	e58606d1f0b335c0f689d0d6fa9a2b94	tieng21 zi21 nga53	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xpg6a4tgcry	9b5cea8061ec02fd6715bbec0af4bc5e	tyng33 ngai33	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xw4nymxqbx9	092a03b0cdbd3433f32ed150c113716a	ngai21 ngyng53	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xsk27r74ecc	708defdec43acd06de3b679253d06993	ngai21 suoh5	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
x3c64pd2tvq	e4c2a505a6e7360a970372f501ae5ce6	ngai55 ceoyk24	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xhqm4ddjzqb	fe126172eebdc3ff0ca7f0183d62afee	ngai55 zoo242	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
x47khykrs98	c9850e2414775404c72743a44531cfa5	ziu53 ngai33	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xk78tehmhyb	f5c9e06bfdb67a12d3112e0e4856568d	suong53 ziu213	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xvzrvaxm7uf	8da93c19546a17f2e6e746915100e182	ngi55 sai53	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xx7u2d63bdy	e87e18d41a87a515df6cb8adc92a5200	ngi53 iang33	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xvzvahqet2j	ec3ea699f4f6f98c853b48b5e7ac198e	ngi53 mui33	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
x4kfybuhxmy	6fc9cfa2a95804f1e3e2a5c1af9bb646	ngi55 juo55	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
x9nab2bfbnj	bcfdfefbdfc2fdefee11087166175406	ngi55 gieng53	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
x8p4gsxxt5x	be22adbbecac08eb61b1d6b6533bea1a	ngi53 ooyk24	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xy6gw8fwx3r	70d6a34cefea99c1666b85290445880f	ngi55 keoyng55	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xuthyyqvu57	9866541b3c1f9cb2ca40d036f9f2b63b	ngi53 lai33	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xpbsusdzgmm	2255cfe8b6565003fd55ef721d71c951	ngi53 pui33 nuong33	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
x684mj2fakr	52ff6055077e52a27b47d35f9d70c0d8	ngei242 diu55 se55	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xsr5jetsc78	474c1ff85a9e206ded826d8e05f9f0fb	ngei242 u53	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
x9yc2j7kc2j	bc4e9192402d1ee0fe87c9fc2382c909	ngei242 seik24	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
x362d96c5ae	1a790c03d0629e42097329bfc3b3b017	a55 hai53	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xddbfv3xagq	db84c0737fdcb423169ac63075e00c70	touk5 hai53	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xvwuasn2tu6	dde2b847435c7419509c57637dcf1529	ho33 leoyng53	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xxkeknw84es	87a2765498f5ea2b5879c6986902a365	ho33 leoyng33 nguong33	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xytjp6hr4v3	da8ce7609dbf438e18f5a8f74bc91059	ho33 leoyng33 houk5	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xdex9netp7y	42e5d6fd2cada7c0cd00e39ecde6bb10	ga21 lang21 houk5	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xut5xbdea4m	1fb47df911a38828a84410ed8f7473eb	cy55 liu55	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xtwru422c2e	bc3a6fe20972f7f182647559c7d9b2d4	duai55 hu55 ly55	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xdjyhy2psd9	0fe45b7ba9c13152ff5254aa774f2f28	beik21 zi55 hu53	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
x8uwsfakcun	d7fae9189e76d9782b7b3d5203f8f330	beik21 zi55 ka55	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xqt2st2c23q	4cded6043a362bf7bc8dbfd2f1871975	cy53 we33	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
x6xcjrep7fs	a36ae9dfc834dcb65af7b289e9e7a807	gieng55 nau53	Speaker_1		2025-09-28 00:46:56	2025-09-28 00:46:56
xsrm9buqy27	378dc939612b5a0e0877b40e7835edac	heik21 die53	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
x2jd869yxds	65004f341e2a7836276282d2e9a850a5	buong53 nie21 oouk24	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xjufv36vzxg	7097b272cc2ee48e024429bbc4cd74f1	heik55 die21 oouk24	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xkgt9ddgfzc	f7258c60b04cf3da9c328e0c1d8d1317	touk33 hing53	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
x8wqrznq8nk	d4d584c0a5304002b5cba05e36a3d023	touk55 gieng55	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
x64mnu69hw5	76ab24f5cc9276f30591c806cdb4fc1b	ciu24 leoy33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xf6v7zjt3sc	d6dda2fee656444a4cefd9f3a8c3f0f1	ciu21 lang53 looung242	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xt9uzpq4fs8	ed0dee7cd994380678afa00c0b0db549	ciu21 uang55	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xetw6wsf5fj	bae65c54f622de7f41ded68a3adb0218	ciu21 lang55	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xq5bm6vb26n	a0d4915d9a00a7019c68ad4bf362a518	ciu21 mah5	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xqwhf4qrrgx	134157066453224a45e1b2b2e29b9419	hyong53 nu21 ngei242	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xaz79v8nmux	926e83332e5468908bee37165da3afce	goh21 loh5 a242	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xf8dc8pd786	c270aaaf102dc7f58dddcf39f8fb37a0	gie21 lik53 goouk24	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
x69ndyxtsn2	f194a7822c2dbdde5e52cf7ab26f58c0	ciu24 uang33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xnc5enzv7er	d1eab3749fcccf5c55b5d84917581491	siu21 weing53 njiu33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xaxkhq2dxd3	bfac76f90fc2fc3eda9d9e67c06d5949	do53 jiu33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
x2gacgm4p3t	450ef9bb0ce2fd363da2e69f75e99ac4	do21 uang24 njiu33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xatxpy58gq7	a628d7fcd9bce566abf25a136bded7fb	do21 ly53 iu33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xfng3bx5h4w	56e864cf7e2fc3092211a0084e9d28d3	duai21 weing53 njiu33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xugp76r88fv	57c4b80c4cb991b28c101add7cdf35bb	ciu24 ji33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xqmfdbhs9uz	5c8203e9823cac913bd3c68c9b5157d9	ciu55 jaik24	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xq4atvy7z8b	b40cd1bd0fc9ede94c02d89bfcb71567	zai55 poung213	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xhegbs8jn37	44a3dde68eb8188b54c9f77d1da7c1fd	ciu33 jai33 poung213	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xbstf5hnbzq	3a48e2789509dc2dc2597a54ccd8a7aa	duai21 mo55 mo55	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xzdmavmnr59	df9690e3d60f4706045210821799608e	gie21 eoyk24 zai33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xdxu89jhbyn	bb884d8c52e67833b9f6564c81e72d08	dai21 loung53 njai33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
x8crqv86fxg	1572a7f7c81fca41eba01c25f4897648	neoy21 jiu24 jai33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xengubaeggj	5eb940f5270bb03453117e56be9b7a11	mui24 jai33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xn7xhdy9t3c	2b09634a5f3957ee66c0fcbd5805c57f	zieng55 ngak24	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
x9yv39gxp54	3a8763d8308119ab16d03dfab3a36c07	zieng21 ngak55 poung213	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xvse2gz765j	83f6f8ba9f967771af378a7410ac25a0	gung33 nau33 mo33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xnkhqkqjwbq	c139c521cb0433ed2a7b36e47efccf8a	ba53 juong33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xfkrnreuj4v	0c9c124f690aa4f413356ff31e750a92	ciu21 ling55	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xw5wyvgy99d	933c2ddc7ad26f12f4d3dc355578fbcb	ciu21 lau53	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xure3h6u3bd	9c43da5c96a5824d86afb0d76a693bb9	ciu21 jai24 mui33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xwe2ndq8gr2	2a4ebf7e71401625a3c11b86ead0934f	ciu21 ling53	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xxmdb67fm5q	fb2768b2b735a13b1f1eaf67422c7b16	ciu21 ling53 nie33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
x9uqbwfegmf	bec3f3268f581d698960e367db2412fc	ciu24 de33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
x3n3ejrkbx4	94f7823f83567b2f77f6a8ed06691ed3	ciu55 eing213	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
x9jqxh6gtnr	b8adffae20ef633d6e93c9df17cfc590	ciu55 wie213	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xt3eh674uat	3d28cecf52508f4f5f765dd812ad1b57	ciu24 juong33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
x29yjky99n6	dea607458f5ab404f5194e06e3f16777	ciu55 eing213	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
x4m89uwqhvw	2837ca5ab72ec2fbbfe134ff5e9bcb31	ciu21 mui55 eing213	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xj6z4787dve	3a13e023af3c120892ef77a2cc580f4a	ciu55 meing213	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xxevbykgpr5	4e7119fd1296012917a0e38582f171f9	ka53 leoy33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xa3yvuc9t2z	61d6b6abe7655cebf883e7b82da1ef32	ka21 wang55 geik5	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xpam8uteaek	b2b1e2687a5f264ae4c3f1a4cd880b70	teoy55 lau21 oouk24	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xhtr57nab8a	004adc3dbec9f352a7317e9674e5fa17	ka21 leoy24 iang33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xdb2usb9e6j	16b427e767dc344fa3954e98408251b2	ka53 du33	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xhdej5e3k8q	8a8add10400b07d06e6de6d643ff9053	ka55 lieng53	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xhvp4nuu9mb	8b43716d281edc9277b5140f5f7ed122	ka53 lieng21 ngoouk24	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xfmzufac385	a168d68a629091cb78b8dafff9beb516	ka21 wuk21 tau53	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xcqjntt3xp5	5f1aa31dfcee47ef7e8b1f10e5f5cb0c	buang21 ngoouk24	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
x9tqjfp9vqx	a60492697685de6fe8e3329876be8a93	ka21 wang53 nga242	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xj5csfq3uch	30649dc73cb4cb5d7c227293a1ad0b14	sai55 niu242	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xhne372vfh5	0a58b37f40880e1d185948fbeb8d4587	mui21 wau53 oouk24	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xphy2u7wa63	c9487e4d64ed7a26aa80a5018f63a0b6	mui21 wau53 lei213	Speaker_1		2025-09-28 00:46:57	2025-09-28 00:46:57
xkquvpcyjsz	08fc446351ea38510f4f1a91b2aeeaec	neoy33 jiu33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xbfgs3knd98	99b2bc6e508d93e38d9472dde1b5ed04	ling55 pa55	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xunpzmb7mjy	abb0c32d55d1a5defaf76ed39f7ad90a	zeu55 looung242	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x2mp58zmmbf	aa5e023285c74040dca4b546c19c06d9	ba21 wa53 iang33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xyryexzqb46	1f8b37a1cdc1de85b35485a360eb73c1	gu21 gu53 iang33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xtmgfrf8tyr	8738a933e3ca077d3f2e81a149ea5587	ba21 wa213	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x2st64pwjwj	96c9e5aeb99a5decf6cfafbf4e6f86d5	ka55 meoyk5	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x8x2gamewvj	e2e32dc8545c3be6ed02782381763008	ka55 ling53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xquj39vf4mf	62857699391b666f939256bfe58537b0	ka53 jiu33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xm4vvb2tya9	1ee228d92df979726fd9f188220bc7fc	ka55 nuong33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xw755aj5syq	db74ad08ce3273aa68c2a6b0a76935cd	duai21 weing55 nga55	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xh73x849rj5	312fb733fab9859c836d1790c6c584fa	toung21 nieng21 nga55	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x625uhnph66	94d764212e1c6823ed2bb18c732c155d	ka53 meing213	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xdujp6289pe	a3f10e8993b937e1d534518b3f42dc26	ka53 being33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x22c89kk3z2	e89e524d16a7b8d633db60859f95f739	ka55 iu55	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xzpphxn642j	13aa115dd25fd6d4d13d66a0d64d3191	ka21 jai24 mui33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xerjysfuv96	ac020516d254d39a74315b8f5aee7943	ka53 jai33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xeevgakzcjz	8bb0cf3471fbafcff130be489185fcb9	ka21 zieng55 gak24	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x8r5u92f2f6	962f09a393df09653ad20cf882f10c19	ka53 mui33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xe3zxd3ky84	1fc575b7657fc336d0c463361244ac7d	ka53 giang213	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xztuqqcydva	f3680bee145ce79464889d2ad7da8921	ka53 poung213	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xpv5vgqz4ef	8d346daaea4a13de987496ff81fa3499	ka55 lang55	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xchurvqnbdv	b91393034d327da9c404eadaca24522f	au55 lang55 dai21 dai213	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xgefzujrrfg	95b209fc68f0751af18407e6775e6e33	ka53 eing213	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xy4frc257bw	62cefffae089fdeab413e3910fd0cc0d	ka55 wuak5	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xgd3b2dpz75	a178fc3417b938a8ace0a762e069d677	ka55 neing55	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xkbnrnapp5u	576feb4d91eacc02ff8e907d8e534897	siu55 ka55	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x5pcjsxs3mb	afa81bd95baa5333472ad687d9dd1070	buang21 duo21 siu55 heing53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xn42h5qezaj	1c4320a39a9e53a3e108d0180df70e34	dieng55 nga55	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xtjt928xgdt	e4bf54378147dcace9badec4e2ccc57a	sing21 ngang33 nau53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xq4djsbxpjw	74a8b723f049ee66ae87daf7fa68bd2a	sing21 ngang55 neing53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xdtpz6swcqm	d465dd0354103018f91661a5518921d6	leoyk53 deu21 oouk24	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xd3w4pa4sab	659f3f5a726c209da89041e35f2adca8	neing55 neing55	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xdzkjh39wwf	cc556a3eabe6d338dce322d594105783	buk21 lo21 gyng55	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xxc2fs8vmyn	cde3884a016a0b068363b7fe157fd67d	buk21 lo24 mui33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x742e5xynsf	15ecf5ea5046c4ac5487c24077c72817	buk21 sai53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xssmwusdjrv	c9904b9de767d72b1390aa301438a455	sai53 eing213	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xye24xnqxvn	0f323c52849e6aa7b0507849d530faa5	toung21 miang55 miang55	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xcexuanb92u	4cbef83f8397d1f8ba9dd3c9e194c553	giu21 liu55 kiu53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x8km4tfqa8m	d61026dae2e52b187970acca5a864cce	soung53 muang33 zi33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xmjtw325a7j	6090f3adf122860a2db01ddac156bf39	sing53 te33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xqefqtbvh7v	626027d56364531653d2655f6b461678	sing55 ne0	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xrjjenf6yjs	fade2ced1ec7784677d2d7c89cc9c981	y53 a213	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xm2e5vx6j4f	6ac073b77b5757a8f3016a18cc9aed00	hang53 ma33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xm439rt72ra	9140c6b56becea42f22e8bddbf0778ac	sing55 mui55	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x3xcmbh7n97	93effc5df87eb1bdfae7ecc57449eba7	sing55 zeoy53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xgm36d8rmrr	381c5ac8252f5d429c63c912c27da5a6	pui53 wooyk24	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xh9jf86pena	6fce6c18b536c7c731e8055d77fe050f	kuang33 kuang33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xj9zh6t874y	f9a98b6a984c5154b9a17887bcb66e98	lang55 nak5 leoy53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x3ckkw3nrr3	1b330cf5fa95c964178323bac04d1df4	ciu21 ung53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xn49xkvy4g8	aa369501ab62b93634db7b97692e407c	mo33 leoy53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x9vkhb6vaqk	f7977511fb458a412fa7eb0ab84febb2	kung21 mo53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xwgvpvaqs98	14eae0172ac3b623e17c20448da6ad90	mo33 mo53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x5qdx697vuk	5da54b6ea33c3ceb19634cdd6b679d0c	nyk21 leoy242	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xrya5umgjn8	f60fcbab168ef5bf0f0a9f03d636720d	guang21 ning53 njei213	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xzfswxynryx	81729d97616657a67b15adf29c93deb3	u53 zei213	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x693sk6xhg4	36a9c4db1acdeae19dea7962a9238b57	gyng53 nuo242	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x3ckkjsha6d	9d0394ac1a01341bce8816cf5fae2bba	la21 ja53 nooh24	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xk5gytqbn8k	5a02f20d70570122a99899918b6bed84	heik24 zui33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x5nmnzhyenf	a64255b05314705cf05347254f7b2faa	heik5 duo242	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xjj362xx7gp	ad3ea488401990f9be76c2ca061122de	heik24 mo33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xz9cknzrd2j	26c05dbf984ac8e6b0fdc95d720c13fa	cang55 gyng55 huang21 pei213	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x8vyc3tzvvg	8dbcd1fb82c24ae64bf6d22c8cd80014	cang55 gyng55	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xt6qjbq7agh	8722e66e26d14bf54892dfd8a1b10849	coung55 mah5	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xs5xu4genvz	416f64b5b818d6df8e249ce58e5ebc02	leoyk33 mah5	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xrm94666te5	90cffbfed35bccb19d3b6d3f4d5041b2	leoyk33 mah5 buk21 deu33 huo53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xwmqknpkdwk	b3ecd2e132f00fa0502f4932af0afe94	ngu55 jooung242	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xhqkyxw2jh4	167b42caac9724cda20edd67969e6149	sing53 siu213	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xzjycmr6ad6	19c58b1ba6380a6b68bf92279eb5300f	sing53 neoy242	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xw9cxhw8w88	13f6217de8c1a89cbe69c1758301c659	ku24 lang33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x2skesknrvn	a38fcb81c640d2c2bb6934c5bff14a74	bi21 ui242	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xvx8k2pwqsj	44d8680177b79346e94bea712d221777	bi55 ua55	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x9bnmruwa2c	be6834d39d87cc613831f43eaec8e9f7	bi33 lu33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xnq2zfzk822	2254b99d9fdb3efdfff282b3a848eb8c	buk21 doung53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
x83e2r27x2t	7516228841fc631e148e9fbefeb868ee	duai55 loung53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xyhawgg5gnm	55389746afdec700d666e99073ef80c1	siu21 loung53	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xfx8qe3ucps	cef38ae500e4f158766393524337dc25	gang53 nguo33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xvr7przsdwb	79a54e2049f6fa8bc3cf3af0bab9dee9	sang213 nai242	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xh622s8kj95	9915e8b0765d239eb5ebad34746416ce	sang213 geik24	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xkz3ukwqzu6	431a444b57fab4b8e7a63cae889f46ac	duai53 miang242	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
xr2d37vreb8	924e41e47ba56cb2b947e5582517eea6	gang53 dang33	Speaker_1		2025-09-28 00:46:58	2025-09-28 00:46:58
