id	word__id	word__text	text	literal_pron	word_literal_pron__id	sandhi_pron	word_sandhi_pron__id	page_number	page_order	content	original_comment	comment	note	updated_time	created_time
xquqzsz9mxj	xbc3gwvht9x	外媽	外媽	ngie242 ma33	x2dtmrbb9vh	ngie53 ma33	xavxyhfabqe	106	24	"[{""expl"": ""外祖母。"", ""sent"": []}]"	媽，上聲			2025-05-16 17:00:29	2025-05-16 17:00:29
xtqfpvzs6p4	xp3jscxtgem	外媽厝	外媽厝	ngie242 ma33 cuo213	xf7t8g7rzs8	ngie21 ma55 juo213	xqfx2ke66qe	106	25	"[{""expl"": ""母親的父母的家。北京話叫“姥姥家”。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xsmdg3mj9q6	x8z322ctej3	外家	外家	ngie242 ga55	xrmyvc6jf6n	ngie55 a55	xzhmrgdvvrx	106	26	"[{""expl"": ""已婚女子的自己父母的家。北京話叫“娘家”。"", ""sent"": [""轉（回）～。"", ""今旦～有儂來。""]}, {""expl"": ""妻的父母的家。北京話叫“丈人家”。"", ""sent"": [""伊是我～其親戚。""]}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
x3uuxd24zrk	x2azx7cvxrt	外家親	外家親	ngie242 ga55 cing55	xuk92dtmcxu	ngie21 a55 ing55	xz2ynfzufd4	106	27	"[{""expl"": ""娘家的親戚。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
x292fpp5f2v	xzde8wy3a6k	外家孫	外家孫	ngie242 ga55 soung55	xachkdrtfnp	ngie21 a55 loung55	xj4xvsveay9	106	28	"[{""expl"": ""妻的兄弟的兒女。北京話叫“內侄、內侄女”。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xwn64bbtr9k	x8z8prgh8m9	外大媽	外大媽	ngie242 duai242 ma33	xud4y2zyr2b	ngie21 luai53 ma33	x36qzmmwua6	107	1	"[{""expl"": ""母親的祖母。"", ""sent"": []}]"	媽，上聲			2025-05-16 17:00:29	2025-05-16 17:00:29
xu2mhqp7mjm	x9fwpuv7b76	外大公	外大公	ngie242 duai242 gung55	xewb2gc7rq5	ngie21 luai55 ung55	xufrxdcekr9	107	2	"[{""expl"": ""母親的祖父。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xhekpnt7f49	xhn3pntnfxn	外斗	外首	ngie242 lau33	xxknvh7w5kg	ngie33 lau33	xb756fmwng6	107	3	"[{""expl"": ""=〖外{首,斗}勢〗ngie21 lau55 sie213 外面，外邊。"", ""sent"": [""～有儂叫汝。"", ""伊去～做生意。""]}]"	前字的變調如同陽平，郊區讀音是ngie53 lau33 合變調規律。也寫作“外斗”，聲母d、s在開尾韻後都變作l			2025-05-16 17:00:29	2025-05-16 17:00:29
xha7dmghzyd	xv8724eszch	鵝	鵝	ngie53	xhqsfn55r92	ngie53		106	14	"[{""expl"": ""家禽，頸長，嘴扁而闊，腳有蹼，能游泳。"", ""sent"": []}]"				2025-05-16 17:00:28	2025-05-16 17:00:28
xgdzf5krt7v	x22d35z6h56	外	外	ngie242	xn2dr2yekpe	ngie242		106	23	"[{""expl"": ""外邊，外邊的，跟“裏”相對。"", ""sent"": [""城裏城～。""]}, {""expl"": ""稱母親、姐妹或女兒方面的親戚。"", ""sent"": [""～公。"", ""～甥。""]}]"	另見ngui242			2025-05-16 17:00:29	2025-05-16 17:00:29
xceswubw3u6	xtpw35wg3j5	外甥	外甥	ngie242 seing55	xqwk4nmzukc	ngie55 leing55	xzegjxrq64j	107	4	"[{""expl"": ""姐姐或妹妹的兒子。"", ""sent"": []}, {""expl"": ""女兒的兒子。"", ""sent"": []}]"	義項②是郊區及城裏少數人的說法			2025-05-16 17:00:29	2025-05-16 17:00:29
xn4v64fv7n5	xkj4qcyc8gq	外甥女	外甥女	ngie242 seing55 ny33	xufh7yypjmg	ngie21 leing53 ny33	x2gqh6brdxd	107	5	"[{""expl"": ""姐姐或妹妹的女兒。"", ""sent"": []}, {""expl"": ""女兒的女兒。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xns52v8p9rt	xk6judt2jer	外甥人	外甥人	ngie242 seing55 ing53	xvdkzjqa4kk	ngie21 leing55 nging53	x2s9ck8gv36	107	6	"[{""expl"": ""外甥媳婦。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xnp24ryduwa	xmyrqvwyzbk	外甥孫	外甥孫	ngie242 seing55 soung55	xcy4x4jdsds	ngie21 leing55 noung55	xnsyept92we	107	7	"[{""expl"": ""女兒的兒子。北京話叫“外孫”。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xqmpztwurnw	xqmmtp6krr4	外甥孫婿	外甥孫婿	ngie242 seing55 soung55 sai213	xujr54krypj	ngie21 leing21 noung53 nai213	xrbffu76e89	107	8	"[{""expl"": ""外孫女婿。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xcgwundk658	xst954v4nsr	外甥娘舅兩隻	外甥娘舅兩隻	ngie242 seing55 nuong53 giu242 lang242 zieh24	x6jjmke2g6s	ngie55 leing55 nuong21 ngiu242 lang53 zieh24	xfvd3e6hnx3	107	9	"[{""expl"": ""舅甥倆。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
x8zmettyx3h	xys5ru6mcu2	外公	外公	ngie242 gung55	xuu4qy3dmzr	ngie55 ung55	xb9seanggqj	107	10	"[{""expl"": ""外祖父。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xkmh2dxucem	xgmj783jmww	外江套	外江套	ngie242 goung55 too213	xk99e6fjtyq	ngie21 oung53 too213	xznzru9cc6s	107	11	"[{""expl"": ""外地、外省的規矩、禮節。"", ""sent"": [""汝講其都是～，儂家（我們）福州無做。""]}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
x6z4w3scag5	xdyf3brgxkp	外江儂	外江儂	ngie242 goung55 neoyng53	x5vzdv8qckn	ngie21 oung55 neoyng53	xb97f37tzzv	107	12	"[{""expl"": ""外省人。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xvqvvx5jshe	xx45tg8c8aj	義女	義女	ngie242 ny33	x6estrubwfr	ngie53 ny33	xe9mpze2tm7	107	13	"[{""expl"": ""拜認的女兒。"", ""sent"": []}, {""expl"": ""指丫環。"", ""sent"": []}]"	義，也寫作“誼”			2025-05-16 17:00:29	2025-05-16 17:00:29
xxgyvttzpuh	xjrntbbugg9	義奶	義奶	ngie242 ne33	xskjaytqtaj	ngie53 ne33	x9uqbk2gqjj	107	14	"[{""expl"": ""=〖義娘奶〗ngie53 noung33 ne33 拜認的娘。北京話叫“乾媽、乾娘”。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xf6ngsdrnqd	xnspymdh6c4	義校	義校	ngie242 hau242	x8gcghfyjh7	ngie53 au242	xtbzfbkqvf7	107	15	"[{""expl"": ""舊時由私人集資或用地方公益金創辦的免費的學校。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xx53sa982j9	xyajybny7as	義會	義會	ngie242 hui242	xsws4bnqggt	ngie53 hui242	x6bttqdtgct	107	16	"[{""expl"": ""志同道合者或親朋好友組成的民間集資機構，所籌款項多用於公益事業。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xg9dckntp8b	xgknaycxbhx	義親	義親	ngie242 cing55	xx2gb5uc7tg	ngie55 ing55	xr9u448hqz6	107	17	"[{""expl"": ""沒有血緣或婚姻關係而結成的親戚。北京話叫“乾親”。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xf6u3rqekan	x9uz9p9bbu6	義郎罷*	義郎爸	ngie242 loung53 ba242	xyar25uz7c9	ngie53 loung21 ma242	xdawbghwj4d	107	18	"[{""expl"": ""拜認的父親。北京話叫“乾爹”。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xge4ufwq56u	xqu4qr2essc	錢䍜	錢□	zieng53 dooyk24	x3vknedw46t	zieng21 dooyk24	xjzvhcxknq7	302	16	"[{""expl"": ""存錢罐，多用瓦器或毛竹做成，旁邊有一小口，投入錢，須打破了才能取出錢。"", ""sent"": []}]"				2025-05-16 17:02:33	2025-05-16 17:02:33
x3r46mfpkde	x2uz6tybfxc	義囝	義囝	ngie242 giang33	xnqqc57dmqb	ngie53 iang33	xyxfvwgvf3e	107	19	"[{""expl"": ""拜認的兒子。北京話叫“乾兒子”。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
x64uzzdt5sf	xkkgcphgh65	藝滿	藝滿	ngie242 muang33	x9h6ykj8k4j	ngie53 muang33	xkaccfk84tq	107	21	"[{""expl"": ""徒工期滿學成。"", ""sent"": [""～做師父。"", ""閩都別記第三十二回“我二人與他都是十五六歲時並在福州鼓樓前藥材店中學藝…至三年～各去一方便尋不得”。""]}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
x8shvx5da4k	xjvyy6mypjd	議齊	議齊	ngie242 ze53	xvbynjxeez9	ngie55 ze53	x4555cx66b4	107	22	"[{""expl"": ""對人或事物的好壞、是非、得失等充分發表意見，最終取得統一的認識或做出一致的決定。"", ""sent"": [""儂家（我們）～暑假去北京{骹溜,客佻}（玩）。"", ""閩都別記第二百八十八回“學堂中先生病卒，諸父兄欲送去別學接讀，五裏（五位名中含裏字的人）～與父兄說去鄭家攻讀”。""]}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xm7xf2nb26q	xtu3z36h48c	肺癆病	肺癆病	hie213 lo53 bang242	x657n7bb988	hie53 lo21 wang242	xy77ubqg5zu	107	24	"[{""expl"": ""肺結核。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
x89tan6dczk	xm6tvzq97kv	廢人	廢人	hie213 ing53	xezgrew5rma	hie55 ing53	xxmbm96qnju	107	26	"[{""expl"": ""殘疾人。"", ""sent"": []}, {""expl"": ""無用的人，沒本事的人。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
x29z9xu9mta	xqgcbn25t2z	戲子	戲子	hie213 zy33	xxc7dk6exfy	hie53 y33	xrz9jr9cjt6	107	27	"[{""expl"": ""舊時稱職業的戲曲演員（含輕視意）。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xqhtz5r4qmf	xwdbx3wy7rg	戲臺	戲臺	hie213 dai53	x37qpmpmvbd	hie55 lai53	xpz9md9y2mg	108	1	"[{""expl"": ""室內的舞臺。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xc9bmrttzc2	xpt5uf6aw8e	戲臺板	戲臺板	hie213 dai53 being33	xcjsprw4u3k	hie53 lai33 weing33	x7jrvfppmye	108	2	"[{""expl"": ""用木板搭成的戲臺。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xaa3vswvgh3	xedntzwcsxr	戲頭哥	戲頭哥	hie213 tau53 go55	xv3wgtuhnsk	hie55 lau55 o55	x25s3u2q7ht	108	3	"[{""expl"": ""舊時戲班子裏領頭掌管大事的人。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xrmgpb6vmc9	xdmxrn5fqe4	戲榜	戲榜	hie213 boung33	xgrpfnxhmfw	hie53 woung33	xum6xkh4mg9	108	4	"[{""expl"": ""舊時演戲掛在戲園子門口介紹本戲內容的牌子，類似於現在的節日單。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
xvmxhru2cap	xd3v5zhr4xq	戲棚	戲棚	hie213 bang53	xhpe584k2fr	hie55 wang53	xdgqyfhwmsx	108	6	"[{""expl"": ""露天的戲臺。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xj2nz8ch7ag	xbd4gjak9mh	戲囝	戲囝	hie213 giang33	xpwdaegvyjg	hie53 iang33	x7w3kx48uwq	108	7	"[{""expl"": ""演戲的小演員。"", ""sent"": []}, {""expl"": ""舊稱演員（含貶義）。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
x257vkmuubz	xjn2ygt84mt	肺	肺	hie213	x2sbfcxzrcm	hie213		107	23	"[{""expl"": ""呼吸器官之一。人的肺在胸膛中，左右各一，與支氣管相連。"", ""sent"": []}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
x34t87v27x8	xct65y7dnyj	費	費	hie213	xa9aupsa66w	hie213		107	25	"[{""expl"": ""費用。"", ""sent"": [""手術～。""]}, {""expl"": ""花費，耗費。"", ""sent"": [""～心。""]}]"				2025-05-16 17:00:29	2025-05-16 17:00:29
x596mqwg6e4	xjn69xy6gb4	戲癲	戲癲	hie213 dieng55	x7ju4equ5vz	hie55 lieng55	xhbc3agafj3	108	8	"[{""expl"": ""戲迷，沉醉於戲曲的人。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xjmmbyu4kth	xktpy5dfn7w	戲本	戲本	hie213 buong33	xz2xscpkzks	hie53 wuong33	xrnrzuh5ase	108	9	"[{""expl"": ""戲曲劇本。"", ""sent"": [""舊底（從前）唱戲多數無～，都是憑師父教。""]}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
x9bh3287dzm	xrctsjw987p	戲園	戲園	hie213 huong53	xtc495863tr	hie55 uong53	xmbb7yfkcep	108	10	"[{""expl"": ""舊時專供演出戲曲的場所。"", ""sent"": []}, {""expl"": ""劇場。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xgum846s3pw	xup8br5mg8r	戲出	戲出	hie213 couk24	xamxc3pjg4n	hie53 jouk24	xwudekm8cdj	108	11	"[{""expl"": ""戲曲中的一個大的段落或一個獨立的劇目，戲曲演出的節目。"", ""sent"": [""這本戲有三隻（個）～。""]}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xh4ntv487f7	xtyh48scg38	戲煞去	戲煞去	hie213 sak24 go0	xrbncwv8xxw	hie213 sak24 go0	xmqugksyguz	108	12	"[{""expl"": ""戲演完了，散場。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xqqrh2tm7tg	xccuenjqrny	吠	吠	hie242	xyecvwne2f8	hie242		108	13	"[{""expl"": ""狗叫。"", ""sent"": [""雞嗚犬～。"", ""蜀犬～日。"", ""△馬馱痴蠢漢，犬～{懶呆,癩呆}{人,儂}。""]}]"	另見bui242			2025-09-20 22:32:27	2025-05-16 17:00:30
x3w882a8d44	xu3tmmse65u	椅懸頂	椅懸頂	ie33 ge53 deing33	xeww8ruyxj8	ie33 ge33 leing33	x4m3muxvdjy	108	16	"[{""expl"": ""椅子上。"", ""sent"": [""坐～，莫坐地兜（地上）。""]}]"	懸，單字音 geing53			2025-05-16 17:00:30	2025-05-16 17:00:30
x47ubyangf8	xr8nmsw6yvk	椅靠	椅靠	ie33 koo213	xrgeeuspu7b	ie55 koo213	xgufysjetvt	108	17	"[{""expl"": ""=〖椅𩩍〗ie21 piang55 椅子上供人背部倚靠的部分。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
x9pqebnfe7z	xkeg8z6ftuv	椅罩	椅罩	ie33 dau213	xh4vmhzdndx	ie55 dau213	xfpcy4atjus	108	18	"[{""expl"": ""縫製好的椅子的罩布。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xmbm92whadz	xgfv6t2hr7u	椅頭	椅頭	ie33 tau53	xrm9smphsv3	ie21 lau53	xn6tp5m2jhh	108	19	"[{""expl"": ""單人坐的高凳子。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xh43nsedmau	x6mc3q6sdaz	椅條	椅條	ie33 deu53	xmrecdazxvq	ie21 leu53	xkgdxh5a4ws	108	20	"[{""expl"": ""狹長條凳。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xd6dwvurdu5	xbp6ufu5h4h	椅面	椅面	ie33 meing213	x8zcpjcv64y	ie55 meing213	xa2hv6ypab6	108	21	"[{""expl"": ""椅子供人坐的部分。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xr447r26wv4	x2e68p6svcg	椅囝	椅囝	ie33 giang33	x234bxrg8bb	ie24 iang33	xveqgbrpfk9	108	22	"[{""expl"": ""小板凳。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xvxuh8vu6rp	xfk8b5wx4jw	磨環椅	磨環椅	moo242 kuang53 ie33	xbr3jh3b5wj	mo53 uang33 ie33	xb48j2kd97f	115	4	"[{""expl"": ""能旋轉升降的椅子。"", ""sent"": []}]"				2025-05-16 17:00:34	2025-05-16 17:00:34
x77sg7hmy4z	xcpfayumh4u	椅囝條	椅囝條	ie33 giang33 deu53	xxwhd4xqftj	ie33 iang33 neu53	xy3he3gczpy	108	23	"[{""expl"": ""一種狹長的凳子，四條腿，較矮。"", ""sent"": []}]"		［對原書註音的註釋］原書連讀音載ie33 iang33 neu53，音不合，疑爲筆誤		2025-05-16 17:00:30	2025-05-16 17:00:30
xfe64q9nuhe	xk2v2gy8ack	椅𨎩	椅𨎩	ie33 guang55	xbtccen8pf7	ie21 guang55	xaaszhutxzw	108	24	"[{""expl"": ""椅子牚。"", ""sent"": []}]"	𨎩，廣韻唐韻古黃切：“車下橫木”			2025-05-16 17:00:30	2025-05-16 17:00:30
xkuxnxucu9n	xuz4bucjzub	椅墊	椅墊	ie33 daing242	x2xrs6vnu96	ie55 laing242	x5da4tz2ytr	108	25	"[{""expl"": ""墊在椅面上的墊子，有草編的、布縫的、竹製的等。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xueyxdqbbd2	xzh5afdx24p	椅褥	椅褥	ie33 yk5	xxb79z5kpby	ie21 yk5	xzp2ercphqg	108	26	"[{""expl"": ""墊在椅面上的毛氈。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xzn8s2chyz3	xtptv69w2gv	䆊種	䆊種	ie242 zyng33	x8w8kwkc7dw	ie53 zyng33	xdbnys5345f	108	29	"[{""expl"": ""播撒種子。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xgyxdpay9mw	xmjtg9mdaey	𩞫喙	□嘴	ie242 cui213	x4nhhv8ssmq	ie53 jui213	xuxfmrypmw2	108	31	"[{""expl"": ""貪嘴，好吃。"", ""sent"": [""～諸娘（女人）。""]}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
x76wtgwqaga	xjv3jp9bxcf	玻璃紙	玻璃紙	bo55 le53 zai33	xzg7uzjdvcv	bo53 le33 jai33	x6k235drdqp	109	1	"[{""expl"": ""一種包裝或裝飾用的紙，一般薄而透明，用紙漿經過化學處理或用塑料製成。"", ""sent"": []}]"	玻，有些老人讀作po55			2025-05-16 17:00:30	2025-05-16 17:00:30
xk5xaw5yfuk	x2t9ygm9trv	玻璃燈	玻璃燈	bo55 le53 ding55	x5ar2mh3zh3	bo55 le55 ding55	x3g4ev5dstf	109	2	"[{""expl"": ""一種用玻璃做燈罩的手提燈。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
x6udbgkm77p	x9bxq76nzh9	玻*當*	玻*當*	bo55 loung55	xacdvfucrne	bo55 loung55	xcfpht8gep5	109	3	"[{""expl"": ""粘上。"", ""sent"": [""倒地兜（地上）～{一,蜀}身塗（土）。""]}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xb6yam62ucq	xhmqvjnxph8	玻*當*𥻵	玻*當*𥻵	bo55 loung55 si53	xkwfvb9p2dm	bo55 loung55 ni53	xcxefr7rw6e	109	4	"[{""expl"": ""一種食物，用糯米粉做成湯糰狀，煮熟後，外表粘上豆粉、芝麻、糖等。"", ""sent"": []}]"		［其他發音］亦可說bo21 loung55 ni53		2025-05-16 17:00:30	2025-05-16 17:00:30
xt6uh88zapd	xsmmbufau49	菠菠	菠菠	bo55 bo55	xz9cjv93kxe	bo55 wo55	xp82v2chxaz	109	5	"[{""expl"": ""一說菠菜，一說菠菠草（一種野菜）。用於兒歌中，起比興作用。"", ""sent"": [""△真鳥囝（一種鳥），啄～，三歲孩兒會（能）唱歌。""]}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
x6jvj2gc245	xscrvq48tue	菠菠草	菠菠草	bo55 bo55 cau33	x8jpvaf3hcm	bo21 wo53 jau33	xqs96gfxmpv	109	6	"[{""expl"": ""一種野菜，莖葉上有細白毛，生長在清明前後，多用來做菠菠{餜,粿}。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xpnhfmwb8kw	x7wqad8t5f7	菠菠粿	菠菠餜	bo55 bo55 gui33	x7j58ay7u2t	bo21 wo53 ui33	xmqghpqzrjb	109	7	"[{""expl"": ""用菠菠草和米漿做的食物，像糕餅。本地習俗清明節時家家都做菠菠{餜,粿}，上供或食用。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
x345t3gp4vq	xg56n736d9r	椅	椅	ie33	xhy8m4ycj59	ie33		108	15	"[{""expl"": ""椅子，坐具。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xxanh2etb6k	x8wuxqet7d3	瞖	瞖	ie213	xjuj7x8vdt2	ie213		108	27	"[{""expl"": ""眼球角膜病變後留下的灰白色的疤痕，會影響視力。"", ""sent"": [""目{珠,睭}（眼睛）上～，看{𣍐,儥}真（看不清楚）。""]}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xqyqmjbrw5e	xqtdsu4a2mw	移	移	ie53	xfhkuav2jb9	ie53		108	14	"[{""expl"": ""移動。"", ""sent"": [""{這,者*}箱箱～許角（那一角）去△樹～死，儂～活。""]}]"	另見ia53			2025-05-16 17:00:30	2025-05-16 17:00:30
xbfqm3rb4be	xwf88caax4m	䆊	䆊	ie242	xwfjv6vsbgz	ie242		108	28	"[{""expl"": ""播，撒。"", ""sent"": [""～種。"", ""米～{一,蜀}地兜。""]}]"	集韻至韻明祕切：“散種也。”聲母不合。八音雞字母：“散種。”字義圭字母：“散禾”			2025-05-16 17:00:30	2025-05-16 17:00:30
x8bhfgvnmkg	xn695bpwj8u	𩞫	□	ie242	x8ep3b7hh6e	ie242		108	30	"[{""expl"": ""饞，貪吃。"", ""sent"": [""{嘴,喙}{真,盡}～。"", ""{嘴,喙}～～着，{一,蜀}日都是食。""]}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xugxntxagbm	xa6bug22qgr	個	個	ga213	x2pfsue4xnw	ga213		68	1	"[{""expl"": ""量詞。用於沒有專用量詞的名詞（有些名詞除了用專用最詞之外也能用“個”）。"", ""sent"": [""兩～儂。"", ""三～月日。"", ""四～禮拜。""]}]"	另見goo213	［對原書註音的註釋］原書載上去調，有誤，將連讀時的音變誤作爲單字音。按連讀時的規律，應爲上上調		2025-12-26 21:46:20	2025-05-16 17:00:05
x8excgy8e3u	xzya7nbss5d	褒比	褒比	bo55 bi33	x9wqxsx6aam	bo53 bi33	xku34a6asan	109	9	"[{""expl"": ""誇獎，奉承。"", ""sent"": [""～伊幾句伊就昏去。""]}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xpk58p2try5	xh9mms8sh2d	婆奶	婆奶	bo53 ne33	xf5v9qvw97x	bo33 ne33	x9xunpkkdub	109	10	"[{""expl"": ""舊時上產婦家裏用土法接生的婦人，接生婆。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xsmj7hwajvg	xc2qdgsv9r3	婆奶婆	婆奶婆	bo53 ne33 bo53	xjespmhetdw	bo21 ne21 bo53	xbcvy43vcyt	109	11	"[{""expl"": ""一般指年紀較大的接生婆，也泛指接生婆。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xc2mbhaaea5	xzs8p2rezu5	婆婆	婆婆	bo53 bo53	xqh6zxnrj9j	bo33 bo53	x54aarfpa9w	109	12	"[{""expl"": ""稱年老的婦人。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xu24c6p7ej2	xnyw7cqwusc	保姆	保姆	bo33 mu33	xh68jga8svc	bo24 mu33	x9xu2fmx4ng	109	13	"[{""expl"": ""受僱替人照管兒童或爲人從事家務勞動的婦女。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
x5prd75n4j8	xje7z832duy	保家	保家	bo33 ga55	xk8u79eq9mg	bo21 a55	xe2m7y7s6t7	109	14	"[{""expl"": ""擔保債務人履行債務的第三人。"", ""sent"": []}, {""expl"": ""擔保被保釋的犯人不發生違法行爲的人。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xzhg3xu8pty	xehgx9wzqte	保薦	保薦	bo33 zieng213	xf9w9c2jwcr	bo55 jieng213	xdwhjep92hv	109	15	"[{""expl"": ""推薦。"", ""sent"": [""我乞（把）汝～乞（給）中孚公司了。""]}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xg4cbpm98nu	xac4dbyb8na	保險批	保險批	bo33 hieng33 pie55	xmduu8h2rea	bo21 ieng21 mie55	xq3gc2csess	109	16	"[{""expl"": ""付郵時由郵局登記編號，給收據的信。北京話叫“掛號信”。"", ""sent"": []}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xzjc9qqz3hm	xqgzanqbzes	保本	保本	bo33 buong33	x8dddcuy78j	bo24 buong33	xdbj63fvwdf	109	17	"[{""expl"": ""保住本錢。"", ""sent"": [""做生意{𣍐,儥}趁錢（不能賺錢）也着（要）～。""]}]"				2025-05-16 17:00:30	2025-05-16 17:00:30
xsp2wprwzqs	x92x3c5xtqd	保轉	保轉	bo33 duong33	xu7zh8nsc4y	bo33 duong33	xnqffcngyaf	109	18	"[{""expl"": ""犯人取保釋放，經人擔保回家。"", ""sent"": []}]"				2025-05-16 17:00:31	2025-05-16 17:00:31
xdfa8nqr4ku	xb3gga766c7	保長媽	保長媽	bo33 duong33 ma33	xks8f3udtbt	bo21 luong24 ma33	xa89n58h4gg	109	19	"[{""expl"": ""保長的老婆，比喻好管閑事的人。"", ""sent"": [""{這,嚽}查查，{許,𠲛}問問，共（像）～{一,蜀}樣。""]}]"				2025-05-16 17:00:31	2025-05-16 17:00:31
xr6j5r4ubub	xhx7xv8kdwg	無底	無底	mo53 de33	xfbz54nynwb	mo33 de33	xnzcqkgc36p	112	2	"[{""expl"": ""沒有積蓄。"", ""sent"": [""儂家（我們）{賺,趁}工資其儂，厝𡅏（家中）～。""]}]"				2025-05-16 17:00:32	2025-05-16 17:00:32
xy46j8esz3u	xe3cxg72ssc	立冬	立冬	lik5 deoyng55	xwn6ege62q4	lik5 deoyng55	xpm9wu4v3mv	367	24	"[{""expl"": ""二十四節氣之一。我國以立冬爲冬季的開始。"", ""sent"": []}]"				2025-05-16 17:03:22	2025-05-16 17:03:22
xsdpnd9756p	xekyxrbt4mu	保長公	保長公	bo33 duong33 gung55	xkmcrs22ath	bo21 luong21 ngung55	xg5vdedykyp	109	20	"[{""expl"": ""地保，舊時在地方上爲官府辦差的人。"", ""sent"": [""△皇帝認{綻,賺}～（把皇帝誤認作地保，意爲有眼不識泰山）。""]}]"				2025-05-16 17:00:31	2025-05-16 17:00:31
xz4nktfgpfj	x6j6yug87nk	手提包	手提包	ciu33 ti53 bau55	xqqatt5aj4n	ciu21 li55 wau55	xabyav3kh7b	194	27	"[{""expl"": ""提包。"", ""sent"": []}]"				2025-05-16 17:01:24	2025-05-16 17:01:24
